4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-c-Kopplung-Schwebung- Kupfer
Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
4,860	33,58	0,11	0,42	4,860	39,98	-0,24	-0,01	4,860	43,51	0,05	0,11
4,880	33,80	0,12	0,53	4,880	39,50	-0,24	0,10	4,880	43,61	0,05	0,11
4,900	34,04	0,13	0,66	4,900	39,02	-0,24	0,32	4,900	43,72	0,05	-0,01
4,920	34,32	0,14	0,43	4,920	38,55	-0,23	0,44	4,920	43,82	0,05	0,11
4,940	34,61	0,15	0,32	4,940	38,10	-0,22	0,32	4,940	43,92	0,06	0,12
4,960	34,90	0,15	0,43	4,960	37,67	-0,22	0,32	4,960	44,04	0,06	-0,11
4,980	35,23	0,16	0,43	4,980	37,24	-0,21	0,43	4,980	44,15	0,05	-0,12
5,000	35,55	0,17	0,44	5,000	36,85	-0,20	0,43	5,000	44,25	0,05	0,11
5,020	35,91	0,18	0,32	5,020	36,45	-0,19	0,54	5,020	44,35	0,06	0,12
5,040	36,27	0,18	0,32	5,040	36,09	-0,18	0,54	5,040	44,47	0,06	-0,11
5,060	36,65	0,19	0,33	5,060	35,74	-0,17	0,53	5,060	44,58	0,05	7,02E-5
5,080	37,04	0,20	0,21	5,080	35,41	-0,16	0,65	5,080	44,68	0,06	0,01
5,100	37,44	0,20	0,32	5,100	35,12	-0,14	0,65	5,100	44,80	0,05	-0,23
5,120	37,85	0,21	0,33	5,120	34,84	-0,13	0,65	5,120	44,89	0,05	0,01
5,140	38,28	0,21	0,21	5,140	34,60	-0,12	0,65	5,140	44,99	0,05	-0,11
5,160	38,71	0,22	0,22	5,160	34,38	-0,10	0,64	5,160	45,09	0,04	-0,02
5,180	39,16	0,22	0,11	5,180	34,18	-0,09	0,75	5,180	45,16	0,05	0,36
5,200	39,60	0,22	-0,01	5,200	34,01	-0,07	0,88	5,200	45,30	0,06	-0,21
5,220	40,05	0,22	0,11	5,220	33,89	-0,06	0,53	5,220	45,39	0,04	-0,32
5,240	40,50	0,23	0,12	5,240	33,79	-0,05	0,62	5,240	45,47	0,04	-0,44
5,260	40,96	0,23	-0,11	5,260	33,68	-0,03	1,10	5,260	45,56	0,03	-0,24
5,280	41,41	0,22	-0,01	5,280	33,66	-0,01	0,65	5,280	45,57	0,03	0,24
5,300	41,85	0,23	0,12	5,300	33,64	-0,01	0,51	5,300	45,70	0,03	-0,24
5,320	42,32	0,23	-0,11	5,320	33,64	0,01	1,08	5,320	45,71	0,02	0,11
5,340	42,77	0,22	-0,11	5,340	33,69	0,04	0,99	5,340	45,80	0,04	0,15
5,360	43,21	0,22	0,01	5,360	33,79	0,05	0,42	5,360	45,87	0,03	-0,54
5,380	43,66	0,22	-0,10	5,380	33,90	0,05	0,62	5,380	45,92	0,02	-0,56
5,400	44,11	0,22	-0,21	5,400	34,01	0,08	1,09	5,400	45,94	0,01	-0,23
5,420	44,54	0,22	-0,21	5,420	34,20	0,10	0,76	5,420	45,96	0,01	0,01
5,440	44,97	0,21	-0,21	5,440	34,41	0,11	0,53	5,440	45,97	0,01	-0,20
5,460	45,38	0,21	-0,21	5,460	34,63	0,12	0,64	5,460	45,99	5,75E-4	-0,44
5,480	45,79	0,20	-0,31	5,480	34,88	0,13	0,64	5,480	45,98	-0,01	-0,33
5,500	46,19	0,19	-0,44	5,500	35,16	0,15	0,65	5,500	45,96	-0,01	-0,21
5,520	46,57	0,19	-0,33	5,520	35,47	0,16	0,54	5,520	45,93	-0,02	-0,32
5,540	46,93	0,18	-0,21	5,540	35,79	0,17	0,53	5,540	45,89	-0,03	-0,44
5,560	47,29	0,18	-0,31	5,560	36,13	0,18	0,65	5,560	45,83	-0,03	-0,33
5,580	47,64	0,17	-0,44	5,580	36,51	0,19	0,54	5,580	45,76	-0,04	-0,22
5,600	47,97	0,16	-0,32	5,600	36,91	0,20	0,43	5,600	45,67	-0,04	-0,21
5,620	48,28	0,16	-0,30	5,620	37,32	0,21	0,44	5,620	45,59	-0,05	-0,32
5,640	48,59	0,15	-0,64	5,640	37,75	0,22	0,32	5,640	45,48	-0,06	-0,44
5,660	48,87	0,13	-0,67	5,660	38,19	0,22	0,32	5,660	45,37	-0,06	-0,33
5,680	49,11	0,12	-0,31	5,680	38,64	0,23	0,44	5,680	45,23	-0,07	-0,21
5,700	49,35	0,12	-0,41	5,700	39,12	0,24	0,23	5,700	45,09	-0,07	-0,32
5,720	49,57	0,10	-0,65	5,720	39,60	0,24	-0,01	5,720	44,94	-0,08	-0,43
5,740	49,76	0,09	-0,54	5,740	40,08	0,24	0,10	5,740	44,77	-0,09	-0,44
5,760	49,94	0,08	-0,43	5,760	40,56	0,24	0,22	5,760	44,58	-0,10	-0,33
5,780	50,09	0,07	-0,42	5,780	41,06	0,25	0,11	5,780	44,37	-0,10	-0,21
5,800	50,23	0,07	-0,52	5,800	41,56	0,25	2,41E-13	5,800	44,17	-0,11	-0,32
5,820	50,36	0,05	-0,76	5,820	42,06	0,25	0,01	5,820	43,94	-0,12	-0,33
5,840	50,44	0,04	-0,65	5,840	42,56	0,25	-0,10	5,840	43,70	-0,12	-0,22
5,860	50,50	0,03	-0,53	5,860	43,06	0,25	-0,22	5,860	43,46	-0,12	-0,21
5,880	50,55	0,01	-0,65	5,880	43,54	0,24	-0,11	5,880	43,21	-0,13	-0,32
5,900	50,55	6,32E-4	-0,54	5,900	44,02	0,24	-0,09	5,900	42,95	-0,14	-0,44
5,920	50,55	-0,01	-0,54	5,920	44,50	0,24	-0,31	5,920	42,66	-0,15	-0,22
5,940	50,52	-0,02	-0,54	5,940	44,97	0,23	-0,44	5,940	42,36	-0,15	-0,10
5,960	50,47	-0,03	-0,53	5,960	45,41	0,22	-0,32	5,960	42,07	-0,15	-0,22
5,980	50,40	-0,04	-0,65	5,980	45,84	0,22	-0,31	5,980	41,76	-0,15	-0,22
6,000	50,30	-0,06	-0,55	6,000	46,28	0,21	-0,54	6,000	41,45	-0,16	-0,22
6,020	50,18	-0,06	-0,42	6,020	46,67	0,19	-0,54	6,020	41,13	-0,16	-0,11
6,040	50,05	-0,07	-0,53	6,040	47,05	0,19	-0,43	6,040	40,80	-0,16	0,01
6,060	49,89	-0,09	-0,65	6,060	47,41	0,18	-0,42	6,060	40,47	-0,16	-0,10
6,080	49,71	-0,10	-0,54	6,080	47,76	0,17	-0,52	6,080	40,15	-0,17	-0,22
6,100	49,50	-0,11	-0,54	6,100	48,09	0,16	-0,76	6,100	39,80	-0,17	-0,11
6,120	49,28	-0,12	-0,55	6,120	48,38	0,14	-0,65	6,120	39,46	-0,17	-6,04E-14
6,140	49,02	-0,13	-0,43	6,140	48,64	0,13	-0,52	6,140	39,12	-0,17	-0,01
6,160	48,77	-0,14	-0,44	6,160	48,90	0,12	-0,74	6,160	38,77	-0,17	0,11
6,180	48,47	-0,15	-0,32	6,180	49,11	0,10	-0,87	6,180	38,43	-0,17	0,11
6,200	48,18	-0,15	-0,42	6,200	49,30	0,08	-0,77	6,200	38,10	-0,17	-0,01
6,220	47,87	-0,16	-0,55	6,220	49,44	0,07	-0,52	6,220	37,75	-0,17	0,11
6,240	47,53	-0,17	-0,32	6,240	49,58	0,06	-0,74	6,240	37,43	-0,16	0,11
6,260	47,19	-0,18	-0,32	6,260	49,69	0,04	-0,99	6,260	37,10	-0,16	0,10
6,280	46,83	-0,18	-0,33	6,280	49,74	0,02	-0,64	6,280	36,77	-0,16	0,32
6,300	46,45	-0,19	-0,21	6,300	49,78	0,01	-0,63	6,300	36,46	-0,15	0,33
6,320	46,07	-0,19	-0,32	6,320	49,80	0,00	-0,86	6,320	36,17	-0,15	0,10
6,340	45,68	-0,20	-0,33	6,340	49,76	-0,02	-0,86	6,340	35,88	-0,15	0,20
6,360	45,26	-0,21	-0,22	6,360	49,72	-0,04	-0,87	6,360	35,58	-0,14	0,44
6,380	44,85	-0,21	-0,22	6,380	49,61	-0,05	-0,75	6,380	35,32	-0,13	0,32
6,400	44,42	-0,22	-0,11	6,400	49,50	-0,07	-0,75	6,400	35,07	-0,13	0,32
6,420	43,99	-0,21	-0,10	6,420	49,34	-0,09	-0,76	6,420	34,82	-0,12	0,44
6,440	43,56	-0,22	-0,22	6,440	49,16	-0,10	-0,65	6,440	34,60	-0,11	0,32
6,460	43,11	-0,22	-0,11	6,460	48,95	-0,11	-0,65	6,460	34,39	-0,10	0,31
6,480	42,67	-0,22	0,01	6,480	48,71	-0,12	-0,65	6,480	34,18	-0,10	0,65
6,500	42,22	-0,22	-0,11	6,500	48,46	-0,14	-0,65	6,500	34,01	-0,08	0,66
6,520	41,77	-0,23	-0,13	6,520	48,16	-0,15	-0,64	6,520	33,87	-0,07	0,43
6,540	41,31	-0,23	0,22	6,540	47,86	-0,16	-0,76	6,540	33,73	-0,06	0,43
6,560	40,86	-0,22	0,23	6,560	47,52	-0,18	-0,67	6,560	33,63	-0,05	0,42
6,580	40,43	-0,22	-0,11	6,580	47,14	-0,19	-0,32	6,580	33,53	-0,04	0,64
6,600	39,98	-0,22	-0,12	6,600	46,76	-0,19	-0,42	6,600	33,46	-0,03	0,76
6,620	39,53	-0,22	0,10	6,620	46,37	-0,21	-0,55	6,620	33,42	-0,01	0,54
6,640	39,09	-0,22	0,32	6,640	45,94	-0,21	-0,43	6,640	33,40	0,00	0,42
6,660	38,65	-0,21	0,34	6,660	45,51	-0,22	-0,44	6,660	33,40	0,00	0,53
6,680	38,24	-0,21	0,11	6,680	45,04	-0,23	-0,33	6,680	33,42	0,02	0,75
6,700	37,83	-0,21	0,10	6,700	44,58	-0,24	-0,22	6,700	33,47	0,03	0,76
6,720	37,41	-0,20	0,32	6,720	44,10	-0,24	-0,22	6,720	33,55	0,05	0,64
6,740	37,02	-0,19	0,44	6,740	43,62	-0,25	-0,22	6,740	33,65	0,06	0,65
6,760	36,64	-0,19	0,32	6,760	43,12	-0,25	-0,22	6,760	33,79	0,07	0,54
6,780	36,28	-0,18	0,32	6,780	42,62	-0,25	-0,11	6,780	33,94	0,08	0,53
6,800	35,91	-0,17	0,44	6,800	42,10	-0,25	0,01	6,800	34,11	0,09	0,64
6,820	35,59	-0,16	0,32	6,820	41,60	-0,25	-0,12	6,820	34,32	0,11	0,64
6,840	35,26	-0,16	0,31	6,840	41,09	-0,26	0,10	6,840	34,54	0,12	0,65
6,860	34,95	-0,15	0,54	6,860	40,57	-0,25	0,23	6,860	34,80	0,13	0,54
6,880	34,65	-0,14	0,55	6,880	40,09	-0,25	-0,01	6,880	35,07	0,14	0,53
6,900	34,40	-0,13	0,32	6,900	39,57	-0,25	0,22	6,900	35,36	0,15	0,64
6,920	34,14	-0,13	0,31	6,920	39,09	-0,24	0,22	6,920	35,69	0,17	0,65
6,940	33,90	-0,12	0,54	6,940	38,61	-0,24	0,09	6,940	36,03	0,18	0,54
6,960	33,67	-0,10	0,54	6,960	38,12	-0,24	0,42	6,960	36,41	0,19	0,42
6,980	33,48	-0,10	0,53	6,980	37,66	-0,22	0,55	6,980	36,79	0,20	0,54
7,000	33,29	-0,08	0,65	7,000	37,23	-0,22	0,32	7,000	37,20	0,21	0,43
7,020	33,15	-0,07	0,65	7,020	36,80	-0,21	0,32	7,020	37,63	0,21	0,31
7,040	33,01	-0,06	0,66	7,040	36,38	-0,20	0,43	7,040	38,06	0,22	0,54
7,060	32,92	-0,04	0,43	7,060	35,98	-0,19	0,53	7,060	38,52	0,24	0,43
7,080	32,84	-0,04	0,42	7,080	35,60	-0,18	0,65	7,080	39,00	0,24	0,32
7,100	32,77	-0,03	0,65	7,100	35,26	-0,17	0,65	7,100	39,48	0,25	0,33
7,120	32,73	-0,01	0,54	7,120	34,93	-0,16	0,65	7,120	40,00	0,25	0,10
7,140	32,71	0,00	0,53	7,140	34,64	-0,14	0,65	7,140	40,49	0,25	0,21
7,160	32,71	0,01	0,65	7,160	34,36	-0,13	0,64	7,160	41,01	0,26	0,33
7,180	32,75	0,02	0,55	7,180	34,12	-0,12	0,75	7,180	41,54	0,27	0,11
7,200	32,80	0,03	0,31	7,200	33,89	-0,10	0,76	7,200	42,07	0,27	0,10
7,220	32,87	0,03	0,63	7,220	33,72	-0,09	0,65	7,220	42,60	0,27	0,23
7,240	32,93	0,06	0,99	7,240	33,55	-0,07	0,53	7,240	43,15	0,28	0,01
7,260	33,09	0,07	0,43	7,260	33,43	-0,07	0,73	7,260	43,71	0,27	-0,11
7,280	33,22	0,07	0,31	7,280	33,28	-0,04	1,31	7,280	44,24	0,27	0,01
7,300	33,38	0,09	0,65	7,300	33,25	-0,01	0,99	7,300	44,79	0,27	-0,09
7,320	33,56	0,10	0,54	7,320	33,23	0,00	0,54	7,320	45,32	0,27	-0,34
7,340	33,77	0,11	0,43	7,340	33,23	0,01	0,41	7,340	45,86	0,26	-0,12
7,360	33,99	0,12	0,42	7,360	33,26	0,01	0,73	7,360	46,35	0,26	0,14
7,380	34,23	0,12	0,54	7,380	33,28	0,04	1,32	7,380	46,90	0,26	-0,31
7,400	34,49	0,14	0,55	7,400	33,41	0,06	0,76	7,400	47,40	0,25	-0,44
7,420	34,78	0,15	0,32	7,420	33,53	0,07	0,53	7,420	47,90	0,25	-0,20
7,440	35,07	0,15	0,42	7,440	33,69	0,09	0,76	7,440	48,38	0,24	-0,42
7,460	35,38	0,16	0,55	7,460	33,87	0,10	0,64	7,460	48,87	0,23	-0,54
7,480	35,72	0,17	0,32	7,480	34,08	0,11	0,75	7,480	49,30	0,22	-0,42
7,500	36,07	0,18	0,32	7,500	34,32	0,13	0,86	7,500	49,75	0,21	-0,54
7,520	36,43	0,18	0,33	7,520	34,59	0,15	0,76	7,520	50,14	0,20	-0,62
7,540	36,80	0,19	0,21	7,540	34,90	0,16	0,54	7,540	50,54	0,19	0,65
7,560	37,18	0,19	0,32	7,560	35,23	0,17	0,53	7,560	50,89	0,22	0,70
7,580	37,58	0,20	0,33	7,580	35,57	0,18	0,65	7,580	51,44	0,21	-1,82
7,600	37,99	0,21	0,21	7,600	35,94	0,19	0,54	7,600	51,75	0,15	-0,39
7,620	38,40	0,21	0,21	7,620	36,34	0,20	0,43	7,620	52,05	0,20	0,88
7,640	38,83	0,21	0,21	7,640	36,75	0,21	0,43	7,640	52,54	0,19	-2,46
7,660	39,26	0,22	0,22	7,660	37,18	0,22	0,43	7,660	52,79	0,10	-2,73
7,680	39,71	0,22	0,11	7,680	37,63	0,23	0,44	7,680	52,95	0,08	-0,54
7,700	40,15	0,22	-1,24E-13	7,700	38,09	0,24	0,32	7,700	53,10	0,08	-0,50
7,720	40,60	0,22	-2,83E-13	7,720	38,57	0,24	0,32	7,720	53,26	0,06	-1,08
7,740	41,05	0,22	2,48E-13	7,740	39,05	0,25	0,33	7,740	53,33	0,04	-0,98
7,760	41,49	0,22	1,59E-13	7,760	39,57	0,25	0,11	7,760	53,41	0,02	-0,88
7,780	41,94	0,22	-1,59E-13	7,780	40,06	0,25	0,11	7,780	53,41	6,68E-4	-0,64
7,800	42,39	0,22	1,24E-13	7,800	40,58	0,26	0,11	7,800	53,41	-0,01	-0,65
7,820	42,83	0,22	0,01	7,820	41,09	0,26	0,11	7,820	53,38	-0,03	-0,42
7,840	43,28	0,22	-0,10	7,840	41,61	0,26	0,12	7,840	53,31	-0,02	-3,74
7,860	43,73	0,22	-0,21	7,860	42,14	0,26	-0,10	7,860	53,28	-0,17	-1,53
7,880	44,16	0,22	-0,22	7,880	42,66	0,26	-0,21	7,880	52,61	-0,09	5,16
7,900	44,59	0,21	-0,11	7,900	43,18	0,25	-0,22	7,900	52,94	0,03	-0,50
7,920	45,00	0,21	-0,09	7,920	43,67	0,25	-0,11	7,920	52,74	-0,11	-5,70
7,940	45,43	0,21	-0,32	7,940	44,17	0,25	-0,09	7,940	52,52	-0,20	-2,95
7,960	45,83	0,20	-0,32	7,960	44,67	0,25	-0,32	7,960	51,95	-0,22	0,82
7,980	46,23	0,19	-0,31	7,980	45,15	0,24	-0,32	7,980	51,63	-0,16	-0,09
8,000	46,60	0,19	-0,44	8,000	45,62	0,23	-0,31	8,000	51,30	-0,23	-2,00
8,020	46,97	0,18	-0,33	8,020	46,08	0,22	-0,43	8,020	50,72	-0,24	0,44
8,040	47,31	0,17	-0,21	8,040	46,51	0,22	-0,42	8,040	50,33	-0,21	0,40
8,060	47,66	0,17	-0,31	8,060	46,95	0,21	-0,54	8,060	49,88	-0,23	-0,75
8,080	47,98	0,16	-0,43	8,080	47,34	0,19	-0,54	8,080	49,42	-0,24	-0,76
8,100	48,29	0,15	-0,42	8,100	47,72	0,19	-0,53	8,100	48,92	-0,26	-0,66
8,120	48,59	0,14	-0,54	8,120	48,09	0,17	-0,64	8,120	48,39	-0,27	-0,42
8,140	48,87	0,13	-0,55	8,140	48,41	0,16	-0,64	8,140	47,86	-0,27	-0,53
8,160	49,11	0,12	-0,31	8,160	48,73	0,15	-0,64	8,160	47,29	-0,29	-0,65
8,180	49,35	0,12	-0,41	8,180	49,00	0,13	-0,64	8,180	46,71	-0,30	-0,55
8,200	49,57	0,10	-0,64	8,200	49,26	0,12	-0,64	8,200	46,09	-0,31	-0,32
8,220	49,76	0,09	-0,65	8,220	49,49	0,11	-0,63	8,220	45,47	-0,31	-0,32
8,240	49,94	0,08	-0,54	8,240	49,70	0,10	-0,85	8,240	44,83	-0,32	-0,44
8,260	50,08	0,07	-0,42	8,260	49,87	0,07	-0,98	8,260	44,18	-0,33	-0,33
8,280	50,22	0,06	-0,54	8,280	49,99	0,06	-0,75	8,280	43,51	-0,34	-0,22
8,300	50,32	0,05	-0,54	8,300	50,10	0,04	-0,75	8,300	42,84	-0,34	-0,23
8,320	50,41	0,04	-0,53	8,320	50,17	0,03	-0,75	8,320	42,15	-0,34	-4,25E-4
8,340	50,48	0,03	-0,64	8,340	50,21	0,01	-0,74	8,340	41,46	-0,34	0,02
8,360	50,52	0,01	-0,64	8,360	50,23	0,00	-0,87	8,360	40,79	-0,34	-0,34
8,380	50,53	9,47E-4	-0,65	8,380	50,19	-0,02	-0,75	8,380	40,08	-0,35	-0,13
8,400	50,52	-0,01	-0,54	8,400	50,14	-0,03	-0,74	8,400	39,38	-0,35	0,22
8,420	50,49	-0,02	-0,53	8,420	50,06	-0,05	-0,87	8,420	38,69	-0,34	0,11
8,440	50,44	-0,03	-0,65	8,440	49,94	-0,07	-0,75	8,440	38,00	-0,34	0,10
8,460	50,35	-0,05	-0,55	8,460	49,79	-0,08	-0,75	8,460	37,31	-0,34	0,32
8,480	50,25	-0,06	-0,42	8,480	49,62	-0,10	-0,87	8,480	36,64	-0,33	0,32
8,500	50,13	-0,06	-0,53	8,500	49,40	-0,12	-0,76	8,500	35,98	-0,33	0,32
8,520	50,00	-0,08	-0,65	8,520	49,16	-0,13	-0,65	8,520	35,33	-0,32	0,44
8,540	49,82	-0,09	-0,55	8,540	48,89	-0,14	-0,64	8,540	34,71	-0,31	0,32
8,560	49,64	-0,10	-0,42	8,560	48,60	-0,15	-0,76	8,560	34,09	-0,31	0,42
8,580	49,43	-0,11	-0,53	8,580	48,27	-0,17	-0,66	8,580	33,48	-0,29	0,65
8,600	49,21	-0,12	-0,66	8,600	47,91	-0,18	-0,42	8,600	32,91	-0,28	0,53
8,620	48,95	-0,13	-0,44	8,620	47,55	-0,19	-0,54	8,620	32,36	-0,27	0,64
8,640	48,68	-0,14	-0,31	8,640	47,16	-0,20	-0,55	8,640	31,83	-0,25	0,87
8,660	48,41	-0,15	-0,55	8,660	46,74	-0,21	-0,42	8,660	31,34	-0,24	0,76
8,680	48,10	-0,16	-0,44	8,680	46,32	-0,22	-0,55	8,680	30,88	-0,22	0,64
8,700	47,77	-0,16	-0,32	8,700	45,87	-0,23	-0,45	8,700	30,45	-0,21	0,75
8,720	47,45	-0,17	-0,44	8,720	45,39	-0,24	-0,21	8,720	30,03	-0,19	0,86
8,740	47,08	-0,18	-0,33	8,740	44,92	-0,24	-0,32	8,740	29,67	-0,18	0,86
8,760	46,72	-0,18	-0,21	8,760	44,43	-0,25	-0,33	8,760	29,32	-0,16	0,98
8,780	46,35	-0,19	-0,32	8,780	43,93	-0,25	-0,22	8,780	29,03	-0,14	0,64
8,800	45,97	-0,20	-0,44	8,800	43,41	-0,26	-0,22	8,800	28,77	-0,13	0,83
8,820	45,56	-0,21	-0,33	8,820	42,90	-0,26	-0,11	8,820	28,49	-0,10	1,64
8,840	45,14	-0,21	-0,22	8,840	42,36	-0,26	-3,61E-13	8,840	28,35	-0,07	1,09
8,860	44,71	-0,22	-0,11	8,860	41,85	-0,26	1,53E-13	8,860	28,21	-0,06	0,74
8,880	44,28	-0,21	-0,10	8,880	41,31	-0,26	3,61E-13	8,880	28,11	-0,04	1,08
8,900	43,85	-0,22	-0,22	8,900	40,80	-0,26	-0,01	8,900	28,05	-0,02	0,97
8,920	43,41	-0,22	-0,11	8,920	40,26	-0,26	0,10	8,920	28,04	-8,77E-4	0,96
8,940	42,96	-0,22	2,83E-13	8,940	39,74	-0,26	0,22	8,940	28,05	0,02	1,07
8,960	42,51	-0,22	0,01	8,960	39,23	-0,25	0,22	8,960	28,12	0,04	1,07
8,980	42,06	-0,22	-0,11	8,980	38,73	-0,25	0,21	8,980	28,22	0,06	1,07
9,000	41,62	-0,23	-0,01	9,000	38,23	-0,25	0,32	9,000	28,37	0,09	1,07
9,020	41,15	-0,22	0,12	9,020	37,75	-0,24	0,43	9,020	28,56	0,11	1,08
9,040	40,72	-0,22	-0,11	9,040	37,28	-0,23	0,43	9,040	28,80	0,13	0,97
9,060	40,26	-0,23	-0,01	9,060	36,83	-0,22	0,43	9,060	29,07	0,15	0,96
9,080	39,81	-0,22	0,11	9,080	36,40	-0,21	0,43	9,080	29,38	0,17	1,08
9,100	39,36	-0,22	0,10	9,100	35,99	-0,20	0,43	9,100	29,74	0,19	0,97
9,120	38,91	-0,22	0,33	9,120	35,59	-0,19	0,53	9,120	30,13	0,21	0,86
9,140	38,48	-0,21	0,22	9,140	35,21	-0,18	0,75	9,140	30,56	0,22	0,86
9,160	38,07	-0,21	0,10	9,160	34,86	-0,16	0,76	9,160	31,02	0,24	0,75
9,180	37,64	-0,21	0,32	9,180	34,55	-0,15	0,54	9,180	31,52	0,25	0,75
9,200	37,24	-0,20	0,32	9,200	34,26	-0,14	0,53	9,200	32,03	0,27	0,86
9,220	36,85	-0,19	0,32	9,220	33,98	-0,13	0,76	9,220	32,60	0,29	0,76
9,240	36,47	-0,19	0,44	9,240	33,74	-0,11	0,64	9,240	33,18	0,30	0,64
9,260	36,10	-0,18	0,33	9,260	33,53	-0,10	0,84	9,260	33,80	0,31	0,64
9,280	35,76	-0,17	0,21	9,280	33,32	-0,08	1,22	9,280	34,44	0,33	0,65
9,300	35,41	-0,17	0,31	9,300	33,22	-0,06	0,44	9,300	35,10	0,34	0,54
9,320	35,09	-0,16	0,54	9,320	33,10	-0,06	0,29	9,320	35,79	0,35	0,54
9,340	34,78	-0,15	0,54	9,340	32,97	-0,04	1,08	9,340	36,49	0,36	0,55
9,360	34,50	-0,14	0,43	9,360	32,92	-0,02	0,98	9,360	37,23	0,37	0,33
9,380	34,22	-0,13	0,43	9,380	32,90	-0,01	0,73	9,380	37,97	0,37	0,21
9,400	33,98	-0,12	0,43	9,400	32,90	0,01	1,19	9,400	38,73	0,38	0,21
9,420	33,74	-0,11	0,53	9,420	32,95	0,04	1,11	9,420	39,48	0,38	0,21
9,440	33,53	-0,10	0,65	9,440	33,07	0,06	0,31	9,440	40,25	0,39	0,22
9,460	33,34	-0,09	0,54	9,460	33,17	0,05	0,62	9,460	41,03	0,39	0,11
9,480	33,19	-0,08	0,43	9,480	33,29	0,08	1,21	9,480	41,82	0,39	-4,34E-13
9,500	33,03	-0,07	0,54	9,500	33,50	0,10	0,65	9,500	42,59	0,39	0,01
9,520	32,91	-0,06	0,54	9,520	33,70	0,11	0,41	9,520	43,38	0,39	-0,21
9,540	32,80	-0,05	0,54	9,540	33,92	0,12	0,75	9,540	44,16	0,38	-0,23
9,560	32,72	-0,03	0,54	9,560	34,18	0,14	0,76	9,560	44,91	0,38	0,01
9,580	32,67	-0,03	0,53	9,580	34,47	0,15	0,64	9,580	45,68	0,38	-0,20
9,600	32,61	-0,01	0,75	9,600	34,78	0,16	0,64	9,600	46,44	0,37	-0,43
9,620	32,61	0,00	0,87	9,620	35,12	0,18	0,64	9,620	47,18	0,37	-0,43
9,640	32,63	0,02	0,66	9,640	35,48	0,19	0,65	9,640	47,90	0,36	-0,44
9,660	32,69	0,03	0,32	9,660	35,87	0,20	0,54	9,660	48,61	0,35	-0,31
9,680	32,74	0,03	0,42	9,680	36,29	0,21	0,43	9,680	49,30	0,34	-0,50
9,700	32,83	0,05	0,64	9,700	36,72	0,22	0,44	9,700	49,99	0,33	0,43
9,720	32,93	0,06	0,65	9,720	37,16	0,23	0,32	9,720	50,61	0,36	2,23
9,740	33,07	0,07	0,54	9,740	37,63	0,23	0,32	9,740	51,44	0,42	-0,27
9,760	33,22	0,08	0,42	9,760	38,09	0,24	0,44	9,760	52,28	0,35	-4,17
9,780	33,39	0,09	0,54	9,780	38,59	0,25	0,33	9,780	52,84	0,25	-3,06
9,800	33,58	0,10	0,54	9,800	39,08	0,25	0,21	9,800	53,28	0,23	-0,76
9,820	33,80	0,11	0,53	9,820	39,60	0,26	0,22	9,820	53,75	0,22	-0,63
9,840	34,03	0,12	0,66	9,840	40,11	0,26	0,11	9,840	54,17	0,20	-0,87
9,860	34,30	0,14	0,43	9,860	40,65	0,26	3,96E-13	9,860	54,57	0,19	-0,76
9,880	34,57	0,14	0,32	9,880	41,16	0,26	-2,57E-13	9,880	54,91	0,17	-0,62
9,900	34,87	0,15	0,43	9,900	41,70	0,26	-3,26E-13	9,900	55,26	0,16	-0,93
9,920	35,17	0,16	0,43	9,920	42,21	0,26	0,01	9,920	55,55	0,14	-1,41
9,940	35,50	0,17	0,43	9,940	42,74	0,26	-0,10	9,940	55,80	0,10	-1,23
9,960	35,84	0,18	0,44	9,960	43,26	0,26	-0,21	9,960	55,97	0,09	-0,51
9,980	36,20	0,18	0,32	9,980	43,78	0,25	-0,21	9,980	56,15	0,08	-0,80
10,000	36,58	0,19	0,32	10,000	44,28	0,25	-0,21	10,000	56,31	0,05	-1,65
10,020	36,96	0,20	0,44	10,020	44,77	0,25	-0,32	10,020	56,36	0,02	-1,24
10,040	37,37	0,21	0,22	10,040	45,26	0,24	-0,32	10,040	56,38	0,01	-0,50
10,060	37,78	0,21	0,10	10,060	45,72	0,23	-0,31	10,060	56,38	0,00	-0,91
10,080	38,19	0,21	0,32	10,080	46,19	0,22	-0,43	10,080	56,37	-0,03	-1,66
10,100	38,62	0,22	0,33	10,100	46,62	0,22	-0,42	10,100	56,26	-0,07	-1,09
10,120	39,07	0,22	0,11	10,120	47,05	0,21	-0,53	10,120	56,10	-0,08	-0,84
10,140	39,52	0,22	2,83E-13	10,140	47,45	0,19	-0,65	10,140	55,96	-0,10	-1,10
10,160	39,96	0,22	-0,01	10,160	47,83	0,18	-0,54	10,160	55,69	-0,12	-0,72
