4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-c-Kopplung-Schwebung- Kupfer	3-ohneKopplungeinzel	3-ohneKopplungeinzel	3-ohneKopplungeinzel	3-ohneKopplungeinzel
Zeit2 (s)	Zeit2 (s)	Zeit2 (s)	Position2 (cm)	Position2 (cm)	Geschwindigkeit2 (m/s)	Geschwindigkeit2 (m/s)	Geschwindigkeit2 (m/s)	Beschleunigung2 (m/s²)	Beschleunigung2 (m/s²)	Beschleunigung2 (m/s²)	Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
58,420	58,420	58,420	39,30	35,77	-0,15	0,06	0,26	0,11	0,65	0,43	58,420	41,44	0,20	0,32
58,440	58,440	58,440	38,99	35,91	-0,16	0,07	0,27	0,10	0,54	0,33	58,440	41,86	0,21	0,44
58,460	58,460	58,460	38,68	36,06	-0,15	0,08	0,27	0,32	0,54	0,21	58,460	42,28	0,22	0,33
58,480	58,480	58,480	38,39	36,23	-0,14	0,09	0,28	0,33	0,55	0,32	58,480	42,73	0,22	0,21
58,500	58,500	58,500	38,11	36,44	-0,14	0,10	0,29	0,11	0,32	0,33	58,500	43,18	0,23	0,22
58,520	58,520	58,520	37,84	36,64	-0,14	0,11	0,29	0,10	0,42	0,21	58,520	43,64	0,23	0,11
58,540	58,540	58,540	37,56	36,86	-0,13	0,12	0,30	0,32	0,54	0,23	58,540	44,11	0,23	0,10
58,560	58,560	58,560	37,30	37,12	-0,13	0,13	0,30	0,44	0,43	0,01	58,560	44,57	0,24	0,22
58,580	58,580	58,580	37,06	37,38	-0,12	0,14	0,30	0,33	0,44	-0,23	58,580	45,05	0,24	0,11
58,600	58,600	58,600	36,84	37,67	-0,11	0,15	0,29	0,21	0,32	-0,01	58,600	45,53	0,24	-1,10E-12
58,620	58,620	58,620	36,61	37,96	-0,11	0,15	0,30	0,32	0,32	0,12	58,620	46,01	0,24	0,00
58,640	58,640	58,640	36,41	38,27	-0,10	0,16	0,30	0,43	0,33	-0,10	58,640	46,49	0,24	0,01
58,660	58,660	58,660	36,22	38,60	-0,09	0,16	0,29	0,44	0,21	-0,21	58,660	46,97	0,24	-0,11
58,680	58,680	58,680	36,04	38,92	-0,08	0,17	0,29	0,33	0,21	-0,21	58,680	47,46	0,24	-0,11
58,700	58,700	58,700	35,89	39,27	-0,08	0,17	0,28	0,20	0,21	-0,21	58,700	47,92	0,24	0,01
58,720	58,720	58,720	35,73	39,61	-0,07	0,18	0,28	0,42	0,33	-0,32	58,720	48,40	0,24	-0,10
58,740	58,740	58,740	35,59	39,97	-0,06	0,18	0,27	0,55	0,23	-0,32	58,740	48,87	0,23	-0,21
58,760	58,760	58,760	35,49	40,35	-0,05	0,19	0,27	0,32	-0,11	-0,31	58,760	49,33	0,23	-0,21
58,780	58,780	58,780	35,38	40,71	-0,05	0,18	0,26	0,32	-0,12	-0,43	58,780	49,78	0,22	-0,21
58,800	58,800	58,800	35,30	41,07	-0,04	0,18	0,25	0,42	0,11	-0,42	58,800	50,23	0,22	-0,21
58,820	58,820	58,820	35,23	41,43	-0,03	0,18	0,24	0,54	0,12	-0,54	58,820	50,66	0,22	-0,21
58,840	58,840	58,840	35,17	41,81	-0,02	0,19	0,23	0,55	-0,11	-0,54	58,840	51,09	0,21	-0,31
58,860	58,860	58,860	35,16	42,17	-0,01	0,18	0,22	0,32	-0,11	-0,42	58,860	51,50	0,20	-0,44
58,880	58,880	58,880	35,14	42,53	0,00	0,18	0,21	0,32	0,01	-0,53	58,880	51,90	0,19	-0,33
58,900	58,900	58,900	35,14	42,89	0,00	0,18	0,20	0,43	-0,10	-0,64	58,900	52,28	0,19	-0,20
58,920	58,920	58,920	35,16	43,25	0,01	0,18	0,19	0,43	-0,21	-0,64	58,920	52,66	0,19	-0,42
58,940	58,940	58,940	35,19	43,60	0,02	0,17	0,17	0,43	-0,21	-0,64	58,940	53,02	0,17	-0,54
58,960	58,960	58,960	35,24	43,94	0,03	0,17	0,16	0,43	-0,21	-0,83	58,960	53,35	0,16	-0,43
58,980	58,980	58,980	35,31	44,27	0,04	0,16	0,14	0,44	-0,21	0,31	58,980	53,68	0,16	-0,43
59,000	59,000	59,000	35,39	44,60	0,05	0,16	0,17	0,32	-0,32	0,71	59,000	53,97	0,15	-0,42
59,020	59,020	59,020	35,50	44,91	0,05	0,15	0,17	0,31	-0,32	-1,82	59,020	54,26	0,14	-0,54
59,040	59,040	59,040	35,60	45,20	0,06	0,15	0,10	0,54	-0,32	-2,03	59,040	54,52	0,13	-0,55
59,060	59,060	59,060	35,73	45,49	0,07	0,14	0,09	0,44	-0,44	-0,74	59,060	54,76	0,12	-0,42
59,080	59,080	59,080	35,89	45,75	0,08	0,13	0,07	0,32	-0,31	0,65	59,080	54,99	0,11	-0,53
59,100	59,100	59,100	36,04	46,01	0,09	0,13	0,11	0,44	-0,42	0,76	59,100	55,20	0,10	-0,64
59,120	59,120	59,120	36,23	46,25	0,09	0,11	0,10	0,32	-0,54	-2,37	59,120	55,37	0,08	-0,64
59,140	59,140	59,140	36,42	46,46	0,10	0,10	0,02	0,32	-0,42	-2,37	59,140	55,53	0,07	-0,65
59,160	59,160	59,160	36,62	46,67	0,11	0,10	0,01	0,33	-0,54	-0,63	59,160	55,65	0,06	-0,55
59,180	59,180	59,180	36,85	46,84	0,11	0,08	-0,01	0,21	-0,54	-2,37	59,180	55,76	0,05	-0,42
59,200	59,200	59,200	37,07	47,00	0,12	0,07	-0,09	0,32	-0,43	-2,49	59,200	55,84	0,04	-0,52
59,220	59,220	59,220	37,31	47,14	0,12	0,07	-0,11	0,33	-0,42	0,76	59,220	55,91	0,03	-0,75
59,240	59,240	59,240	37,57	47,26	0,13	0,06	-0,06	0,21	-0,53	0,75	59,240	55,95	0,01	-0,77
59,260	59,260	59,260	37,82	47,36	0,13	0,04	-0,08	0,32	-0,64	-0,68	59,260	55,95	0,00	-0,54
59,280	59,280	59,280	38,10	47,43	0,14	0,03	-0,09	0,33	-0,65	-1,71	59,280	55,94	-0,01	-0,53
59,300	59,300	59,300	38,39	47,49	0,15	0,02	-0,14	0,11	-0,54	-1,99	59,300	55,91	-0,02	-0,65
59,320	59,320	59,320	38,68	47,51	0,15	0,01	-0,17	0,10	-0,42	0,31	59,320	55,84	-0,04	-0,54
59,340	59,340	59,340	38,97	47,52	0,15	8,91E-4	-0,13	0,33	-0,53	0,51	59,340	55,75	-0,05	-0,53
59,360	59,360	59,360	39,28	47,51	0,16	-0,01	-0,15	0,23	-0,65	-0,65	59,360	55,65	-0,06	-0,65
59,380	59,380	59,380	39,61	47,48	0,16	-0,02	-0,16	-0,01	-0,65	-0,55	59,380	55,52	-0,07	-0,65
59,400	59,400	59,400	39,92	47,41	0,16	-0,04	-0,17	0,11	-0,55	-0,42	59,400	55,36	-0,09	-0,55
59,420	59,420	59,420	40,25	47,32	0,16	-0,05	-0,18	0,01	-0,43	-0,53	59,420	55,18	-0,09	-0,41
59,440	59,440	59,440	40,57	47,22	0,16	-0,06	-0,19	-0,12	-0,42	-0,65	59,440	54,99	-0,10	-0,65
59,460	59,460	59,460	40,88	47,10	0,16	-0,06	-0,20	0,11	-0,54	-0,55	59,460	54,77	-0,12	-0,66
59,480	59,480	59,480	41,21	46,97	0,16	-0,08	-0,21	0,11	-0,55	-0,32	59,480	54,51	-0,13	-0,43
59,500	59,500	59,500	41,54	46,80	0,16	-0,09	-0,21	0,11	-0,42	-0,31	59,500	54,25	-0,14	-0,43
59,520	59,520	59,520	41,86	46,63	0,17	-0,09	-0,22	0,12	-0,54	-0,55	59,520	53,96	-0,15	-0,42
59,540	59,540	59,540	42,21	46,42	0,17	-0,11	-0,24	-0,10	-0,55	-0,45	59,540	53,67	-0,15	-0,54
59,560	59,560	59,560	42,53	46,20	0,16	-0,12	-0,24	-0,22	-0,44	-0,10	59,560	53,35	-0,17	-0,55
59,580	59,580	59,580	42,86	45,96	0,16	-0,12	-0,24	-0,11	-0,33	-0,21	59,580	53,00	-0,18	-0,32
59,600	59,600	59,600	43,17	45,70	0,16	-0,13	-0,25	0,01	-0,21	-0,34	59,600	52,64	-0,18	-0,31
59,620	59,620	59,620	43,50	45,44	0,16	-0,13	-0,25	-0,10	-0,32	-0,11	59,620	52,28	-0,19	-0,44
59,640	59,640	59,640	43,81	45,17	0,16	-0,14	-0,25	-0,21	-0,43	-0,10	59,640	51,89	-0,20	-0,32
59,660	59,660	59,660	44,12	44,88	0,15	-0,15	-0,26	-0,21	-0,44	-0,22	59,660	51,49	-0,20	-0,32
59,680	59,680	59,680	44,41	44,57	0,15	-0,16	-0,26	-0,21	-0,34	-0,12	59,680	51,08	-0,21	-0,33
59,700	59,700	59,700	44,70	44,24	0,14	-0,16	-0,26	-0,22	-0,11	0,11	59,700	50,65	-0,21	-0,22
59,720	59,720	59,720	44,98	43,92	0,14	-0,16	-0,26	-0,10	-0,10	3,29E-4	59,720	50,22	-0,22	-0,22
59,740	59,740	59,740	45,25	43,59	0,14	-0,17	-0,26	-0,20	-0,22	-0,02	59,740	49,77	-0,22	-0,22
59,760	59,760	59,760	45,53	43,25	0,13	-0,17	-0,26	-0,44	-0,11	0,34	59,760	49,33	-0,23	-0,22
59,780	59,780	59,780	45,77	42,90	0,12	-0,17	-0,25	-0,21	-0,10	0,11	59,780	48,86	-0,23	-0,11
59,800	59,800	59,800	46,01	42,56	0,12	-0,18	-0,25	-0,20	-0,23	-0,01	59,800	48,40	-0,23	-0,10
59,820	59,820	59,820	46,25	42,20	0,11	-0,18	-0,25	-0,44	-0,01	0,22	59,820	47,94	-0,24	-0,22
59,840	59,840	59,840	46,46	41,83	0,10	-0,18	-0,25	-0,33	0,11	0,21	59,840	47,45	-0,24	-0,12
59,860	59,860	59,860	46,67	41,49	0,10	-0,18	-0,24	-0,21	-0,01	0,32	59,860	46,97	-0,24	-0,01
59,880	59,880	59,880	46,86	41,13	0,10	-0,18	-0,23	-0,31	0,11	0,43	59,880	46,49	-0,24	0,11
59,900	59,900	59,900	47,05	40,78	0,09	-0,17	-0,22	-0,44	0,11	0,44	59,900	46,01	-0,24	0,12
59,920	59,920	59,920	47,20	40,44	0,08	-0,17	-0,22	-0,32	-0,01	0,32	59,920	45,54	-0,24	-0,11
59,940	59,940	59,940	47,36	40,10	0,07	-0,17	-0,21	-0,31	0,10	0,31	59,940	45,06	-0,24	-0,01
59,960	59,960	59,960	47,50	39,75	0,07	-0,17	-0,20	-0,54	0,22	0,54	59,960	44,58	-0,24	0,22
59,980	59,980	59,980	47,62	39,42	0,05	-0,16	-0,19	-0,44	0,21	0,54	59,980	44,11	-0,23	0,22
60,000	60,000	60,000	47,71	39,10	0,05	-0,16	-0,18	-0,31	0,32	0,43	60,000	43,65	-0,23	0,22
60,020	60,020	60,020	47,81	38,79	0,04	-0,15	-0,17	-0,44	0,33	0,53	60,020	43,20	-0,22	0,22
60,040	60,040	60,040	47,86	38,49	0,03	-0,15	-0,16	-0,31	0,21	0,65	60,040	42,75	-0,22	0,22
60,060	60,060	60,060	47,93	38,20	0,03	-0,14	-0,15	-0,42	0,32	0,66	60,060	42,32	-0,22	0,21
60,080	60,080	60,080	47,97	37,92	0,01	-0,13	-0,13	-0,54	0,43	0,43	60,080	41,89	-0,21	0,32
60,100	60,100	60,100	47,99	37,66	0,00	-0,13	-0,13	-0,43	0,43	0,42	60,100	41,48	-0,20	0,32
60,120	60,120	60,120	47,99	37,42	0,00	-0,12	-0,12	-0,43	0,43	0,64	60,120	41,08	-0,20	0,32
60,140	60,140	60,140	47,97	37,20	-0,01	-0,11	-0,10	-0,44	0,43	0,75	60,140	40,68	-0,19	0,44
60,160	60,160	60,160	47,94	36,99	-0,02	-0,10	-0,09	-0,32	0,43	0,88	60,160	40,32	-0,18	0,32
60,180	60,180	60,180	47,89	36,80	-0,03	-0,09	-0,07	-0,32	0,43	0,53	60,180	39,96	-0,18	0,42
60,200	60,200	60,200	47,84	36,63	-0,03	-0,08	-0,07	-0,43	0,42	0,63	60,200	39,61	-0,16	0,54
60,220	60,220	60,220	47,75	36,47	-0,04	-0,07	-0,04	-0,43	0,54	0,88	60,220	39,30	-0,16	0,42
60,240	60,240	60,240	47,67	36,33	-0,05	-0,06	-0,03	-0,43	0,54	0,54	60,240	38,99	-0,15	0,54
60,260	60,260	60,260	47,55	36,23	-0,06	-0,05	-0,02	-0,43	0,42	0,53	60,260	38,71	-0,13	0,43
60,280	60,280	60,280	47,43	36,12	-0,07	-0,04	-0,01	-0,44	0,53	0,64	60,280	38,46	-0,13	0,42
60,300	60,300	60,300	47,28	36,05	-0,08	-0,03	0,00	-0,32	0,65	0,76	60,300	38,20	-0,12	0,65
60,320	60,320	60,320	47,12	36,00	-0,08	-0,02	0,02	-0,32	0,65	0,66	60,320	37,99	-0,10	0,54
60,340	60,340	60,340	46,95	35,98	-0,09	0,00	0,03	-0,32	0,54	0,42	60,340	37,78	-0,10	0,53
60,360	60,360	60,360	46,76	35,98	-0,09	0,00	0,04	-0,32	0,43	0,64	60,360	37,61	-0,08	0,65
60,380	60,380	60,380	46,58	36,00	-0,10	0,01	0,06	-0,44	0,42	0,76	60,380	37,45	-0,07	0,54
60,400	60,400	60,400	46,35	36,03	-0,11	0,02	0,07	-0,33	0,53	0,53	60,400	37,33	-0,06	0,53
60,420	60,420	60,420	46,13	36,08	-0,12	0,03	0,08	-0,21	0,65	0,64	60,420	37,21	-0,05	0,76
60,440	60,440	60,440	45,89	36,17	-0,12	0,05	0,09	-0,33	0,54	0,66	60,440	37,14	-0,03	0,66
60,460	60,460	60,460	45,65	36,27	-0,13	0,06	0,10	-0,23	0,42	0,42	60,460	37,09	-0,02	0,42
60,480	60,480	60,480	45,37	36,39	-0,13	0,06	0,11	0,02	0,54	0,54	60,480	37,05	-0,01	0,53
60,500	60,500	60,500	45,13	36,52	-0,13	0,08	0,12	-0,31	0,54	0,43	60,500	37,03	-9,26E-4	0,76
60,520	60,520	60,520	44,86	36,70	-0,14	0,09	0,13	-0,56	0,43	0,31	60,520	37,05	0,02	0,65
60,540	60,540	60,540	44,57	36,87	-0,15	0,09	0,14	-0,23	0,43	0,54	60,540	37,10	0,03	0,53
60,560	60,560	60,560	44,26	37,07	-0,15	0,10	0,15	0,01	0,43	0,55	60,560	37,15	0,04	0,65
60,580	60,580	60,580	43,97	37,28	-0,15	0,11	0,16	-0,11	0,44	0,32	60,580	37,25	0,05	0,53
60,600	60,600	60,600	43,66	37,52	-0,15	0,12	0,16	-0,11	0,32	0,32	60,600	37,35	0,06	0,64
60,620	60,620	60,620	43,35	37,76	-0,15	0,12	0,17	-0,11	0,32	0,33	60,620	37,49	0,08	0,65
60,640	60,640	60,640	43,04	38,01	-0,16	0,13	0,18	-0,11	0,44	0,21	60,640	37,66	0,09	0,53
60,660	60,660	60,660	42,71	38,29	-0,16	0,14	0,18	0,01	0,33	0,33	60,660	37,83	0,10	0,66
60,680	60,680	60,680	42,40	38,58	-0,16	0,15	0,19	-0,11	0,21	0,22	60,680	38,05	0,11	0,43
60,700	60,700	60,700	42,07	38,87	-0,16	0,15	0,19	-0,01	0,21	0,10	60,700	38,27	0,12	0,42
60,720	60,720	60,720	41,75	39,18	-0,16	0,15	0,19	0,12	0,21	0,33	60,720	38,51	0,13	0,65
60,740	60,740	60,740	41,44	39,49	-0,16	0,16	0,20	-0,11	0,21	0,23	60,740	38,79	0,14	0,54
60,760	60,760	60,760	41,11	39,82	-0,16	0,16	0,20	-0,01	0,22	-0,01	60,760	39,08	0,15	0,43
60,780	60,780	60,780	40,78	40,14	-0,16	0,17	0,20	0,11	0,11	0,11	60,780	39,39	0,16	0,43
60,800	60,800	60,800	40,47	40,49	-0,16	0,17	0,21	-0,01	-0,01	0,01	60,800	39,71	0,17	0,43
60,820	60,820	60,820	40,15	40,81	-0,16	0,17	0,20	0,10	0,11	-0,23	60,820	40,05	0,18	0,44
60,840	60,840	60,840	39,84	41,16	-0,16	0,17	0,20	0,22	0,11	-0,01	60,840	40,41	0,18	0,32
60,860	60,860	60,860	39,53	41,50	-0,15	0,17	0,20	0,22	0,01	0,12	60,860	40,79	0,19	0,32
60,880	60,880	60,880	39,23	41,84	-0,15	0,17	0,20	0,11	-0,11	-0,10	60,880	41,17	0,20	0,44
60,900	60,900	60,900	38,94	42,19	-0,15	0,17	0,20	-0,01	-0,11	-0,21	60,900	41,58	0,21	0,32
60,920	60,920	60,920	38,65	42,51	-0,15	0,17	0,19	0,10	-0,10	-0,22	60,920	41,99	0,21	0,32
60,940	60,940	60,940	38,35	42,86	-0,14	0,16	0,19	0,32	-0,22	-0,11	60,940	42,42	0,22	0,34
60,960	60,960	60,960	38,08	43,17	-0,13	0,16	0,19	0,32	-0,11	-0,09	60,960	42,87	0,22	0,11
60,980	60,980	60,980	37,82	43,50	-0,13	0,16	0,19	0,32	-0,10	-0,32	60,980	43,32	0,22	0,10
61,000	61,000	61,000	37,56	43,81	-0,12	0,16	0,18	0,33	-0,21	-0,33	61,000	43,76	0,23	0,21
61,020	61,020	61,020	37,34	44,12	-0,12	0,15	0,17	0,21	-0,21	-0,21	61,020	44,23	0,23	0,21
61,040	61,040	61,040	37,09	44,41	-0,11	0,15	0,17	0,33	-0,32	-0,32	61,040	44,69	0,24	0,23
61,060	61,060	61,060	36,89	44,70	-0,10	0,14	0,16	0,22	-0,44	-0,32	61,060	45,17	0,24	0,01
61,080	61,080	61,080	36,68	44,96	-0,10	0,13	0,16	0,20	-0,21	-0,32	61,080	45,65	0,24	-0,12
61,100	61,100	61,100	36,47	45,22	-0,10	0,13	0,15	0,54	-0,31	-0,43	61,100	46,12	0,24	0,11
61,120	61,120	61,120	36,30	45,48	-0,08	0,12	0,14	0,44		-0,43	61,120	46,60	0,24	0,01
61,140		61,140	36,15		-0,08		0,13	0,21		-0,44	61,140	47,08	0,24	-0,11
61,160		61,160	35,99		-0,07		0,12	0,32		-0,32	61,160	47,54	0,24	0,01
61,180		61,180	35,85		-0,06		0,12	0,43		-0,31	61,180	48,02	0,24	-0,10
61,200		61,200	35,73		-0,06		0,11	0,43		-0,54	61,200	48,49	0,23	-0,22
61,220		61,220	35,63		-0,05		0,10	0,44		-0,54	61,220	48,95	0,23	-0,11
61,240		61,240	35,54		-0,04		0,09	0,32		-0,43	61,240	49,40	0,23	-0,09
61,260		61,260	35,47		-0,03		0,08	0,32		-0,43	61,260	49,87	0,22	-0,32
61,280		61,280	35,40		-0,03		0,07	0,43		-0,42	61,280	50,30	0,22	-0,33
61,300		61,300	35,36		-0,02		0,06	0,43		-0,54	61,300	50,73	0,21	-0,21
61,320		61,320	35,33		-0,01		0,05	0,43		-0,54	61,320	51,14	0,21	-0,21
61,340		61,340	35,33		-4,42E-4		0,04	0,43		-0,43	61,340	51,55	0,20	-0,31
61,360		61,360	35,33		0,01		0,03	0,43		-0,43	61,360	51,95	0,19	-0,43
61,380		61,380	35,36		0,02		0,02	0,43		-0,43	61,380	52,33	0,19	-0,43
61,400		61,400	35,39		0,03		0,01	0,44		-0,42	61,400	52,69	0,18	-0,43
61,420		61,420	35,46		0,03		0,01	0,32		-0,54	61,420	53,04	0,17	-0,43
61,440		61,440	35,53		0,04		-0,01			-0,55	61,440	53,36	0,16	-0,43
		61,460					-0,02			-0,32	61,460	53,68	0,15	-0,43
		61,480					-0,02			-0,31	61,480	53,97	0,14	-0,43
		61,500					-0,03			-0,54	61,500	54,25	0,13	-0,42
		61,520					-0,04			-0,55	61,520	54,50	0,13	-0,53
		61,540					-0,05			-0,32	61,540	54,75	0,11	-0,66
		61,560					-0,06			-0,32	61,560	54,96	0,10	-0,43
		61,580					-0,06			-0,44	61,580	55,15	0,10	-0,40
		61,600					-0,07			-0,33	61,600	55,34	0,08	-0,76
		61,620					-0,08			-0,22	61,620	55,48	0,07	-0,65
		61,640					-0,08			-0,21	61,640	55,60	0,06	-0,53
		61,660					-0,09			-0,32	61,660	55,71	0,04	-0,65
		61,680					-0,09			-0,44	61,680	55,78	0,03	-0,54
		61,700					-0,10			-0,22	61,700	55,83	0,02	-0,53
		61,720					-0,10			-0,09	61,720	55,87	0,01	-0,65
		61,740					-0,11			-0,33	61,740	55,87	0,00	-0,54
		61,760					-0,12			-0,23	61,760	55,85	-0,01	-0,52
		61,780					-0,12			0,01	61,780	55,82	-0,02	-0,76
		61,800					-0,12			-0,22	61,800	55,75	-0,04	-0,66
		61,820					-0,12			-0,24	61,820	55,65	-0,05	-0,41
		61,840					-0,13			0,11	61,840	55,55	-0,06	-0,65
		61,860					-0,12			0,01	61,860	55,42	-0,08	-0,66
		61,880					-0,12			-0,22	61,880	55,24	-0,09	-0,42
		61,900					-0,13			-0,11	61,900	55,07	-0,09	-0,53
		61,920					-0,13			6,08E-13	61,920	54,87	-0,11	-0,65
		61,940					-0,13			-0,01	61,940	54,65	-0,12	-0,55
		61,960					-0,13			0,11	61,960	54,39	-0,13	-0,42
		61,980					-0,12			0,11	61,980	54,13	-0,14	-0,54
		62,000					-0,12			-0,01	62,000	53,84	-0,15	-0,55
		62,020					-0,13			0,11	62,020	53,53	-0,16	-0,32
		62,040					-0,12			0,11	62,040	53,21	-0,16	-0,31
		62,060					-0,12			0,10	62,060	52,88	-0,17	-0,55
		62,080					-0,12			0,22	62,080	52,52	-0,18	-0,45
		62,100					-0,11			0,10	62,100	52,14	-0,19	-0,21
		62,120					-0,11			0,21	62,120	51,77	-0,19	-0,31
		62,140					-0,10			0,34	62,140	51,37	-0,20	
		62,160					-0,10			0,11				
		62,180					-0,10			0,11				
		62,200					-0,09			0,11				
		62,220					-0,09			0,09				
		62,240					-0,09			0,44				
		62,260					-0,08			0,34				
		62,280					-0,08			0,10				
		62,300					-0,07			0,33				
		62,320					-0,06			0,22				
		62,340					-0,07			0,21				
		62,360					-0,06			0,33				
		62,380					-0,05			0,21				
		62,400					-0,05			0,32				
		62,420					-0,04			0,33				
		62,440					-0,03			0,10				
		62,460					-0,03			0,21				
		62,480					-0,03			0,33				
		62,500					-0,02			0,21				
		62,520					-0,02			0,33				
		62,540					-0,01			0,22				
		62,560					-0,01			0,10				
		62,580					0,00			0,22				
		62,600					-2,40E-4			0,21				
		62,620					0,00			0,33				
		62,640					0,01			0,23				
		62,660					0,01			-0,01				
		62,680					0,01			0,21				
		62,700					0,02			0,33				
		62,720					0,03			0,11				
		62,740					0,03			-0,01				
		62,760					0,03			0,10				
		62,780					0,03			0,22				
		62,800					0,03			0,11				
		62,820					0,03			-0,01				
		62,840					0,03			0,10				
		62,860					0,04			0,23				
		62,880					0,04			0,01				
		62,900					0,04			-0,12				
		62,920					0,04			0,11				
		62,940					0,04			0,11				
		62,960					0,04			3,47E-13				
		62,980					0,04			3,82E-13				
		63,000					0,04			-3,47E-13				
		63,020					0,04			-3,82E-13				
		63,040					0,04			3,82E-13				
		63,060					0,04			0,01				
		63,080					0,04			-0,11				
		63,100					0,04			-0,11				
		63,120					0,04			0,00				
		63,140					0,04			3,47E-14				
		63,160					0,04			0,01				
		63,180					0,04			-0,11				
		63,200					0,03			-0,11				
		63,220					0,03			-4,10E-13				
		63,240					0,03			2,01E-13				
		63,260					0,03			0,01				
		63,280					0,03			-0,10				
		63,300					0,03			-0,22				
		63,320					0,03			-0,12				
		63,340					0,03			0,11				
		63,360					0,03			0,12				
		63,380					0,03			-0,10				
		63,400					0,03			-0,22				
		63,420					0,02			-0,12				
		63,440					0,02			0,11				
		63,460					0,03			0,01				
		63,480					0,02			-0,12				
		63,500					0,02			0,11				
		63,520					0,03			0,01				
		63,540					0,02			-0,11				
		63,560					0,02			1,56E-13				
		63,580					0,02			-1,91E-13				
		63,600					0,02			-1,22E-13				
		63,620					0,02			3,47E-14				
		63,640					0,02			-6,94E-14				
		63,660					0,02			-0,01				
		63,680					0,02			0,11				
		63,700					0,03			0,12				
		63,720					0,03			-0,11				
		63,740					0,02			-0,12				
		63,760					0,02			0,11				
		63,780					0,03			0,11				
		63,800					0,03			0,11				
		63,820					0,03			0,11				
		63,840					0,03			-0,01				
		63,860					0,03			0,11				
		63,880					0,03			0,01				
		63,900					0,03			-0,13				
		63,920					0,03			0,21				
		63,940					0,04			0,23				
		63,960					0,04			-0,11				
		63,980					0,03			-0,01				
		64,000					0,04			0,23				
		64,020					0,04			0,01				
		64,040					0,04			-0,12				
		64,060					0,04			0,11				
		64,080					0,04			0,11				
		64,100					0,04			0,11				
		64,120					0,05			0,12				
		64,140					0,05			-0,11				
		64,160					0,04			-0,01				
		64,180					0,05			0,12				
		64,200					0,05			-0,11				
		64,220					0,04			-0,01				
		64,240					0,05			0,12				
		64,260					0,05			-0,11				
		64,280					0,04			-0,12				
		64,300					0,04			0,11				
		64,320					0,05			0,01				
		64,340					0,04			-0,23				
		64,360					0,04			5,41E-5				
		64,380					0,04			0,01				
		64,400					0,04			-0,11				
		64,420					0,04			-0,10				
		64,440					0,03			-0,22				
		64,460					0,03			-0,11				
		64,480					0,03			-0,11				
		64,500					0,03			-0,11				
		64,520					0,03			-0,10				
		64,540					0,02			-0,22				
		64,560					0,02			-0,10				
		64,580					0,02			-0,21				
		64,600					0,01			-0,34				
		64,620					0,00			-0,10				
		64,640					0,00			-0,21				
		64,660					0,00			-0,34				
		64,680					-0,01			-0,10				
		64,700					-0,01			-0,21				
		64,720					-0,02			-0,33				
		64,740					-0,02			-0,21				
		64,760					-0,03			-0,32				
		64,780					-0,03			-0,33				
		64,800					-0,04			-0,22				
		64,820					-0,04			-0,22				
		64,840					-0,05			-0,22				
		64,860					-0,05			-0,21				
		64,880					-0,06			-0,32				
		64,900					-0,06			-0,33				
		64,920					-0,07			-0,21				
		64,940					-0,07			-0,32				
		64,960					-0,08			-0,34				
		64,980					-0,09			-0,11				
		65,000					-0,09			-0,09				
		65,020					-0,09			-0,32				
		65,040					-0,10			-0,33				
		65,060					-0,10			-0,22				
		65,080					-0,11			-0,11				
		65,100					-0,11			-0,09				
		65,120					-0,11			-0,34				
		65,140					-0,12			-0,11				
		65,160					-0,12			0,01				
		65,180					-0,12			-0,23				
		65,200					-0,13			-1,50E-4				
		65,220					-0,12			0,01				
		65,240					-0,12			-0,22				
		65,260					-0,13			-0,11				
		65,280					-0,13			-3,47E-14				
		65,300					-0,13			0,00				
		65,320					-0,13			-1,11E-12				
		65,340					-0,13			-0,01				
		65,360					-0,13			0,11				
		65,380					-0,12			0,11				
		65,400					-0,12			-0,01				
		65,420					-0,13			0,22				
		65,440					-0,12			0,23				
		65,460					-0,12			-0,01				
		65,480					-0,12			0,21				
		65,500					-0,11			0,33				
		65,520					-0,10			0,21				
		65,540					-0,10			0,32				
		65,560					-0,09			0,33				
		65,580					-0,09			0,22				
		65,600					-0,08			0,21				
		65,620					-0,08			0,32				
		65,640					-0,07			0,44				
		65,660					-0,06			0,32				
		65,680					-0,06			0,32				
		65,700					-0,05			0,43				
		65,720					-0,04			0,43				
		65,740					-0,03			0,43				
		65,760					-0,02			0,43				
		65,780					-0,01			0,43				
		65,800					0,00			0,43				
		65,820					0,00			0,43				
		65,840					0,01			0,42				
		65,860					0,02			0,54				
		65,880					0,03			0,55				
		65,900					0,04			0,32				
		65,920					0,05			0,42				
		65,940					0,06			0,66				
		65,960					0,07			0,44				
		65,980					0,08			0,31				
		66,000					0,09			0,54				
		66,020					0,10			0,55				
		66,040					0,11			0,32				
		66,060					0,11			0,31				
		66,080					0,12			0,54				
