Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit2 (s)	Winkel2 (rad)	Winkelgeschwindigkeit2 (rad/s)	Winkelbeschleunigung2 (rad/s²)	Position2 (m)	Geschwindigkeit2 (m/s)	Beschleunigung2 (m/s²)	Beleuchtungsstärke2 (lux)	Relative Intensität2	Zeit22 (s)	Winkel22 (rad)	Winkelgeschwindigkeit22 (rad/s)	Winkelbeschleunigung22 (rad/s²)	Position22 (m)	Geschwindigkeit22 (m/s)	Beschleunigung22 (m/s²)	Beleuchtungsstärke22 (lux)	Relative Intensität22	Zeit3 (s)	Winkel3 (rad)	Winkelgeschwindigkeit3 (rad/s)	Winkelbeschleunigung3 (rad/s²)	Position3 (m)	Geschwindigkeit3 (m/s)	Beschleunigung3 (m/s²)	Beleuchtungsstärke3 (lux)	Relative Intensität3	Zeit23 (s)	Winkel23 (rad)	Winkelgeschwindigkeit23 (rad/s)	Winkelbeschleunigung23 (rad/s²)	Position23 (m)	Geschwindigkeit23 (m/s)	Beschleunigung23 (m/s²)	Beleuchtungsstärke23 (lux)	Relative Intensität23	Zeit222 (s)	Winkel222 (rad)	Winkelgeschwindigkeit222 (rad/s)	Winkelbeschleunigung222 (rad/s²)	Position222 (m)	Geschwindigkeit222 (m/s)	Beschleunigung222 (m/s²)	Beleuchtungsstärke222 (lux)	Relative Intensität222	Zeit32 (s)	Winkel32 (rad)	Winkelgeschwindigkeit32 (rad/s)	Winkelbeschleunigung32 (rad/s²)	Position32 (m)	Geschwindigkeit32 (m/s)	Beschleunigung32 (m/s²)	Beleuchtungsstärke32 (lux)	Relative Intensität32	Zeit4 (s)	Winkel4 (rad)	Winkelgeschwindigkeit4 (rad/s)	Winkelbeschleunigung4 (rad/s²)	Position4 (m)	Geschwindigkeit4 (m/s)	Beschleunigung4 (m/s²)	Beleuchtungsstärke4 (lux)	Relative Intensität4	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Beleuchtungsstärke (lux)	Relative Intensität
70,950	-2,735	-0,016	-0,157	-0,0653	-3,750E-4	-0,004	4,8	0,05	70,950	-2,735	-0,016	-0,157	-0,0653	-3,750E-4	-0,004	4,8	0,05	70,950	-2,761	-0,016	0,157	-0,0659	-3,750E-4	0,004	1,2	0,01	70,950	-2,735	-0,016	-0,157	-0,0653	-3,750E-4	-0,004	4,8	0,05	70,950	-2,735	-0,016	-0,157	-0,0653	-3,750E-4	-0,004	4,8	0,05	70,950	-2,761	-0,016	0,157	-0,0659	-3,750E-4	0,004	1,2	0,01	70,950	2,576	0,000	-0,157	0,0615	0,000	-0,004	26,1	0,26	70,950	2,543	0,016	0,157	0,0607	3,750E-4	0,004	2,8	0,03
71,000	-2,736	-0,016	0,157	-0,0653	-3,750E-4	0,004	4,7	0,05	71,000	-2,736	-0,016	0,157	-0,0653	-3,750E-4	0,004	4,7	0,05	71,000	-2,761	0,000	0,000	-0,0659	0,000	0,000	1,2	0,01	71,000	-2,736	-0,016	0,157	-0,0653	-3,750E-4	0,004	4,7	0,05	71,000	-2,736	-0,016	0,157	-0,0653	-3,750E-4	0,004	4,7	0,05	71,000	-2,761	0,000	0,000	-0,0659	0,000	0,000	1,2	0,01	71,000	2,576	0,000	0,157	0,0615	0,000	0,004	25,8	0,26	71,000	2,545	0,016	-0,157	0,0608	3,750E-4	-0,004	3,0	0,03
71,050	-2,736	0,000	0,157	-0,0653	0,000	0,004	4,6	0,05	71,050	-2,736	0,000	0,157	-0,0653	0,000	0,004	4,6	0,05	71,050	-2,761	-0,016	-0,157	-0,0659	-3,750E-4	-0,004	1,2	0,01	71,050	-2,736	0,000	0,157	-0,0653	0,000	0,004	4,6	0,05	71,050	-2,736	0,000	0,157	-0,0653	0,000	0,004	4,6	0,05	71,050	-2,761	-0,016	-0,157	-0,0659	-3,750E-4	-0,004	1,2	0,01	71,050	2,576	0,016	0,157	0,0615	3,750E-4	0,004	25,7	0,26	71,050	2,545	0,000	-0,157	0,0608	0,000	-0,004	3,1	0,03
71,100	-2,736	0,000	0,000	-0,0653	0,000	0,000	4,7	0,05	71,100	-2,736	0,000	0,000	-0,0653	0,000	0,000	4,7	0,05	71,100	-2,763	-0,016	2,231E-14	-0,0660	-3,750E-4	5,329E-16	1,2	0,01	71,100	-2,736	0,000	0,000	-0,0653	0,000	0,000	4,7	0,05	71,100	-2,736	0,000	0,000	-0,0653	0,000	0,000	4,7	0,05	71,100	-2,763	-0,016	2,231E-14	-0,0660	-3,750E-4	5,329E-16	1,2	0,01	71,100	2,578	0,016	-0,157	0,0615	3,750E-4	-0,004	25,4	0,25	71,100	2,545	0,000	0,157	0,0608	0,000	0,004	3,3	0,03
71,150	-2,736	0,000	0,000	-0,0653	0,000	0,000	4,6	0,05	71,150	-2,736	0,000	0,000	-0,0653	0,000	0,000	4,6	0,05	71,150	-2,763	-0,016	-2,231E-14	-0,0660	-3,750E-4	-5,329E-16	1,3	0,01	71,150	-2,736	0,000	0,000	-0,0653	0,000	0,000	4,6	0,05	71,150	-2,736	0,000	0,000	-0,0653	0,000	0,000	4,6	0,05	71,150	-2,763	-0,016	-2,231E-14	-0,0660	-3,750E-4	-5,329E-16	1,3	0,01	71,150	2,578	0,000	-0,157	0,0615	0,000	-0,004	25,0	0,25	71,150	2,545	0,016	0,157	0,0608	3,750E-4	0,004	3,4	0,03
71,200	-2,736	0,000	0,000	-0,0653	0,000	0,000	4,6	0,05	71,200	-2,736	0,000	0,000	-0,0653	0,000	0,000	4,6	0,05	71,200	-2,765	-0,016	0,157	-0,0660	-3,750E-4	0,004	1,3	0,01	71,200	-2,736	0,000	0,000	-0,0653	0,000	0,000	4,6	0,05	71,200	-2,736	0,000	0,000	-0,0653	0,000	0,000	4,6	0,05	71,200	-2,765	-0,016	0,157	-0,0660	-3,750E-4	0,004	1,3	0,01	71,200	2,578	0,000	0,157	0,0615	0,000	0,004	24,7	0,25	71,200	2,546	0,016	-0,157	0,0608	3,750E-4	-0,004	3,4	0,03
71,250	-2,736	0,000	-0,157	-0,0653	0,000	-0,004	4,6	0,05	71,250	-2,736	0,000	-0,157	-0,0653	0,000	-0,004	4,6	0,05	71,250	-2,765	0,000	0,000	-0,0660	0,000	0,000	1,3	0,01	71,250	-2,736	0,000	-0,157	-0,0653	0,000	-0,004	4,6	0,05	71,250	-2,736	0,000	-0,157	-0,0653	0,000	-0,004	4,6	0,05	71,250	-2,765	0,000	0,000	-0,0660	0,000	0,000	1,3	0,01	71,250	2,578	0,016	0,157	0,0615	3,750E-4	0,004	24,6	0,25	71,250	2,546	0,000	-0,157	0,0608	0,000	-0,004	3,5	0,04
71,300	-2,736	-0,016	-0,157	-0,0653	-3,750E-4	-0,004	4,6	0,05	71,300	-2,736	-0,016	-0,157	-0,0653	-3,750E-4	-0,004	4,6	0,05	71,300	-2,765	-0,016	-0,157	-0,0660	-3,750E-4	-0,004	1,4	0,01	71,300	-2,736	-0,016	-0,157	-0,0653	-3,750E-4	-0,004	4,6	0,05	71,300	-2,736	-0,016	-0,157	-0,0653	-3,750E-4	-0,004	4,6	0,05	71,300	-2,765	-0,016	-0,157	-0,0660	-3,750E-4	-0,004	1,4	0,01	71,300	2,579	0,016	-0,157	0,0616	3,750E-4	-0,004	24,4	0,24	71,300	2,546	0,000	0,000	0,0608	0,000	0,000	3,5	0,04
71,350	-2,738	-0,016	0,157	-0,0654	-3,750E-4	0,004	4,5	0,04	71,350	-2,738	-0,016	0,157	-0,0654	-3,750E-4	0,004	4,5	0,04	71,350	-2,766	-0,016	2,231E-14	-0,0660	-3,750E-4	5,329E-16	1,4	0,01	71,350	-2,738	-0,016	0,157	-0,0654	-3,750E-4	0,004	4,5	0,04	71,350	-2,738	-0,016	0,157	-0,0654	-3,750E-4	0,004	4,5	0,04	71,350	-2,766	-0,016	2,231E-14	-0,0660	-3,750E-4	5,329E-16	1,4	0,01	71,350	2,579	0,000	2,231E-14	0,0616	0,000	5,329E-16	23,9	0,24	71,350	2,546	0,000	0,000	0,0608	0,000	0,000	3,6	0,04
71,400	-2,738	0,000	-2,231E-14	-0,0654	0,000	-5,329E-16	4,4	0,04	71,400	-2,738	0,000	-2,231E-14	-0,0654	0,000	-5,329E-16	4,4	0,04	71,400	-2,766	-0,016	-2,231E-14	-0,0660	-3,750E-4	-5,329E-16	1,5	0,01	71,400	-2,738	0,000	-2,231E-14	-0,0654	0,000	-5,329E-16	4,4	0,04	71,400	-2,738	0,000	-2,231E-14	-0,0654	0,000	-5,329E-16	4,4	0,04	71,400	-2,766	-0,016	-2,231E-14	-0,0660	-3,750E-4	-5,329E-16	1,5	0,01	71,400	2,579	0,016	0,157	0,0616	3,750E-4	0,004	23,6	0,24	71,400	2,546	0,000	0,157	0,0608	0,000	0,004	3,8	0,04
71,450	-2,738	-0,016	-0,157	-0,0654	-3,750E-4	-0,004	4,2	0,04	71,450	-2,738	-0,016	-0,157	-0,0654	-3,750E-4	-0,004	4,2	0,04	71,450	-2,768	-0,016	-2,231E-14	-0,0661	-3,750E-4	-5,329E-16	1,6	0,02	71,450	-2,738	-0,016	-0,157	-0,0654	-3,750E-4	-0,004	4,2	0,04	71,450	-2,738	-0,016	-0,157	-0,0654	-3,750E-4	-0,004	4,2	0,04	71,450	-2,768	-0,016	-2,231E-14	-0,0661	-3,750E-4	-5,329E-16	1,6	0,02	71,450	2,581	0,016	-0,157	0,0616	3,750E-4	-0,004	23,1	0,23	71,450	2,546	0,016	0,157	0,0608	3,750E-4	0,004	3,9	0,04
71,500	-2,739	-0,016	2,231E-14	-0,0654	-3,750E-4	5,329E-16	4,2	0,04	71,500	-2,739	-0,016	2,231E-14	-0,0654	-3,750E-4	5,329E-16	4,2	0,04	71,500	-2,768	-0,016	2,231E-14	-0,0661	-3,750E-4	5,329E-16	1,6	0,02	71,500	-2,739	-0,016	2,231E-14	-0,0654	-3,750E-4	5,329E-16	4,2	0,04	71,500	-2,739	-0,016	2,231E-14	-0,0654	-3,750E-4	5,329E-16	4,2	0,04	71,500	-2,768	-0,016	2,231E-14	-0,0661	-3,750E-4	5,329E-16	1,6	0,02	71,500	2,581	0,000	-0,157	0,0616	0,000	-0,004	22,9	0,23	71,500	2,548	0,016	-0,157	0,0608	3,750E-4	-0,004	3,9	0,04
71,550	-2,739	-0,016	2,231E-14	-0,0654	-3,750E-4	5,329E-16	4,0	0,04	71,550	-2,739	-0,016	2,231E-14	-0,0654	-3,750E-4	5,329E-16	4,0	0,04	71,550	-2,769	-0,016	2,231E-14	-0,0661	-3,750E-4	5,329E-16	1,6	0,02	71,550	-2,739	-0,016	2,231E-14	-0,0654	-3,750E-4	5,329E-16	4,0	0,04	71,550	-2,739	-0,016	2,231E-14	-0,0654	-3,750E-4	5,329E-16	4,0	0,04	71,550	-2,769	-0,016	2,231E-14	-0,0661	-3,750E-4	5,329E-16	1,6	0,02	71,550	2,581	0,000	0,157	0,0616	0,000	0,004	22,4	0,22	71,550	2,548	0,000	-0,157	0,0608	0,000	-0,004	4,0	0,04
71,600	-2,741	-0,016	-2,231E-14	-0,0654	-3,750E-4	-5,329E-16	3,9	0,04	71,600	-2,741	-0,016	-2,231E-14	-0,0654	-3,750E-4	-5,329E-16	3,9	0,04	71,600	-2,769	-0,016	-2,231E-14	-0,0661	-3,750E-4	-5,329E-16	1,8	0,02	71,600	-2,741	-0,016	-2,231E-14	-0,0654	-3,750E-4	-5,329E-16	3,9	0,04	71,600	-2,741	-0,016	-2,231E-14	-0,0654	-3,750E-4	-5,329E-16	3,9	0,04	71,600	-2,769	-0,016	-2,231E-14	-0,0661	-3,750E-4	-5,329E-16	1,8	0,02	71,600	2,581	0,016	0,157	0,0616	3,750E-4	0,004	22,1	0,22	71,600	2,548	0,000	0,157	0,0608	0,000	0,004	4,1	0,04
71,650	-2,741	-0,016	-2,231E-14	-0,0654	-3,750E-4	-5,329E-16	3,7	0,04	71,650	-2,741	-0,016	-2,231E-14	-0,0654	-3,750E-4	-5,329E-16	3,7	0,04	71,650	-2,771	-0,016	-2,231E-14	-0,0662	-3,750E-4	-5,329E-16	1,9	0,02	71,650	-2,741	-0,016	-2,231E-14	-0,0654	-3,750E-4	-5,329E-16	3,7	0,04	71,650	-2,741	-0,016	-2,231E-14	-0,0654	-3,750E-4	-5,329E-16	3,7	0,04	71,650	-2,771	-0,016	-2,231E-14	-0,0662	-3,750E-4	-5,329E-16	1,9	0,02	71,650	2,582	0,016	-0,157	0,0617	3,750E-4	-0,004	21,8	0,22	71,650	2,548	0,016	0,157	0,0608	3,750E-4	0,004	4,1	0,04
71,700	-2,743	-0,016	0,000	-0,0655	-3,750E-4	0,000	3,6	0,04	71,700	-2,743	-0,016	0,000	-0,0655	-3,750E-4	0,000	3,6	0,04	71,700	-2,771	-0,016	0,000	-0,0662	-3,750E-4	0,000	1,9	0,02	71,700	-2,743	-0,016	0,000	-0,0655	-3,750E-4	0,000	3,6	0,04	71,700	-2,743	-0,016	0,000	-0,0655	-3,750E-4	0,000	3,6	0,04	71,700	-2,771	-0,016	0,000	-0,0662	-3,750E-4	0,000	1,9	0,02	71,700	2,582	0,000	-0,157	0,0617	0,000	-0,004	21,3	0,21	71,700	2,549	0,016	-0,157	0,0609	3,750E-4	-0,004	4,3	0,04
71,750	-2,743	-0,016	2,231E-14	-0,0655	-3,750E-4	5,329E-16	3,4	0,03	71,750	-2,743	-0,016	2,231E-14	-0,0655	-3,750E-4	5,329E-16	3,4	0,03	71,750	-2,772	-0,016	0,157	-0,0662	-3,750E-4	0,004	2,0	0,02	71,750	-2,743	-0,016	2,231E-14	-0,0655	-3,750E-4	5,329E-16	3,4	0,03	71,750	-2,743	-0,016	2,231E-14	-0,0655	-3,750E-4	5,329E-16	3,4	0,03	71,750	-2,772	-0,016	0,157	-0,0662	-3,750E-4	0,004	2,0	0,02	71,750	2,582	0,000	0,157	0,0617	0,000	0,004	21,0	0,21	71,750	2,549	0,000	-0,157	0,0609	0,000	-0,004	4,3	0,04
71,800	-2,744	-0,016	2,231E-14	-0,0655	-3,750E-4	5,329E-16	3,3	0,03	71,800	-2,744	-0,016	2,231E-14	-0,0655	-3,750E-4	5,329E-16	3,3	0,03	71,800	-2,772	0,000	2,231E-14	-0,0662	0,000	5,329E-16	2,1	0,02	71,800	-2,744	-0,016	2,231E-14	-0,0655	-3,750E-4	5,329E-16	3,3	0,03	71,800	-2,744	-0,016	2,231E-14	-0,0655	-3,750E-4	5,329E-16	3,3	0,03	71,800	-2,772	0,000	2,231E-14	-0,0662	0,000	5,329E-16	2,1	0,02	71,800	2,582	0,016	0,157	0,0617	3,750E-4	0,004	20,4	0,20	71,800	2,549	0,000	0,000	0,0609	0,000	0,000	4,4	0,04
71,850	-2,744	-0,016	-2,231E-14	-0,0655	-3,750E-4	-5,329E-16	3,2	0,03	71,850	-2,744	-0,016	-2,231E-14	-0,0655	-3,750E-4	-5,329E-16	3,2	0,03	71,850	-2,772	-0,016	-0,157	-0,0662	-3,750E-4	-0,004	2,1	0,02	71,850	-2,744	-0,016	-2,231E-14	-0,0655	-3,750E-4	-5,329E-16	3,2	0,03	71,850	-2,744	-0,016	-2,231E-14	-0,0655	-3,750E-4	-5,329E-16	3,2	0,03	71,850	-2,772	-0,016	-0,157	-0,0662	-3,750E-4	-0,004	2,1	0,02	71,850	2,584	0,016	-0,157	0,0617	3,750E-4	-0,004	20,2	0,20	71,850	2,549	0,000	0,000	0,0609	0,000	0,000	4,5	0,04
71,900	-2,746	-0,016	-2,231E-14	-0,0656	-3,750E-4	-5,329E-16	3,0	0,03	71,900	-2,746	-0,016	-2,231E-14	-0,0656	-3,750E-4	-5,329E-16	3,0	0,03	71,900	-2,774	-0,016	-2,231E-14	-0,0662	-3,750E-4	-5,329E-16	2,3	0,02	71,900	-2,746	-0,016	-2,231E-14	-0,0656	-3,750E-4	-5,329E-16	3,0	0,03	71,900	-2,746	-0,016	-2,231E-14	-0,0656	-3,750E-4	-5,329E-16	3,0	0,03	71,900	-2,774	-0,016	-2,231E-14	-0,0662	-3,750E-4	-5,329E-16	2,3	0,02	71,900	2,584	0,000	-0,157	0,0617	0,000	-0,004	19,5	0,20	71,900	2,549	0,000	0,157	0,0609	0,000	0,004	4,6	0,05
71,950	-2,746	-0,016	0,000	-0,0656	-3,750E-4	0,000	2,9	0,03	71,950	-2,746	-0,016	0,000	-0,0656	-3,750E-4	0,000	2,9	0,03	71,950	-2,774	-0,016	0,000	-0,0662	-3,750E-4	0,000	2,4	0,02	71,950	-2,746	-0,016	0,000	-0,0656	-3,750E-4	0,000	2,9	0,03	71,950	-2,746	-0,016	0,000	-0,0656	-3,750E-4	0,000	2,9	0,03	71,950	-2,774	-0,016	0,000	-0,0662	-3,750E-4	0,000	2,4	0,02	71,950	2,584	0,000	0,157	0,0617	0,000	0,004	19,3	0,19	71,950	2,549	0,016	0,157	0,0609	3,750E-4	0,004	4,7	0,05
72,000	-2,747	-0,016	0,157	-0,0656	-3,750E-4	0,004	2,9	0,03	72,000	-2,747	-0,016	0,157	-0,0656	-3,750E-4	0,004	2,9	0,03	72,000	-2,776	-0,016	0,157	-0,0663	-3,750E-4	0,004	2,5	0,02	72,000	-2,747	-0,016	0,157	-0,0656	-3,750E-4	0,004	2,9	0,03	72,000	-2,747	-0,016	0,157	-0,0656	-3,750E-4	0,004	2,9	0,03	72,000	-2,776	-0,016	0,157	-0,0663	-3,750E-4	0,004	2,5	0,02	72,000	2,584	0,016	0,157	0,0617	3,750E-4	0,004	18,9	0,19	72,000	2,551	0,016	-0,157	0,0609	3,750E-4	-0,004	4,8	0,05
72,050	-2,747	0,000	0,157	-0,0656	0,000	0,004	2,8	0,03	72,050	-2,747	0,000	0,157	-0,0656	0,000	0,004	2,8	0,03	72,050	-2,776	0,000	2,231E-14	-0,0663	0,000	5,329E-16	2,5	0,02	72,050	-2,747	0,000	0,157	-0,0656	0,000	0,004	2,8	0,03	72,050	-2,747	0,000	0,157	-0,0656	0,000	0,004	2,8	0,03	72,050	-2,776	0,000	2,231E-14	-0,0663	0,000	5,329E-16	2,5	0,02	72,050	2,586	0,016	-2,231E-14	0,0617	3,750E-4	-5,329E-16	18,0	0,18	72,050	2,551	0,000	-0,157	0,0609	0,000	-0,004	4,8	0,05
72,100	-2,747	0,000	0,000	-0,0656	0,000	0,000	2,8	0,03	72,100	-2,747	0,000	0,000	-0,0656	0,000	0,000	2,8	0,03	72,100	-2,776	-0,016	-0,157	-0,0663	-3,750E-4	-0,004	2,5	0,03	72,100	-2,747	0,000	0,000	-0,0656	0,000	0,000	2,8	0,03	72,100	-2,747	0,000	0,000	-0,0656	0,000	0,000	2,8	0,03	72,100	-2,776	-0,016	-0,157	-0,0663	-3,750E-4	-0,004	2,5	0,03	72,100	2,586	0,016	2,231E-14	0,0617	3,750E-4	5,329E-16	17,6	0,18	72,100	2,551	0,000	0,000	0,0609	0,000	0,000	4,9	0,05
72,150	-2,747	0,000	-0,157	-0,0656	0,000	-0,004	2,7	0,03	72,150	-2,747	0,000	-0,157	-0,0656	0,000	-0,004	2,7	0,03	72,150	-2,777	-0,016	0,157	-0,0663	-3,750E-4	0,004	2,7	0,03	72,150	-2,747	0,000	-0,157	-0,0656	0,000	-0,004	2,7	0,03	72,150	-2,747	0,000	-0,157	-0,0656	0,000	-0,004	2,7	0,03	72,150	-2,777	-0,016	0,157	-0,0663	-3,750E-4	0,004	2,7	0,03	72,150	2,587	0,016	-0,157	0,0618	3,750E-4	-0,004	16,8	0,17	72,150	2,551	0,000	0,000	0,0609	0,000	0,000	5,0	0,05
72,200	-2,747	-0,016	-0,157	-0,0656	-3,750E-4	-0,004	2,7	0,03	72,200	-2,747	-0,016	-0,157	-0,0656	-3,750E-4	-0,004	2,7	0,03	72,200	-2,777	0,000	-2,231E-14	-0,0663	0,000	-5,329E-16	2,7	0,03	72,200	-2,747	-0,016	-0,157	-0,0656	-3,750E-4	-0,004	2,7	0,03	72,200	-2,747	-0,016	-0,157	-0,0656	-3,750E-4	-0,004	2,7	0,03	72,200	-2,777	0,000	-2,231E-14	-0,0663	0,000	-5,329E-16	2,7	0,03	72,200	2,587	0,000	0,000	0,0618	0,000	0,000	16,4	0,16	72,200	2,551	0,000	0,157	0,0609	0,000	0,004	5,1	0,05
72,250	-2,749	-0,016	0,157	-0,0656	-3,750E-4	0,004	2,6	0,03	72,250	-2,749	-0,016	0,157	-0,0656	-3,750E-4	0,004	2,6	0,03	72,250	-2,777	-0,016	-0,157	-0,0663	-3,750E-4	-0,004	2,8	0,03	72,250	-2,749	-0,016	0,157	-0,0656	-3,750E-4	0,004	2,6	0,03	72,250	-2,749	-0,016	0,157	-0,0656	-3,750E-4	0,004	2,6	0,03	72,250	-2,777	-0,016	-0,157	-0,0663	-3,750E-4	-0,004	2,8	0,03	72,250	2,587	0,016	0,157	0,0618	3,750E-4	0,004	16,1	0,16	72,250	2,551	0,016	0,157	0,0609	3,750E-4	0,004	5,1	0,05
72,300	-2,749	0,000	2,231E-14	-0,0656	0,000	5,329E-16	2,5	0,03	72,300	-2,749	0,000	2,231E-14	-0,0656	0,000	5,329E-16	2,5	0,03	72,300	-2,779	-0,016	2,231E-14	-0,0663	-3,750E-4	5,329E-16	2,9	0,03	72,300	-2,749	0,000	2,231E-14	-0,0656	0,000	5,329E-16	2,5	0,03	72,300	-2,749	0,000	2,231E-14	-0,0656	0,000	5,329E-16	2,5	0,03	72,300	-2,779	-0,016	2,231E-14	-0,0663	-3,750E-4	5,329E-16	2,9	0,03	72,300	2,589	0,016	-0,157	0,0618	3,750E-4	-0,004	15,7	0,16	72,300	2,553	0,016	-0,157	0,0609	3,750E-4	-0,004	5,2	0,05
72,350	-2,749	-0,016	-0,157	-0,0656	-3,750E-4	-0,004	2,5	0,02	72,350	-2,749	-0,016	-0,157	-0,0656	-3,750E-4	-0,004	2,5	0,02	72,350	-2,779	-0,016	-2,231E-14	-0,0663	-3,750E-4	-5,329E-16	3,0	0,03	72,350	-2,749	-0,016	-0,157	-0,0656	-3,750E-4	-0,004	2,5	0,02	72,350	-2,749	-0,016	-0,157	-0,0656	-3,750E-4	-0,004	2,5	0,02	72,350	-2,779	-0,016	-2,231E-14	-0,0663	-3,750E-4	-5,329E-16	3,0	0,03	72,350	2,589	0,000	-0,157	0,0618	0,000	-0,004	15,4	0,15	72,350	2,553	0,000	-0,157	0,0609	0,000	-0,004	5,3	0,05
72,400	-2,750	-0,016	0,157	-0,0657	-3,750E-4	0,004	2,5	0,02	72,400	-2,750	-0,016	0,157	-0,0657	-3,750E-4	0,004	2,5	0,02	72,400	-2,780	-0,016	0,157	-0,0664	-3,750E-4	0,004	3,0	0,03	72,400	-2,750	-0,016	0,157	-0,0657	-3,750E-4	0,004	2,5	0,02	72,400	-2,750	-0,016	0,157	-0,0657	-3,750E-4	0,004	2,5	0,02	72,400	-2,780	-0,016	0,157	-0,0664	-3,750E-4	0,004	3,0	0,03	72,400	2,589	0,000	0,000	0,0618	0,000	0,000	14,9	0,15	72,400	2,553	0,000	0,000	0,0609	0,000	0,000	5,4	0,05
72,450	-2,750	0,000	0,000	-0,0657	0,000	0,000	2,4	0,02	72,450	-2,750	0,000	0,000	-0,0657	0,000	0,000	2,4	0,02	72,450	-2,780	0,000	0,000	-0,0664	0,000	0,000	3,1	0,03	72,450	-2,750	0,000	0,000	-0,0657	0,000	0,000	2,4	0,02	72,450	-2,750	0,000	0,000	-0,0657	0,000	0,000	2,4	0,02	72,450	-2,780	0,000	0,000	-0,0664	0,000	0,000	3,1	0,03	72,450	2,589	0,000	0,157	0,0618	0,000	0,004	14,6	0,15	72,450	2,553	0,000	0,000	0,0609	0,000	0,000	5,5	0,05
72,500	-2,750	-0,016	-0,157	-0,0657	-3,750E-4	-0,004	2,4	0,02	72,500	-2,750	-0,016	-0,157	-0,0657	-3,750E-4	-0,004	2,4	0,02	72,500	-2,780	-0,016	-0,314	-0,0664	-3,750E-4	-0,007	3,1	0,03	72,500	-2,750	-0,016	-0,157	-0,0657	-3,750E-4	-0,004	2,4	0,02	72,500	-2,750	-0,016	-0,157	-0,0657	-3,750E-4	-0,004	2,4	0,02	72,500	-2,780	-0,016	-0,314	-0,0664	-3,750E-4	-0,007	3,1	0,03	72,500	2,589	0,016	0,157	0,0618	3,750E-4	0,004	14,1	0,14	72,500	2,553	0,000	0,000	0,0609	0,000	0,000	5,5	0,06
72,550	-2,752	-0,016	0,157	-0,0657	-3,750E-4	0,004	2,4	0,02	72,550	-2,752	-0,016	0,157	-0,0657	-3,750E-4	0,004	2,4	0,02	72,550	-2,782	-0,031	2,231E-14	-0,0664	-7,500E-4	5,329E-16	3,2	0,03	72,550	-2,752	-0,016	0,157	-0,0657	-3,750E-4	0,004	2,4	0,02	72,550	-2,752	-0,016	0,157	-0,0657	-3,750E-4	0,004	2,4	0,02	72,550	-2,782	-0,031	2,231E-14	-0,0664	-7,500E-4	5,329E-16	3,2	0,03	72,550	2,590	0,016	-2,231E-14	0,0618	3,750E-4	-5,329E-16	13,2	0,13	72,550	2,553	0,000	0,000	0,0609	0,000	0,000	5,6	0,06
72,600	-2,752	0,000	0,157	-0,0657	0,000	0,004	2,3	0,02	72,600	-2,752	0,000	0,157	-0,0657	0,000	0,004	2,3	0,02	72,600	-2,783	-0,016	0,157	-0,0665	-3,750E-4	0,004	3,3	0,03	72,600	-2,752	0,000	0,157	-0,0657	0,000	0,004	2,3	0,02	72,600	-2,752	0,000	0,157	-0,0657	0,000	0,004	2,3	0,02	72,600	-2,783	-0,016	0,157	-0,0665	-3,750E-4	0,004	3,3	0,03	72,600	2,590	0,016	2,231E-14	0,0618	3,750E-4	5,329E-16	13,0	0,13	72,600	2,553	0,000	0,157	0,0609	0,000	0,004	5,7	0,06
72,650	-2,752	0,000	-0,157	-0,0657	0,000	-0,004	2,3	0,02	72,650	-2,752	0,000	-0,157	-0,0657	0,000	-0,004	2,3	0,02	72,650	-2,783	-0,016	-2,231E-14	-0,0665	-3,750E-4	-5,329E-16	3,3	0,03	72,650	-2,752	0,000	-0,157	-0,0657	0,000	-0,004	2,3	0,02	72,650	-2,752	0,000	-0,157	-0,0657	0,000	-0,004	2,3	0,02	72,650	-2,783	-0,016	-2,231E-14	-0,0665	-3,750E-4	-5,329E-16	3,3	0,03	72,650	2,592	0,016	-0,157	0,0619	3,750E-4	-0,004	12,5	0,12	72,650	2,553	0,016	0,157	0,0609	3,750E-4	0,004	5,7	0,06
