Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit2 (s)	Winkel2 (rad)	Winkelgeschwindigkeit2 (rad/s)	Winkelbeschleunigung2 (rad/s²)	Position2 (m)	Geschwindigkeit2 (m/s)	Beschleunigung2 (m/s²)	Beleuchtungsstärke2 (lux)	Relative Intensität2	Zeit22 (s)	Winkel22 (rad)	Winkelgeschwindigkeit22 (rad/s)	Winkelbeschleunigung22 (rad/s²)	Position22 (m)	Geschwindigkeit22 (m/s)	Beschleunigung22 (m/s²)	Beleuchtungsstärke22 (lux)	Relative Intensität22	Zeit3 (s)	Winkel3 (rad)	Winkelgeschwindigkeit3 (rad/s)	Winkelbeschleunigung3 (rad/s²)	Position3 (m)	Geschwindigkeit3 (m/s)	Beschleunigung3 (m/s²)	Beleuchtungsstärke3 (lux)	Relative Intensität3	Zeit23 (s)	Winkel23 (rad)	Winkelgeschwindigkeit23 (rad/s)	Winkelbeschleunigung23 (rad/s²)	Position23 (m)	Geschwindigkeit23 (m/s)	Beschleunigung23 (m/s²)	Beleuchtungsstärke23 (lux)	Relative Intensität23	Zeit222 (s)	Winkel222 (rad)	Winkelgeschwindigkeit222 (rad/s)	Winkelbeschleunigung222 (rad/s²)	Position222 (m)	Geschwindigkeit222 (m/s)	Beschleunigung222 (m/s²)	Beleuchtungsstärke222 (lux)	Relative Intensität222	Zeit32 (s)	Winkel32 (rad)	Winkelgeschwindigkeit32 (rad/s)	Winkelbeschleunigung32 (rad/s²)	Position32 (m)	Geschwindigkeit32 (m/s)	Beschleunigung32 (m/s²)	Beleuchtungsstärke32 (lux)	Relative Intensität32	Zeit4 (s)	Winkel4 (rad)	Winkelgeschwindigkeit4 (rad/s)	Winkelbeschleunigung4 (rad/s²)	Position4 (m)	Geschwindigkeit4 (m/s)	Beschleunigung4 (m/s²)	Beleuchtungsstärke4 (lux)	Relative Intensität4	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Beleuchtungsstärke (lux)	Relative Intensität
35,000	-2,406	0,000	0,000	-0,0575	0,000	0,000	1,2	0,01	35,000	-2,406	0,000	0,000	-0,0575	0,000	0,000	1,2	0,01	35,000	-2,333	-0,016	-0,157	-0,0557	-3,750E-4	-0,004	0,5	0,01	35,000	-2,406	0,000	0,000	-0,0575	0,000	0,000	1,2	0,01	35,000	-2,406	0,000	0,000	-0,0575	0,000	0,000	1,2	0,01	35,000	-2,333	-0,016	-0,157	-0,0557	-3,750E-4	-0,004	0,5	0,01	35,000	2,012	0,031	0,314	0,0480	7,500E-4	0,008	0,3	0,00	35,000	2,326	0,000	0,157	0,0555	0,000	0,004	0,2	0,00
35,050	-2,406	-0,016	-0,157	-0,0575	-3,750E-4	-0,004	1,2	0,01	35,050	-2,406	-0,016	-0,157	-0,0575	-3,750E-4	-0,004	1,2	0,01	35,050	-2,334	-0,031	-0,157	-0,0557	-7,500E-4	-0,004	0,5	0,01	35,050	-2,406	-0,016	-0,157	-0,0575	-3,750E-4	-0,004	1,2	0,01	35,050	-2,406	-0,016	-0,157	-0,0575	-3,750E-4	-0,004	1,2	0,01	35,050	-2,334	-0,031	-0,157	-0,0557	-7,500E-4	-0,004	0,5	0,01	35,050	2,014	0,047	0,157	0,0481	0,001	0,004	0,3	0,00	35,050	2,326	0,016	0,157	0,0555	3,750E-4	0,004	0,2	0,00
35,100	-2,408	-0,016	0,000	-0,0575	-3,750E-4	0,000	1,2	0,01	35,100	-2,408	-0,016	0,000	-0,0575	-3,750E-4	0,000	1,2	0,01	35,100	-2,336	-0,031	0,000	-0,0558	-7,500E-4	0,000	0,5	0,00	35,100	-2,408	-0,016	0,000	-0,0575	-3,750E-4	0,000	1,2	0,01	35,100	-2,408	-0,016	0,000	-0,0575	-3,750E-4	0,000	1,2	0,01	35,100	-2,336	-0,031	0,000	-0,0558	-7,500E-4	0,000	0,5	0,00	35,100	2,017	0,047	-0,314	0,0482	0,001	-0,007	0,3	0,00	35,100	2,328	0,016	-0,157	0,0556	3,750E-4	-0,004	0,2	0,00
35,150	-2,408	-0,016	1,114E-14	-0,0575	-3,750E-4	2,662E-16	1,2	0,01	35,150	-2,408	-0,016	1,114E-14	-0,0575	-3,750E-4	2,662E-16	1,2	0,01	35,150	-2,337	-0,031	0,157	-0,0558	-7,500E-4	0,004	0,5	0,00	35,150	-2,408	-0,016	1,114E-14	-0,0575	-3,750E-4	2,662E-16	1,2	0,01	35,150	-2,408	-0,016	1,114E-14	-0,0575	-3,750E-4	2,662E-16	1,2	0,01	35,150	-2,337	-0,031	0,157	-0,0558	-7,500E-4	0,004	0,5	0,00	35,150	2,018	0,016	-0,314	0,0482	3,750E-4	-0,007	0,3	0,00	35,150	2,328	0,000	-0,157	0,0556	0,000	-0,004	0,2	0,00
35,200	-2,410	-0,016	0,000	-0,0575	-3,750E-4	0,000	1,2	0,01	35,200	-2,410	-0,016	0,000	-0,0575	-3,750E-4	0,000	1,2	0,01	35,200	-2,339	-0,016	0,157	-0,0558	-3,750E-4	0,004	0,5	0,00	35,200	-2,410	-0,016	0,000	-0,0575	-3,750E-4	0,000	1,2	0,01	35,200	-2,410	-0,016	0,000	-0,0575	-3,750E-4	0,000	1,2	0,01	35,200	-2,339	-0,016	0,157	-0,0558	-3,750E-4	0,004	0,5	0,00	35,200	2,018	0,016	0,157	0,0482	3,750E-4	0,004	0,3	0,00	35,200	2,328	0,000	0,157	0,0556	0,000	0,004	0,2	0,00
35,250	-2,410	-0,016	0,000	-0,0575	-3,750E-4	0,000	1,3	0,01	35,250	-2,410	-0,016	0,000	-0,0575	-3,750E-4	0,000	1,3	0,01	35,250	-2,339	-0,016	-0,157	-0,0558	-3,750E-4	-0,004	0,5	0,00	35,250	-2,410	-0,016	0,000	-0,0575	-3,750E-4	0,000	1,3	0,01	35,250	-2,410	-0,016	0,000	-0,0575	-3,750E-4	0,000	1,3	0,01	35,250	-2,339	-0,016	-0,157	-0,0558	-3,750E-4	-0,004	0,5	0,00	35,250	2,020	0,031	0,157	0,0482	7,500E-4	0,004	0,3	0,00	35,250	2,328	0,016	0,157	0,0556	3,750E-4	0,004	0,2	0,00
35,300	-2,411	-0,016	-1,114E-14	-0,0576	-3,750E-4	-2,662E-16	1,3	0,01	35,300	-2,411	-0,016	-1,114E-14	-0,0576	-3,750E-4	-2,662E-16	1,3	0,01	35,300	-2,340	-0,031	-0,157	-0,0559	-7,500E-4	-0,004	0,5	0,00	35,300	-2,411	-0,016	-1,114E-14	-0,0576	-3,750E-4	-2,662E-16	1,3	0,01	35,300	-2,411	-0,016	-1,114E-14	-0,0576	-3,750E-4	-2,662E-16	1,3	0,01	35,300	-2,340	-0,031	-0,157	-0,0559	-7,500E-4	-0,004	0,5	0,00	35,300	2,022	0,031	2,227E-14	0,0483	7,500E-4	5,323E-16	0,3	0,00	35,300	2,329	0,016	-0,157	0,0556	3,750E-4	-0,004	0,2	0,00
35,350	-2,411	-0,016	-0,157	-0,0576	-3,750E-4	-0,004	1,3	0,01	35,350	-2,411	-0,016	-0,157	-0,0576	-3,750E-4	-0,004	1,3	0,01	35,350	-2,342	-0,031	0,000	-0,0559	-7,500E-4	0,000	0,5	0,00	35,350	-2,411	-0,016	-0,157	-0,0576	-3,750E-4	-0,004	1,3	0,01	35,350	-2,411	-0,016	-0,157	-0,0576	-3,750E-4	-0,004	1,3	0,01	35,350	-2,342	-0,031	0,000	-0,0559	-7,500E-4	0,000	0,5	0,00	35,350	2,023	0,031	0,000	0,0483	7,500E-4	0,000	0,3	0,00	35,350	2,329	0,000	-0,157	0,0556	0,000	-0,004	0,2	0,00
35,400	-2,413	-0,031	-0,157	-0,0576	-7,500E-4	-0,004	1,3	0,01	35,400	-2,413	-0,031	-0,157	-0,0576	-7,500E-4	-0,004	1,3	0,01	35,400	-2,344	-0,031	2,227E-14	-0,0560	-7,500E-4	5,323E-16	0,5	0,00	35,400	-2,413	-0,031	-0,157	-0,0576	-7,500E-4	-0,004	1,3	0,01	35,400	-2,413	-0,031	-0,157	-0,0576	-7,500E-4	-0,004	1,3	0,01	35,400	-2,344	-0,031	2,227E-14	-0,0560	-7,500E-4	5,323E-16	0,5	0,00	35,400	2,025	0,031	-0,157	0,0483	7,500E-4	-0,004	0,3	0,00	35,400	2,329	0,000	0,000	0,0556	0,000	0,000	0,2	0,00
35,450	-2,414	-0,031	0,000	-0,0576	-7,500E-4	0,000	1,3	0,01	35,450	-2,414	-0,031	0,000	-0,0576	-7,500E-4	0,000	1,3	0,01	35,450	-2,345	-0,031	0,157	-0,0560	-7,500E-4	0,004	0,5	0,01	35,450	-2,414	-0,031	0,000	-0,0576	-7,500E-4	0,000	1,3	0,01	35,450	-2,414	-0,031	0,000	-0,0576	-7,500E-4	0,000	1,3	0,01	35,450	-2,345	-0,031	0,157	-0,0560	-7,500E-4	0,004	0,5	0,01	35,450	2,026	0,016	-0,157	0,0484	3,750E-4	-0,004	0,3	0,00	35,450	2,329	0,000	0,157	0,0556	0,000	0,004	0,2	0,00
35,500	-2,416	-0,031	0,000	-0,0577	-7,500E-4	0,000	1,3	0,01	35,500	-2,416	-0,031	0,000	-0,0577	-7,500E-4	0,000	1,3	0,01	35,500	-2,347	-0,016	0,157	-0,0560	-3,750E-4	0,004	0,5	0,01	35,500	-2,416	-0,031	0,000	-0,0577	-7,500E-4	0,000	1,3	0,01	35,500	-2,416	-0,031	0,000	-0,0577	-7,500E-4	0,000	1,3	0,01	35,500	-2,347	-0,016	0,157	-0,0560	-3,750E-4	0,004	0,5	0,01	35,500	2,026	0,016	0,157	0,0484	3,750E-4	0,004	0,3	0,00	35,500	2,329	0,016	0,157	0,0556	3,750E-4	0,004	0,2	0,00
35,550	-2,417	-0,031	0,157	-0,0577	-7,500E-4	0,004	1,2	0,01	35,550	-2,417	-0,031	0,157	-0,0577	-7,500E-4	0,004	1,2	0,01	35,550	-2,347	-0,016	-0,157	-0,0560	-3,750E-4	-0,004	0,5	0,01	35,550	-2,417	-0,031	0,157	-0,0577	-7,500E-4	0,004	1,2	0,01	35,550	-2,417	-0,031	0,157	-0,0577	-7,500E-4	0,004	1,2	0,01	35,550	-2,347	-0,016	-0,157	-0,0560	-3,750E-4	-0,004	0,5	0,01	35,550	2,028	0,031	0,157	0,0484	7,500E-4	0,004	0,3	0,00	35,550	2,331	0,016	-0,157	0,0557	3,750E-4	-0,004	0,2	0,00
35,600	-2,419	-0,016	0,157	-0,0578	-3,750E-4	0,004	1,2	0,01	35,600	-2,419	-0,016	0,157	-0,0578	-3,750E-4	0,004	1,2	0,01	35,600	-2,348	-0,031	0,000	-0,0561	-7,500E-4	0,000	0,5	0,01	35,600	-2,419	-0,016	0,157	-0,0578	-3,750E-4	0,004	1,2	0,01	35,600	-2,419	-0,016	0,157	-0,0578	-3,750E-4	0,004	1,2	0,01	35,600	-2,348	-0,031	0,000	-0,0561	-7,500E-4	0,000	0,5	0,01	35,600	2,029	0,031	0,000	0,0485	7,500E-4	0,000	0,3	0,00	35,600	2,331	0,000	-0,157	0,0557	0,000	-0,004	0,2	0,00
35,650	-2,419	-0,016	-0,157	-0,0578	-3,750E-4	-0,004	1,2	0,01	35,650	-2,419	-0,016	-0,157	-0,0578	-3,750E-4	-0,004	1,2	0,01	35,650	-2,350	-0,016	0,314	-0,0561	-3,750E-4	0,007	0,6	0,01	35,650	-2,419	-0,016	-0,157	-0,0578	-3,750E-4	-0,004	1,2	0,01	35,650	-2,419	-0,016	-0,157	-0,0578	-3,750E-4	-0,004	1,2	0,01	35,650	-2,350	-0,016	0,314	-0,0561	-3,750E-4	0,007	0,6	0,01	35,650	2,031	0,031	-2,227E-14	0,0485	7,500E-4	-5,323E-16	0,3	0,00	35,650	2,331	0,000	0,000	0,0557	0,000	0,000	0,2	0,00
35,700	-2,421	-0,031	2,231E-14	-0,0578	-7,500E-4	5,329E-16	1,2	0,01	35,700	-2,421	-0,031	2,231E-14	-0,0578	-7,500E-4	5,329E-16	1,2	0,01	35,700	-2,350	0,000	-1,114E-14	-0,0561	0,000	-2,662E-16	0,6	0,01	35,700	-2,421	-0,031	2,231E-14	-0,0578	-7,500E-4	5,329E-16	1,2	0,01	35,700	-2,421	-0,031	2,231E-14	-0,0578	-7,500E-4	5,329E-16	1,2	0,01	35,700	-2,350	0,000	-1,114E-14	-0,0561	0,000	-2,662E-16	0,6	0,01	35,700	2,033	0,031	0,000	0,0485	7,500E-4	0,000	0,3	0,00	35,700	2,331	0,000	0,157	0,0557	0,000	0,004	0,2	0,00
35,750	-2,422	-0,016	0,157	-0,0578	-3,750E-4	0,004	1,2	0,01	35,750	-2,422	-0,016	0,157	-0,0578	-3,750E-4	0,004	1,2	0,01	35,750	-2,350	-0,016	-0,314	-0,0561	-3,750E-4	-0,008	0,6	0,01	35,750	-2,422	-0,016	0,157	-0,0578	-3,750E-4	0,004	1,2	0,01	35,750	-2,422	-0,016	0,157	-0,0578	-3,750E-4	0,004	1,2	0,01	35,750	-2,350	-0,016	-0,314	-0,0561	-3,750E-4	-0,008	0,6	0,01	35,750	2,034	0,031	-0,157	0,0486	7,500E-4	-0,004	0,3	0,00	35,750	2,331	0,016	0,157	0,0557	3,750E-4	0,004	0,2	0,00
35,800	-2,422	-0,016	-0,157	-0,0578	-3,750E-4	-0,004	1,2	0,01	35,800	-2,422	-0,016	-0,157	-0,0578	-3,750E-4	-0,004	1,2	0,01	35,800	-2,351	-0,031	-0,157	-0,0561	-7,500E-4	-0,004	0,6	0,01	35,800	-2,422	-0,016	-0,157	-0,0578	-3,750E-4	-0,004	1,2	0,01	35,800	-2,422	-0,016	-0,157	-0,0578	-3,750E-4	-0,004	1,2	0,01	35,800	-2,351	-0,031	-0,157	-0,0561	-7,500E-4	-0,004	0,6	0,01	35,800	2,036	0,016	-0,157	0,0486	3,750E-4	-0,004	0,3	0,00	35,800	2,333	0,016	-0,157	0,0557	3,750E-4	-0,004	0,2	0,00
35,850	-2,424	-0,031	0,000	-0,0579	-7,500E-4	0,000	1,2	0,01	35,850	-2,424	-0,031	0,000	-0,0579	-7,500E-4	0,000	1,2	0,01	35,850	-2,353	-0,031	0,157	-0,0562	-7,500E-4	0,004	0,7	0,01	35,850	-2,424	-0,031	0,000	-0,0579	-7,500E-4	0,000	1,2	0,01	35,850	-2,424	-0,031	0,000	-0,0579	-7,500E-4	0,000	1,2	0,01	35,850	-2,353	-0,031	0,157	-0,0562	-7,500E-4	0,004	0,7	0,01	35,850	2,036	0,016	0,000	0,0486	3,750E-4	0,000	0,3	0,00	35,850	2,333	0,000	-0,157	0,0557	0,000	-0,004	0,2	0,00
35,900	-2,425	-0,016	0,157	-0,0579	-3,750E-4	0,004	1,2	0,01	35,900	-2,425	-0,016	0,157	-0,0579	-3,750E-4	0,004	1,2	0,01	35,900	-2,355	-0,016	0,157	-0,0562	-3,750E-4	0,004	0,7	0,01	35,900	-2,425	-0,016	0,157	-0,0579	-3,750E-4	0,004	1,2	0,01	35,900	-2,425	-0,016	0,157	-0,0579	-3,750E-4	0,004	1,2	0,01	35,900	-2,355	-0,016	0,157	-0,0562	-3,750E-4	0,004	0,7	0,01	35,900	2,037	0,016	-1,114E-14	0,0486	3,750E-4	-2,662E-16	0,3	0,00	35,900	2,333	0,000	0,000	0,0557	0,000	0,000	0,2	0,00
35,950	-2,425	-0,016	-1,114E-14	-0,0579	-3,750E-4	-2,662E-16	1,2	0,01	35,950	-2,425	-0,016	-1,114E-14	-0,0579	-3,750E-4	-2,662E-16	1,2	0,01	35,950	-2,355	-0,016	-0,157	-0,0562	-3,750E-4	-0,004	0,7	0,01	35,950	-2,425	-0,016	-1,114E-14	-0,0579	-3,750E-4	-2,662E-16	1,2	0,01	35,950	-2,425	-0,016	-1,114E-14	-0,0579	-3,750E-4	-2,662E-16	1,2	0,01	35,950	-2,355	-0,016	-0,157	-0,0562	-3,750E-4	-0,004	0,7	0,01	35,950	2,037	0,016	0,157	0,0486	3,750E-4	0,004	0,3	0,00	35,950	2,333	0,000	0,000	0,0557	0,000	0,000	0,2	0,00
36,000	-2,427	-0,016	0,000	-0,0579	-3,750E-4	0,000	1,2	0,01	36,000	-2,427	-0,016	0,000	-0,0579	-3,750E-4	0,000	1,2	0,01	36,000	-2,356	-0,031	0,000	-0,0563	-7,500E-4	0,000	0,8	0,01	36,000	-2,427	-0,016	0,000	-0,0579	-3,750E-4	0,000	1,2	0,01	36,000	-2,427	-0,016	0,000	-0,0579	-3,750E-4	0,000	1,2	0,01	36,000	-2,356	-0,031	0,000	-0,0563	-7,500E-4	0,000	0,8	0,01	36,000	2,039	0,031	0,157	0,0487	7,500E-4	0,004	0,3	0,00	36,000	2,333	0,000	0,157	0,0557	0,000	0,004	0,2	0,00
36,050	-2,427	-0,016	1,114E-14	-0,0579	-3,750E-4	2,662E-16	1,3	0,01	36,050	-2,427	-0,016	1,114E-14	-0,0579	-3,750E-4	2,662E-16	1,3	0,01	36,050	-2,358	-0,016	0,157	-0,0563	-3,750E-4	0,004	0,8	0,01	36,050	-2,427	-0,016	1,114E-14	-0,0579	-3,750E-4	2,662E-16	1,3	0,01	36,050	-2,427	-0,016	1,114E-14	-0,0579	-3,750E-4	2,662E-16	1,3	0,01	36,050	-2,358	-0,016	0,157	-0,0563	-3,750E-4	0,004	0,8	0,01	36,050	2,040	0,031	2,227E-14	0,0487	7,500E-4	5,323E-16	0,3	0,00	36,050	2,333	0,016	0,157	0,0557	3,750E-4	0,004	0,3	0,00
36,100	-2,428	-0,016	0,000	-0,0580	-3,750E-4	0,000	1,3	0,01	36,100	-2,428	-0,016	0,000	-0,0580	-3,750E-4	0,000	1,3	0,01	36,100	-2,358	-0,016	-0,157	-0,0563	-3,750E-4	-0,004	0,8	0,01	36,100	-2,428	-0,016	0,000	-0,0580	-3,750E-4	0,000	1,3	0,01	36,100	-2,428	-0,016	0,000	-0,0580	-3,750E-4	0,000	1,3	0,01	36,100	-2,358	-0,016	-0,157	-0,0563	-3,750E-4	-0,004	0,8	0,01	36,100	2,042	0,031	2,227E-14	0,0488	7,500E-4	5,323E-16	0,3	0,00	36,100	2,334	0,016	-0,157	0,0557	3,750E-4	-0,004	0,3	0,00
36,150	-2,428	-0,016	0,000	-0,0580	-3,750E-4	0,000	1,4	0,01	36,150	-2,428	-0,016	0,000	-0,0580	-3,750E-4	0,000	1,4	0,01	36,150	-2,359	-0,031	-0,157	-0,0563	-7,500E-4	-0,004	0,9	0,01	36,150	-2,428	-0,016	0,000	-0,0580	-3,750E-4	0,000	1,4	0,01	36,150	-2,428	-0,016	0,000	-0,0580	-3,750E-4	0,000	1,4	0,01	36,150	-2,359	-0,031	-0,157	-0,0563	-7,500E-4	-0,004	0,9	0,01	36,150	2,044	0,031	-2,227E-14	0,0488	7,500E-4	-5,323E-16	0,3	0,00	36,150	2,334	0,000	-1,114E-14	0,0557	0,000	-2,662E-16	0,3	0,00
36,200	-2,430	-0,016	0,000	-0,0580	-3,750E-4	0,000	1,4	0,01	36,200	-2,430	-0,016	0,000	-0,0580	-3,750E-4	0,000	1,4	0,01	36,200	-2,361	-0,031	0,157	-0,0564	-7,500E-4	0,004	0,9	0,01	36,200	-2,430	-0,016	0,000	-0,0580	-3,750E-4	0,000	1,4	0,01	36,200	-2,430	-0,016	0,000	-0,0580	-3,750E-4	0,000	1,4	0,01	36,200	-2,361	-0,031	0,157	-0,0564	-7,500E-4	0,004	0,9	0,01	36,200	2,045	0,031	-4,462E-14	0,0488	7,500E-4	-1,066E-15	0,3	0,00	36,200	2,334	0,016	0,157	0,0557	3,750E-4	0,004	0,3	0,00
36,250	-2,430	-0,016	0,000	-0,0580	-3,750E-4	0,000	1,4	0,01	36,250	-2,430	-0,016	0,000	-0,0580	-3,750E-4	0,000	1,4	0,01	36,250	-2,362	-0,016	0,157	-0,0564	-3,750E-4	0,004	1,0	0,01	36,250	-2,430	-0,016	0,000	-0,0580	-3,750E-4	0,000	1,4	0,01	36,250	-2,430	-0,016	0,000	-0,0580	-3,750E-4	0,000	1,4	0,01	36,250	-2,362	-0,016	0,157	-0,0564	-3,750E-4	0,004	1,0	0,01	36,250	2,047	0,031	0,000	0,0489	7,500E-4	0,000	0,3	0,00	36,250	2,336	0,016	-0,157	0,0558	3,750E-4	-0,004	0,3	0,00
36,300	-2,432	-0,016	-1,114E-14	-0,0581	-3,750E-4	-2,662E-16	1,5	0,01	36,300	-2,432	-0,016	-1,114E-14	-0,0581	-3,750E-4	-2,662E-16	1,5	0,01	36,300	-2,362	-0,016	-1,114E-14	-0,0564	-3,750E-4	-2,662E-16	1,1	0,01	36,300	-2,432	-0,016	-1,114E-14	-0,0581	-3,750E-4	-2,662E-16	1,5	0,01	36,300	-2,432	-0,016	-1,114E-14	-0,0581	-3,750E-4	-2,662E-16	1,5	0,01	36,300	-2,362	-0,016	-1,114E-14	-0,0564	-3,750E-4	-2,662E-16	1,1	0,01	36,300	2,048	0,031	-0,157	0,0489	7,500E-4	-0,004	0,3	0,00	36,300	2,336	0,000	-0,157	0,0558	0,000	-0,004	0,3	0,00
36,350	-2,432	-0,016	-1,114E-14	-0,0581	-3,750E-4	-2,662E-16	1,5	0,01	36,350	-2,432	-0,016	-1,114E-14	-0,0581	-3,750E-4	-2,662E-16	1,5	0,01	36,350	-2,364	-0,016	-1,114E-14	-0,0564	-3,750E-4	-2,662E-16	1,1	0,01	36,350	-2,432	-0,016	-1,114E-14	-0,0581	-3,750E-4	-2,662E-16	1,5	0,01	36,350	-2,432	-0,016	-1,114E-14	-0,0581	-3,750E-4	-2,662E-16	1,5	0,01	36,350	-2,364	-0,016	-1,114E-14	-0,0564	-3,750E-4	-2,662E-16	1,1	0,01	36,350	2,050	0,016	-0,157	0,0489	3,750E-4	-0,004	0,3	0,00	36,350	2,336	0,000	0,157	0,0558	0,000	0,004	0,3	0,00
36,400	-2,433	-0,016	0,157	-0,0581	-3,750E-4	0,004	1,5	0,02	36,400	-2,433	-0,016	0,157	-0,0581	-3,750E-4	0,004	1,5	0,02	36,400	-2,364	-0,016	-0,157	-0,0564	-3,750E-4	-0,004	1,2	0,01	36,400	-2,433	-0,016	0,157	-0,0581	-3,750E-4	0,004	1,5	0,02	36,400	-2,433	-0,016	0,157	-0,0581	-3,750E-4	0,004	1,5	0,02	36,400	-2,364	-0,016	-0,157	-0,0564	-3,750E-4	-0,004	1,2	0,01	36,400	2,050	0,016	0,157	0,0489	3,750E-4	0,004	0,3	0,00	36,400	2,336	0,016	0,157	0,0558	3,750E-4	0,004	0,3	0,00
36,450	-2,433	0,000	0,157	-0,0581	0,000	0,004	1,6	0,02	36,450	-2,433	0,000	0,157	-0,0581	0,000	0,004	1,6	0,02	36,450	-2,366	-0,031	2,231E-14	-0,0565	-7,500E-4	5,329E-16	1,3	0,01	36,450	-2,433	0,000	0,157	-0,0581	0,000	0,004	1,6	0,02	36,450	-2,433	0,000	0,157	-0,0581	0,000	0,004	1,6	0,02	36,450	-2,366	-0,031	2,231E-14	-0,0565	-7,500E-4	5,329E-16	1,3	0,01	36,450	2,051	0,031	-2,231E-14	0,0490	7,500E-4	-5,329E-16	0,3	0,00	36,450	2,337	0,016	-0,157	0,0558	3,750E-4	-0,004	0,3	0,00
36,500	-2,433	0,000	-0,157	-0,0581	0,000	-0,004	1,6	0,02	36,500	-2,433	0,000	-0,157	-0,0581	0,000	-0,004	1,6	0,02	36,500	-2,367	-0,016	0,157	-0,0565	-3,750E-4	0,004	1,3	0,01	36,500	-2,433	0,000	-0,157	-0,0581	0,000	-0,004	1,6	0,02	36,500	-2,433	0,000	-0,157	-0,0581	0,000	-0,004	1,6	0,02	36,500	-2,367	-0,016	0,157	-0,0565	-3,750E-4	0,004	1,3	0,01	36,500	2,053	0,016	-0,314	0,0490	3,750E-4	-0,008	0,3	0,00	36,500	2,337	0,000	0,000	0,0558	0,000	0,000	0,3	0,00
36,550	-2,433	-0,016	-0,157	-0,0581	-3,750E-4	-0,004	1,6	0,02	36,550	-2,433	-0,016	-0,157	-0,0581	-3,750E-4	-0,004	1,6	0,02	36,550	-2,367	-0,016	-0,157	-0,0565	-3,750E-4	-0,004	1,5	0,01	36,550	-2,433	-0,016	-0,157	-0,0581	-3,750E-4	-0,004	1,6	0,02	36,550	-2,433	-0,016	-0,157	-0,0581	-3,750E-4	-0,004	1,6	0,02	36,550	-2,367	-0,016	-0,157	-0,0565	-3,750E-4	-0,004	1,5	0,01	36,550	2,053	0,000	2,231E-14	0,0490	0,000	5,329E-16	0,3	0,00	36,550	2,337	0,016	0,157	0,0558	3,750E-4	0,004	0,3	0,00
36,600	-2,435	-0,016	0,000	-0,0581	-3,750E-4	0,000	1,6	0,02	36,600	-2,435	-0,016	0,000	-0,0581	-3,750E-4	0,000	1,6	0,02	36,600	-2,369	-0,031	0,000	-0,0566	-7,500E-4	0,000	1,5	0,02	36,600	-2,435	-0,016	0,000	-0,0581	-3,750E-4	0,000	1,6	0,02	36,600	-2,435	-0,016	0,000	-0,0581	-3,750E-4	0,000	1,6	0,02	36,600	-2,369	-0,031	0,000	-0,0566	-7,500E-4	0,000	1,5	0,02	36,600	2,053	0,016	0,314	0,0490	3,750E-4	0,008	0,4	0,00	36,600	2,339	0,016	-0,157	0,0558	3,750E-4	-0,004	0,3	0,00
36,650	-2,435	-0,016	0,000	-0,0581	-3,750E-4	0,000	1,6	0,02	36,650	-2,435	-0,016	0,000	-0,0581	-3,750E-4	0,000	1,6	0,02	36,650	-2,370	-0,016	0,157	-0,0566	-3,750E-4	0,004	1,6	0,02	36,650	-2,435	-0,016	0,000	-0,0581	-3,750E-4	0,000	1,6	0,02	36,650	-2,435	-0,016	0,000	-0,0581	-3,750E-4	0,000	1,6	0,02	36,650	-2,370	-0,016	0,157	-0,0566	-3,750E-4	0,004	1,6	0,02	36,650	2,055	0,031	-1,114E-14	0,0491	7,500E-4	-2,662E-16	0,4	0,00	36,650	2,339	0,000	-0,157	0,0558	0,000	-0,004	0,3	0,00
