3-ohneKopplungeinzeln	3-ohneKopplungeinzeln	3-ohneKopplungeinzeln	3-ohneKopplungeinzeln
Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
40,430	24,01	-0,16	0,34
40,440	23,83	-0,15	1,87
40,450	23,71	-0,13	0,07
40,460	23,58	-0,15	-8,47
40,470	23,42	-0,30	2,07
40,480	22,98	-0,10	18,01
40,490	23,21	0,06	-1,25
40,500	23,11	-0,13	-8,92
40,510	22,95	-0,11	-4,32
40,520	22,88	-0,22	2,35
40,530	22,52	-0,07	13,78
40,540	22,75	0,06	-0,14
40,550	22,64	-0,07	-5,12
40,560	22,60	-0,04	1,38
40,570	22,55	-0,04	0,06
40,580	22,52	-0,04	-0,92
40,590	22,47	-0,06	-0,11
40,600	22,40	-0,04	2,14
40,610	22,38	-0,02	-5,12
40,620	22,36	-0,15	0,90
40,630	22,09	-5,59E-4	8,11
40,640	22,36	0,02	-5,85
40,650	22,12	-0,12	5,20
40,660	22,12	0,12	12,97
40,670	22,36	0,14	-9,88
40,680	22,41	-0,08	-3,93
40,690	22,20	0,06	12,01
40,700	22,53	0,16	-1,55
40,710	22,53	0,03	-4,32
40,720	22,60	0,08	-3,76
40,730	22,68	-0,04	-6,41
40,740	22,51	-0,05	6,45
40,750	22,58	0,09	13,75
40,760	22,68	0,22	7,64
40,770	23,02	0,24	-4,64
40,780	23,16	0,13	-6,27
40,790	23,28	0,11	-1,83
40,800	23,39	0,09	-7,64
40,810	23,47	-0,04	3,48
40,820	23,31	0,16	18,16
40,830	23,80	0,32	-10,56
40,840	23,96	-0,05	-8,69
40,850	23,70	0,15	20,70
40,860	24,26	0,37	0,29
40,870	24,43	0,16	-11,64
40,880	24,57	0,13	2,65
40,890	24,70	0,21	-5,04
40,900	24,99	0,03	-1,08
40,910	24,76	0,19	9,14
40,920	25,36	0,22	0,44
40,930	25,19	0,20	6,89
40,940	25,75	0,35	0,81
40,950	25,90	0,21	-5,10
40,960	26,18	0,25	0,53
40,970	26,40	0,22	-0,92
40,980	26,62	0,23	-0,03
40,990	26,87	0,22	0,29
41,000	27,07	0,24	2,28
41,010	27,34	0,27	0,63
41,020	27,60	0,25	-2,29
41,030	27,85	0,22	-0,74
41,040	28,05	0,24	3,54
41,050	28,32	0,29	2,57
41,060	28,63	0,29	-3,22
41,070	28,90	0,23	-0,79
41,080	29,09	0,27	4,19
41,090	29,44	0,31	0,14
41,100	29,72	0,27	-1,90
41,110	29,99	0,27	0,39
41,120	30,26	0,28	0,90
41,130	30,56	0,29	0,51
41,140	30,85	0,29	-0,47
41,150	31,14	0,28	-0,08
41,160	31,41	0,29	0,94
41,170	31,72	0,30	0,04
41,180	32,02	0,29	-0,47
41,190	32,31	0,29	-0,04
41,200	32,60	0,29	0,43
41,210	32,89	0,30	0,47
41,220	33,20	0,30	2,78E-13
41,230	33,49	0,30	0,00
41,240	33,80	0,30	-2,78E-13
41,250	34,09	0,30	0,04
41,260	34,41	0,30	-0,47
41,270	34,70	0,29	-0,04
41,280	34,99	0,30	0,47
41,290	35,30	0,30	1,39E-13
41,300	35,59	0,30	0,05
41,310	35,90	0,30	-0,43
41,320	36,19	0,29	-0,47
41,330	36,48	0,29	5,19E-12
41,340	36,78	0,29	0,05
41,350	37,07	0,29	-0,43
41,360	37,36	0,28	-0,52
41,370	37,64	0,28	0,48
41,380	37,93	0,29	0,09
41,390	38,22	0,28	-0,91
41,400	38,50	0,27	-0,48
41,410	38,77	0,27	-1,39E-13
41,420	39,05	0,27	0,05
41,430	39,32	0,28	-0,38
41,440	39,60	0,27	-0,96
41,450	39,86	0,26	-0,05
41,460	40,11	0,27	0,58
41,470	40,39	0,27	-0,81
41,480	40,65	0,25	-1,39
41,490	40,89	0,24	-0,48
41,500	41,13	0,24	0,05
41,510	41,37	0,24	-0,38
41,520	41,61	0,23	-0,91
41,530	41,84	0,22	-0,27
41,540	42,06	0,23	-1,82
41,550	42,29	0,19	-1,12
41,560	42,43	0,21	1,50
41,570	42,70	0,22	0,49
41,580	42,87	0,21	-8,54
41,590	43,13	0,05	-3,23
41,600	42,96	0,15	15,74
41,610	43,43	0,36	5,10
41,620	43,68	0,25	-26,60
41,630	43,94	-0,17	-16,38
41,640	43,34	-0,08	28,74
41,650	43,79	0,40	4,66
41,660	44,15	0,02	-16,33
41,670	43,82	0,08	7,93
41,680	44,30	0,18	-6,49
41,690	44,18	-0,05	5,01
41,700	44,20	0,28	9,27
41,710	44,73	0,13	-17,54
41,720	44,46	-0,07	-0,23
41,730	44,58	0,13	7,88
41,740	44,72	0,08	-11,65
41,750	44,75	-0,10	-17,39
41,760	44,51	-0,26	1,17
41,770	44,22	-0,08	18,70
41,780	44,35	0,11	6,53
41,790	44,44	0,05	-2,94
41,800	44,45	0,05	8,24
41,810	44,54	0,21	6,44
41,820	44,87	0,18	-16,19
41,830	44,90	-0,11	-16,39
41,840	44,66	-0,15	6,23
41,850	44,61	0,01	9,40
41,860	44,69	0,04	-1,35
41,870	44,69	-0,01	-1,19
41,880	44,66	0,02	3,45
41,890	44,72	0,06	-11,33
41,900	44,78	-0,21	-17,61
41,910	44,30	-0,30	15,24
41,920	44,19	0,09	23,57
41,930	44,49	0,18	3,56
41,940	44,54	0,17	-11,68
41,950	44,82	-0,06	-21,07
41,960	44,42	-0,26	0,45
41,970	44,31	-0,05	9,08
41,980	44,33	-0,07	-3,80
41,990	44,16	-0,12	6,83
42,000	44,08	0,06	9,02
42,010	44,28	0,06	-6,13
42,020	44,19	-0,06	-6,70
42,030	44,16	-0,08	6,22
42,040	44,04	0,06	15,03
42,050	44,29	0,22	-10,57
42,060	44,48	-0,15	-18,91
42,070	44,00	-0,16	9,18
42,080	44,17	0,04	-8,22
42,090	44,07	-0,32	-1,60
42,100	43,53	0,00	16,99
42,110	44,08	0,02	-25,25
42,120	43,57	-0,50	-10,96
42,130	43,08	-0,20	23,15
42,140	43,17	-0,04	9,91
42,150	43,00	0,00	-0,81
42,160	43,17	-0,05	-9,52
42,170	42,89	-0,19	-5,60
42,180	42,79	-0,17	-1,67
42,190	42,56	-0,22	-2,47
42,200	42,34	-0,22	0,59
42,210	42,13	-0,21	-0,81
42,220	41,91	-0,23	-1,40
42,230	41,67	-0,24	-0,48
42,240	41,43	-0,24	6,94E-13
42,250	41,19	-0,24	0,05
42,260	40,95	-0,24	-0,38
42,270	40,71	-0,25	-0,91
42,280	40,45	-0,26	-0,48
42,290	40,19	-0,26	0,05
42,300	39,93	-0,26	-0,38
42,310	39,68	-0,27	-0,91
42,320	39,40	-0,28	-0,48
42,330	39,13	-0,28	9,92E-12
42,340	38,85	-0,28	0,05
42,350	38,58	-0,27	-0,43
42,360	38,30	-0,28	-0,48
42,370	38,01	-0,28	0,05
42,380	37,73	-0,28	-0,43
42,390	37,44	-0,29	-0,48
42,400	37,15	-0,29	-5,61E-12
42,410	36,86	-0,29	-1,39E-13
42,420	36,56	-0,29	0,00
42,430	36,27	-0,29	1,39E-13
42,440	35,98	-0,29	2,78E-13
42,450	35,69	-0,29	0,04
42,460	35,39	-0,29	-0,43
42,470	35,10	-0,30	-0,48
42,480	34,79	-0,30	-1,59E-11
42,490	34,50	-0,30	-0,04
42,500	34,19	-0,30	0,43
42,510	33,90	-0,29	0,60
42,520	33,60	-0,29	-1,37
42,530	33,32	-0,32	-0,68
42,540	32,96	-0,30	2,32
42,550	32,71	-0,27	0,64
42,560	32,42	-0,29	-1,80
42,570	32,13	-0,31	-1,10
42,580	31,80	-0,31	1,72
42,590	31,50	-0,28	1,92
42,600	31,24	-0,27	-0,39
42,610	30,95	-0,28	-0,90
42,620	30,68	-0,29	-0,58
42,630	30,37	-0,29	1,33
42,640	30,09	-0,27	0,98
42,650	29,83	-0,28	-0,50
42,660	29,54	-0,28	0,43
42,670	29,28	-0,27	0,47
42,680	29,00	-0,27	1,39E-13
42,690	28,75	-0,27	0,00
42,700	28,47	-0,27	9,34E-12
42,710	28,21	-0,27	-0,07
42,720	27,94	-0,27	0,79
42,730	27,68	-0,25	1,79
42,740	27,43	-0,23	0,96
42,750	27,21	-0,23	-0,50
42,760	26,97	-0,24	0,46
42,770	26,73	-0,22	0,00
42,780	26,53	-0,24	-0,20
42,790	26,24	-0,23	2,71
42,800	26,07	-0,19	0,99
42,810	25,87	-0,21	-0,93
42,820	25,66	-0,21	-0,03
42,830	25,45	-0,21	0,37
42,840	25,25	-0,20	1,32
42,850	25,06	-0,18	0,92
42,860	24,88	-0,18	-0,06
42,870	24,69	-0,18	0,86
42,880	24,52	-0,16	0,98
42,890	24,37	-0,16	-0,95
42,900	24,20	-0,18	0,25
42,910	24,00	-0,16	3,19
42,920	23,88	-0,12	0,52
42,930	23,77	-0,15	-1,07
42,940	23,59	-0,14	2,18
42,950	23,49	-0,10	1,93
42,960	23,38	-0,10	-1,32
42,970	23,28	-0,13	-1,09
42,980	23,12	-0,12	2,61
42,990	23,04	-0,08	2,30
43,000	22,97	-0,08	-0,03
43,010	22,88	-0,08	0,89
43,020	22,81	-0,06	-6,34
43,030	22,76	-0,20	-9,05
43,040	22,40	-0,24	4,91
43,050	22,28	-0,11	9,29
43,060	22,19	-0,05	4,91
43,070	22,17	-0,01	9,14
43,080	22,17	0,13	8,11
43,090	22,43	0,15	-4,99
43,100	22,48	0,03	-8,16
43,110	22,48	-0,01	-1,40
43,120	22,46	0,00	0,85
43,130	22,48	0,01	-6,08
43,140	22,48	-0,12	-5,92
43,150	22,24	-0,11	6,53
43,160	22,26	0,01	5,44
43,170	22,26	0,00	0,58
43,180	22,25	0,02	4,77
43,190	22,30	0,09	11,54
43,200	22,44	0,25	6,51
43,210	22,80	0,22	-8,74
43,220	22,89	0,08	-6,96
43,230	22,96	0,08	1,40
43,240	23,06	0,10	-0,37
43,250	23,16	0,08	-1,55
43,260	23,21	0,07	2,61
43,270	23,31	0,13	2,26
43,280	23,47	0,12	0,28
43,290	23,55	0,14	2,82
43,300	23,74	0,18	-0,35
43,310	23,90	0,13	-8,97
43,320	24,00	0,00	2,66
43,330	23,89	0,18	15,72
43,340	24,36	0,31	-0,96
43,350	24,51	0,16	-6,49
43,360	24,69	0,18	0,92
43,370	24,88	0,18	-0,06
43,380	25,05	0,18	0,86
43,390	25,23	0,20	0,95
43,400	25,44	0,20	-0,53
43,410	25,63	0,19	1,28
43,420	25,82	0,22	-5,12
43,430	26,08	0,08	-0,55
43,440	25,99	0,21	14,29
43,450	26,51	0,37	0,92
43,460	26,73	0,23	-6,50
43,470	26,97	0,24	0,46
43,480	27,21	0,24	-0,03
43,490	27,45	0,24	0,39
43,500	27,69	0,25	0,93
43,510	27,95	0,26	0,00
43,520	28,21	0,25	-0,07
43,530	28,44	0,26	0,93
43,540	28,72	0,27	0,04
43,550	28,98	0,26	-0,58
43,560	29,24	0,26	1,25
43,570	29,49	0,28	1,94
43,580	29,80	0,29	-0,86
43,590	30,08	0,27	-1,08
43,600	30,33	0,27	1,79
43,610	30,62	0,30	1,01
43,620	30,94	0,29	-0,94
43,630	31,21	0,28	-0,04
43,640	31,50	0,29	0,47
43,650	31,79	0,29	1,01E-11
43,660	32,09	0,29	0,08
43,670	32,38	0,29	-0,98
43,680	32,67	0,27	0,27
43,690	32,92	0,30	2,39
43,700	33,27	0,32	-0,35
43,710	33,56	0,29	-1,45
43,720	33,86	0,29	0,43
43,730	34,15	0,30	0,47
43,740	34,46	0,30	2,78E-13
43,750	34,75	0,30	0,04
43,760	35,06	0,30	-0,43
43,770	35,35	0,29	-0,47
43,780	35,64	0,29	1,04E-11
43,790	35,93	0,29	1,07E-11
43,800	36,23	0,29	-1,39E-13
43,810	36,52	0,29	-5,55E-13
43,820	36,81	0,29	0,05
43,830	37,10	0,29	-0,43
43,840	37,40	0,28	-0,48
43,850	37,67	0,28	1,02E-11
43,860	37,96	0,28	-1,39E-13
43,870	38,24	0,28	0,10
43,880	38,53	0,29	-0,86
43,890	38,81	0,27	-1,00
43,900	39,06	0,27	0,48
43,910	39,34	0,28	0,10
43,920	39,62	0,27	-0,91
43,930	39,87	0,26	-0,48
43,940	40,13	0,26	0,05
43,950	40,39	0,26	-0,38
43,960	40,65	0,25	-0,91
43,970	40,89	0,24	-0,48
43,980	41,13	0,24	0,05
43,990	41,37	0,24	-0,38
44,000	41,61	0,23	-0,91
44,010	41,84	0,22	-0,43
44,020	42,06	0,22	-0,38
44,030	42,29	0,22	-0,70
44,040	42,49	0,21	-2,31
44,050	42,71	0,17	-0,32
44,060	42,83	0,20	-4,73
44,070	43,12	0,08	-9,40
44,080	42,98	0,02	-2,47
44,090	43,15	0,03	-0,22
44,100	43,03	0,01	4,29
44,110	43,17	0,11	17,54
44,120	43,26	0,36	5,77
44,130	43,90	0,23	-20,94
44,140	43,71	-0,06	-4,47
44,150	43,78	0,14	9,91
44,160	43,99	0,14	-2,77
44,170	44,07	0,08	6,28
44,180	44,15	0,27	10,56
44,190	44,60	0,29	-14,24
44,200	44,74	-0,02	-16,15
44,210	44,57	-0,03	5,96
44,220	44,68	0,10	-4,23
44,230	44,77	-0,11	-10,95
44,240	44,45	-0,12	9,35
44,250	44,54	0,07	11,44
44,260	44,60	0,11	2,33
44,270	44,76	0,12	-3,68
44,280	44,84	0,04	2,44
44,290	44,84	0,17	1,85
44,300	45,17	0,08	-15,54
44,310	44,99	-0,14	-5,33
44,320	44,89	-0,03	8,21
44,330	44,93	0,02	1,44
44,340	44,93	0,00	-7,59
44,350	44,92	-0,13	-6,51
44,360	44,67	-0,13	5,10
44,370	44,66	-0,03	5,48
44,380	44,61	-0,02	6,45
44,390	44,61	0,10	7,17
44,400	44,82	0,12	0,92
44,410	44,85	0,12	1,33
44,420	45,05	0,15	-4,81
44,430	45,14	0,02	-19,77
44,440	45,10	-0,25	-15,01
44,450	44,65	-0,28	6,77
44,460	44,55	-0,11	9,59
44,470	44,42	-0,09	-7,16
44,480	44,38	-0,26	-3,08
44,490	43,91	-0,15	16,83
44,500	44,08	0,08	14,69
44,510	44,07	0,15	-3,24
44,520	44,37	0,02	-17,89
44,530	44,10	-0,21	-5,57
44,540	43,95	-0,10	6,80
44,550	43,91	-0,08	-3,60
44,560	43,80	-0,17	-6,14
44,570	43,57	-0,20	-7,37
44,580	43,41	-0,32	11,66
44,590	42,94	0,04	23,66
44,600	43,48	0,16	-19,62
44,610	43,26	-0,36	-17,80
44,620	42,76	-0,20	24,46
44,630	42,86	0,13	8,92
44,640	43,03	-0,02	-23,00
44,650	42,83	-0,33	-7,74
44,660	42,37	-0,17	13,42
44,670	42,48	-0,06	-2,27
44,680	42,25	-0,22	-10,15
44,690	42,04	-0,26	-0,37
44,700	41,73	-0,23	3,43
44,710	41,58	-0,19	-0,22
44,720	41,34	-0,23	-2,31
44,730	41,12	-0,24	-0,96
44,740	40,86	-0,25	0,00
44,750	40,62	-0,24	0,15
44,760	40,38	-0,25	-1,34
44,770	40,13	-0,27	-1,01
44,780	39,85	-0,27	0,48
44,790	39,59	-0,26	0,10
44,800	39,33	-0,27	-0,91
44,810	39,06	-0,28	-0,43
44,820	38,78	-0,27	-0,43
44,830	38,51	-0,28	-0,48
44,840	38,21	-0,28	9,81E-12
44,850	37,94	-0,28	-9,81E-12
44,860	37,65	-0,28	0,05
44,870	37,37	-0,28	-0,48
44,880	37,08	-0,29	-0,05
44,890	36,79	-0,28	0,52
44,900	36,51	-0,28	-0,39
44,910	36,22	-0,29	-0,91
44,920	35,93	-0,30	-0,52
44,930	35,62	-0,30	0,43
44,940	35,32	-0,29	0,52
44,950	35,03	-0,29	-0,43
44,960	34,74	-0,30	-0,52
44,970	34,43	-0,30	0,43
44,980	34,14	-0,29	0,47
44,990	33,84	-0,29	0,12
45,000	33,55	-0,29	-1,37
45,010	33,26	-0,32	-0,68
45,020	32,91	-0,30	2,32
45,030	32,66	-0,27	0,64
45,040	32,36	-0,29	-1,76
45,050	32,07	-0,31	-1,61
45,060	31,75	-0,32	2,07
45,070	31,43	-0,27	3,37
45,080	31,21	-0,26	-0,71
45,090	30,92	-0,28	-2,74
45,100	30,65	-0,31	-1,17
45,110	30,29	-0,31	2,62
45,120	30,04	-0,26	2,42
45,130	29,78	-0,26	-0,90
45,140	29,52	-0,28	-0,58
45,150	29,23	-0,27	1,44
45,160	28,99	-0,25	-0,39
45,170	28,73	-0,28	-1,08
45,180	28,43	-0,27	1,79
45,190	28,19	-0,24	1,07
45,200	27,95	-0,25	-1,89
45,210	27,70	-0,28	0,26
45,220	27,40	-0,24	2,75
45,230	27,21	-0,22	0,43
45,240	26,95	-0,23	0,53
45,250	26,75	-0,21	-0,89
45,260	26,53	-0,25	-0,70
45,270	26,24	-0,23	3,18
45,280	26,07	-0,19	1,06
45,290	25,87	-0,21	-1,88
45,300	25,66	-0,23	0,33
45,310	25,42	-0,20	1,82
45,320	25,27	-0,19	0,37
45,330	25,04	-0,19	1,32
45,340	24,88	-0,16	0,92
45,350	24,71	-0,17	-0,06
45,360	24,54	-0,16	0,98
45,370	24,38	-0,15	-0,89
45,380	24,23	-0,18	-0,67
45,390	24,02	-0,17	3,16
45,400	23,90	-0,12	0,95
45,410	23,78	-0,15	-0,64
45,420	23,60	-0,13	2,70
45,430	23,52	-0,09	0,95
45,440	23,42	-0,11	-0,52
45,450	23,29	-0,10	0,98
45,460	23,21	-0,09	-0,89
45,470	23,11	-0,12	-0,20
45,480	22,97	-0,10	-3,81
45,490	22,91	-0,20	-5,90
45,500	22,57	-0,21	12,82
45,510	22,49	0,06	15,52
45,520	22,69	0,10	-5,91
45,530	22,68	-0,06	-8,36
45,540	22,57	-0,07	1,66
45,550	22,53	-0,03	2,75
45,560	22,52	-0,02	1,32E-4
45,570	22,50	-0,03	0,25
45,580	22,46	-0,01	-4,18
45,590	22,48	-0,11	0,19
45,600	22,24	-0,01	11,82
45,610	22,46	0,13	1,68
45,620	22,50	0,03	-5,12
45,630	22,51	0,02	1,23
45,640	22,54	0,05	2,32
45,650	22,61	0,07	0,02
45,660	22,69	0,05	-7,45
45,670	22,72	-0,08	-6,35
45,680	22,53	-0,08	12,81
45,690	22,56	0,18	15,32
45,700	22,88	0,23	-2,81
45,710	23,02	0,12	-6,36
45,720	23,13	0,10	-0,48
45,730	23,23	0,11	-6,85
45,740	23,35	-0,03	-1,33
45,750	23,16	0,09	13,56
45,760	23,52	0,24	3,51
45,770	23,64	0,16	-4,56
45,780	23,83	0,15	-0,55
45,790	23,93	0,14	1,90
45,800	24,12	0,18	-7,79
45,810	24,30	-0,01	-1,61
45,820	24,10	0,15	17,54
45,830	24,60	0,34	-0,41
45,840	24,78	0,14	-8,07
45,850	24,89	0,18	3,66
45,860	25,13	0,22	0,52
45,870	25,32	0,19	-0,98
45,880	25,51	0,20	0,86
45,890	25,72	0,21	0,86
45,900	25,92	0,21	0,99
45,910	26,14	0,23	-0,93
45,920	26,37	0,20	-0,06
45,930	26,54	0,22	0,86
45,940	26,82	0,21	0,69
45,950	26,96	0,24	3,31
45,960	27,30	0,28	-0,83
45,970	27,52	0,22	-1,56
45,980	27,74	0,25	2,39
45,990	28,01	0,27	-0,83
46,000	28,28	0,23	-1,64
46,010	28,48	0,24	3,04
46,020	28,75	0,29	2,90
46,030	29,06	0,29	-1,29
46,040	29,34	0,27	-1,47
46,050	29,59	0,26	0,86
46,060	29,87	0,28	0,97
46,070	30,16	0,28	-0,47
46,080	30,44	0,27	-0,04
46,090	30,71	0,28	0,55
46,100	31,00	0,29	-0,94
46,110	31,28	0,26	-0,20
46,120	31,53	0,28	2,27
46,130	31,84	0,31	1,02
46,140	32,15	0,30	-0,90
46,150	32,45	0,29	-0,43
46,160	32,74	0,29	-0,47
46,170	33,03	0,28	-0,12
46,180	33,30	0,29	1,37
46,190	33,61	0,31	0,55
46,200	33,92	0,30	-0,94
46,210	34,22	0,29	-0,04
46,220	34,51	0,30	0,52
46,230	34,82	0,30	-0,43
46,240	35,11	0,29	-0,47
46,250	35,40	0,29	1,02E-11
46,260	35,69	0,29	2,78E-13
46,270	35,99	0,29	-4,91E-12
46,280	36,28	0,29	-5,33E-12
46,290	36,57	0,29	0,05
46,300	36,86	0,29	-0,43
46,310	37,16	0,28	-0,48
46,320	37,43	0,28	1,39E-13
46,330	37,72	0,28	-1,39E-13
46,340	38,00	0,28	0,05
46,350	38,29	0,28	-0,38
46,360	38,57	0,28	-0,91
46,370	38,84	0,27	-0,53
46,380	39,10	0,27	0,48
46,390	39,37	0,28	0,10
46,400	39,65	0,27	-0,91
46,410	39,91	0,26	-0,43
46,420	40,17	0,26	-0,38
46,430	40,43	0,25	-0,91
46,440	40,67	0,24	-0,48
46,450	40,91	0,24	0,05
46,460	41,15	0,24	-0,38
46,470	41,39	0,23	-0,96
46,480	41,61	0,22	0,00
46,490	41,84	0,23	0,32
46,500	42,08	0,23	-2,68
46,510	42,29	0,18	-1,34
46,520	42,44	0,20	-4,62
46,530	42,70	0,09	-6,71
46,540	42,61	0,07	4,35
46,550	42,83	0,17	-3,50
46,560	42,96	0,00	-9,77
46,570	42,83	-0,02	17,31
46,580	42,92	0,34	11,71
46,590	43,52	0,21	-18,24
46,600	43,34	-0,02	-2,31
46,610	43,47	0,17	8,13
46,620	43,68	0,14	-3,50
46,630	43,76	0,10	0,97
46,640	43,87	0,16	1,60
46,650	44,08	0,13	-13,40
46,660	44,13	-0,11	-8,19
46,670	43,87	-0,04	19,36
46,680	44,06	0,28	15,03
46,690	44,43	0,27	-15,21
46,700	44,59	-0,02	-16,37
46,710	44,38	-0,06	6,67
46,720	44,46	0,11	5,79
46,730	44,60	0,05	-3,05
46,740	44,57	0,05	-6,17
46,750	44,70	-0,07	-9,44
46,760	44,43	-0,14	-3,48
46,770	44,42	-0,14	7,34
46,780	44,15	0,01	16,22
46,790	44,43	0,19	3,32
46,800	44,52	0,07	-8,21
46,810	44,58	0,02	4,06
46,820	44,57	0,15	0,44
46,830	44,89	0,03	-15,19
46,840	44,63	-0,15	-12,49
46,850	44,59	-0,22	5,06
46,860	44,19	-0,05	18,47
46,870	44,49	0,15	8,42
46,880	44,48	0,12	-0,56
46,890	44,73	0,14	-6,60
46,900	44,76	-0,01	-9,87
46,910	44,71	-0,06	-2,80
46,920	44,64	-0,07	-1,75
46,930	44,58	-0,09	6,69
46,940	44,45	0,07	1,92
46,950	44,71	-0,06	-8,65
46,960	44,34	-0,11	3,34
46,970	44,49	0,01	1,10
46,980	44,37	-0,08	-5,34
46,990	44,32	-0,10	-0,88
47,000	44,17	-0,10	8,27
47,010	44,12	0,07	-3,31
47,020	44,31	-0,17	-10,44
47,030	43,78	-0,14	11,10
47,040	44,03	0,05	-1,68
47,050	43,89	-0,17	-18,69
47,060	43,69	-0,32	-7,34
47,070	43,25	-0,32	7,43
47,080	43,05	-0,17	16,20
47,090	42,90	0,00	-0,75
47,100	43,06	-0,19	-12,42
47,110	42,53	-0,24	14,88
47,120	42,57	0,11	11,44
47,130	42,75	-0,02	-15,00
47,140	42,54	-0,19	-8,54
47,150	42,37	-0,19	-1,24
47,160	42,17	-0,21	-1,88
47,170	41,94	-0,22	-0,38
47,180	41,72	-0,22	-0,86
47,190	41,50	-0,24	-1,07
47,200	41,24	-0,24	0,96
47,210	41,01	-0,22	0,21
47,220	40,79	-0,24	-1,87
47,230	40,54	-0,26	-0,48
47,240	40,28	-0,25	0,10
47,250	40,04	-0,26	-0,96
47,260	39,76	-0,27	0,00
47,270	39,50	-0,26	0,10
47,280	39,25	-0,27	-0,91
47,290	38,97	-0,28	-0,48
47,300	38,70	-0,28	0,05
47,310	38,42	-0,27	-0,43
47,320	38,15	-0,28	-0,48
47,330	37,85	-0,28	1,39E-13
47,340	37,58	-0,28	5,05E-12
47,350	37,29	-0,28	0,05
47,360	37,01	-0,28	-0,43
47,370	36,72	-0,29	-0,48
47,380	36,43	-0,29	2,78E-13
47,390	36,13	-0,29	-1,39E-13
47,400	35,84	-0,29	-2,78E-13
47,410	35,55	-0,29	1,04E-11
47,420	35,26	-0,29	1,08E-11
47,430	34,96	-0,29	0,09
47,440	34,67	-0,29	-0,90
47,450	34,38	-0,31	-0,60
47,460	34,05	-0,30	1,38
47,470	33,78	-0,28	0,52
47,480	33,48	-0,29	-0,47
47,490	33,19	-0,29	0,12
47,500	32,90	-0,29	-1,41
47,510	32,61	-0,32	-0,24
47,520	32,26	-0,30	2,78
47,530	32,02	-0,27	0,67
47,540	31,72	-0,28	-2,31
47,550	31,46	-0,31	-0,71
47,560	31,10	-0,30	2,74
47,570	30,86	-0,26	1,09
47,580	30,59	-0,27	-1,87
47,590	30,32	-0,29	-0,15
47,600	30,00	-0,28	1,87
47,610	29,76	-0,26	0,04
47,620	29,49	-0,28	-0,54
47,630	29,21	-0,27	0,90
47,640	28,95	-0,26	0,54
47,650	28,69	-0,26	-0,93
47,660	28,44	-0,28	-0,18
47,670	28,14	-0,26	2,40
47,680	27,92	-0,23	-0,89
47,690	27,68	-0,28	-0,74
47,700	27,36	-0,24	3,75
47,710	27,20	-0,20	-0,39
47,720	26,96	-0,25	-1,03
47,730	26,69	-0,22	1,43
47,740	26,51	-0,22	-0,59
47,750	26,25	-0,24	1,72
47,760	26,04	-0,19	1,92
47,770	25,87	-0,20	-0,96
47,780	25,64	-0,21	0,40
47,790	25,45	-0,19	0,93
47,800	25,26	-0,19	-0,03
47,810	25,07	-0,19	0,43
47,820	24,88	-0,18	0,43
47,830	24,71	-0,18	0,40
47,840	24,52	-0,17	0,80
47,850	24,37	-0,17	1,69
47,860	24,19	-0,14	2,30
47,870	24,09	-0,12	0,06
47,880	23,95	-0,14	-0,95
47,890	23,81	-0,14	0,49
47,900	23,68	-0,13	0,01
47,910	23,56	-0,14	-7,55
47,920	23,40	-0,28	2,13
47,930	23,00	-0,10	16,95
47,940	23,21	0,06	0,93
47,950	23,12	-0,08	-7,31
47,960	23,05	-0,09	0,08
47,970	22,95	-0,08	-8,26
47,980	22,90	-0,25	-8,05
47,990	22,45	-0,24	10,31
48,000	22,43	-0,05	18,23
48,010	22,36	0,13	9,75
48,020	22,69	0,15	-9,03
48,030	22,66	-0,05	-9,73
48,040	22,58	-0,04	1,72
48,050	22,57	-0,02	1,75
48,060	22,55	-0,01	1,69
48,070	22,55	0,02	-4,98
48,080	22,58	-0,11	-1,68
48,090	22,33	-0,02	12,56
48,100	22,55	0,14	-2,98
48,110	22,61	-0,08	-4,48
48,120	22,39	0,05	13,39
48,130	22,72	0,19	-0,98
48,140	22,77	0,03	-13,38
48,150	22,78	-0,08	-6,87
48,160	22,62	-0,10	13,50
48,170	22,57	0,19	19,10
48,180	23,01	0,28	-4,36
48,190	23,13	0,11	-10,42
48,200	23,22	0,07	-9,41
48,210	23,27	-0,08	2,48
48,220	23,05	0,12	18,75
48,230	23,50	0,29	1,44
48,240	23,64	0,15	-8,17
48,250	23,80	0,13	-1,47
48,260	23,90	0,12	1,20
48,270	24,03	0,15	2,73
48,280	24,21	0,17	0,52
48,290	24,38	0,16	-0,92
48,300	24,53	0,15	-0,09
48,310	24,69	0,16	1,29
48,320	24,86	0,18	1,51
48,330	25,05	0,19	-1,85
48,340	25,24	0,14	-0,35
48,350	25,33	0,19	5,01
48,360	25,61	0,24	1,15
48,370	25,82	0,21	-3,27
48,380	26,03	0,18	0,30
48,390	26,17	0,21	2,24
48,400	26,46	0,22	0,79
48,410	26,62	0,23	1,89
48,420	26,92	0,26	-0,40
48,430	27,14	0,22	-1,03
48,440	27,36	0,24	1,43
48,450	27,62	0,25	-0,50
48,460	27,86	0,23	0,29
48,470	28,08	0,26	2,32
48,480	28,38	0,28	0,03
48,490	28,63	0,26	-0,46
48,500	28,89	0,27	0,00
48,510	29,17	0,26	-0,04
48,520	29,40	0,27	0,43
