	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)
	973,400	167,38	99,77	67,61	1,773	6,558	-56,824	0,0423	0,157	-1,357	92,1
	973,500	110,22	99,77	10,45	1,392	-8,734	-25,486	0,0332	-0,209	-0,608	92,1
	973,600	179,78	99,77	80,01	0,027	1,461	81,485	6,3750E-4	0,035	1,945	92,1
	973,700	162,38	99,77	62,61	1,684	7,563	-49,441	0,0402	0,181	-1,180	92,1
	973,800	106,43	99,76	6,67	1,539	-8,427	-36,874	0,0368	-0,201	-0,880	92,1
	973,900	184,53	99,77	84,76	-0,002	0,188	83,802	-3,7500E-5	0,005	2,001	92,1
	974,000	188,70	99,77	88,93	1,577	8,333	-40,369	0,0377	0,199	-0,964	92,1
	974,100	106,55	99,77	6,78	1,665	-7,885	-46,888	0,0398	-0,188	-1,119	92,1
	974,200	159,55	99,77	59,78	3,331E-15	-1,045	83,881	1,5266E-16	-0,025	2,002	92,1
	974,300	184,09	99,77	84,32	1,456	8,891	-30,513	0,0348	0,212	-0,728	92,1
	974,400	106,98	99,77	7,21	1,778	-7,147	-55,881	0,0425	-0,171	-1,334	92,1
	974,500	164,35	99,77	64,57	0,027	-2,286	81,524	6,3750E-4	-0,055	1,946	92,1
	974,600	178,45	99,77	78,68	1,321	9,158	-19,792	0,0315	0,219	-0,472	92,1
	974,700	107,84	99,77	8,07	1,858	-6,244	-62,596	0,0444	-0,149	-1,494	92,1
	974,800	169,69	99,77	69,92	0,072	-3,362	77,480	0,0017	-0,080	1,850	92,1
	974,900	200,91	99,77	101,14	1,186	9,252	-9,228	0,0283	0,221	-0,220	92,1
	975,000	107,00	99,76	7,24	1,923	-5,207	-68,330	0,0459	-0,124	-1,631	92,1
	975,100	144,91	99,77	45,14	0,145	-4,414	71,707	0,0035	-0,105	1,712	92,1
	975,200	197,55	99,77	97,78	1,040	9,134	2,278	0,0248	0,218	0,054	92,1
	975,300	115,02	99,77	15,26	1,971	-3,958	-73,003	0,0471	-0,094	-1,743	92,1
	975,400	149,15	99,77	49,37	0,248	-5,466	63,539	0,0059	-0,131	1,517	92,1
	975,500	210,34	99,78	110,56	0,878	8,749	14,923	0,0210	0,209	0,356	92,1
	975,600	112,98	99,77	13,21	1,998	-2,482	-75,712	0,0477	-0,059	-1,807	92,1
	975,700	127,78	99,77	28,01	0,382	-6,393	52,975	0,0091	-0,153	1,265	92,1
	975,800	209,08	99,77	109,30	0,719	8,113	27,057	0,0172	0,194	0,646	92,1
	975,900	128,98	99,77	29,21	2,004	-0,982	-76,419	0,0479	-0,023	-1,824	92,1
	976,000	131,54	99,77	31,76	0,523	-7,171	41,705	0,0125	-0,171	0,996	92,1
	976,100	208,82	99,78	109,04	0,570	7,359	38,131	0,0136	0,176	0,910	92,1
	976,200	124,47	99,77	24,70	1,995	0,456	-75,595	0,0476	0,011	-1,805	92,1
	976,300	116,14	99,77	16,37	0,661	-7,760	30,513	0,0158	-0,185	0,728	92,1
	976,400	210,35	99,77	110,58	0,443	6,558	48,066	0,0106	0,157	1,148	92,1
	976,500	120,61	99,77	20,85	1,973	1,854	-74,063	0,0471	0,044	-1,768	92,1
	976,600	118,87	99,77	19,10	0,814	-8,255	18,810	0,0194	-0,197	0,449	92,1
	976,700	211,01	99,78	111,23	0,322	5,616	57,923	0,0077	0,134	1,383	92,1
	976,800	141,50	99,77	41,73	1,937	3,330	-71,196	0,0462	0,079	-1,700	92,1
	976,900	121,75	99,77	21,99	0,988	-8,624	5,694	0,0236	-0,206	0,136	92,1
	977,000	201,07	99,78	101,29	0,212	4,469	66,759	0,0051	0,107	1,594	92,1
	977,100	137,19	99,77	37,43	1,882	4,728	-66,405	0,0449	0,113	-1,585	92,1
	977,200	110,14	99,77	10,37	1,158	-8,812	-7,226	0,0276	-0,210	-0,172	92,1
	977,300	204,09	99,77	104,31	0,119	3,283	74,181	0,0029	0,078	1,771	92,1
	977,400	163,01	99,77	63,24	1,814	6,024	-60,515	0,0433	0,144	-1,445	92,1
	977,500	111,76	99,77	11,99	1,324	-8,820	-19,910	0,0316	-0,211	-0,475	92,1
	977,600	184,35	99,78	84,58	0,050	2,042	79,168	0,0012	0,049	1,890	92,1
	977,700	156,61	99,77	56,84	1,733	7,014	-53,211	0,0414	0,167	-1,270	92,1
	977,800	106,57	99,77	6,80	1,453	-8,600	-30,238	0,0347	-0,205	-0,722	92,1
	977,900	189,68	99,77	89,90	0,013	0,966	82,153	3,0000E-4	0,023	1,961	92,1
	978,000	182,59	99,77	82,81	1,646	7,830	-46,064	0,0393	0,187	-1,100	92,1
	978,100	107,15	99,77	7,39	1,579	-8,247	-40,095	0,0377	-0,197	-0,957	92,1
	978,200	165,72	99,77	65,95	-0,003	-0,188	83,881	-7,5000E-5	-0,004	2,002	92,1
	978,300	177,82	99,77	78,05	1,541	8,529	-37,464	0,0368	0,204	-0,894	92,1
	978,400	107,89	99,76	8,13	1,703	-7,681	-49,912	0,0407	-0,183	-1,192	92,1
	978,500	170,25	99,77	70,48	0,005	-1,453	83,449	1,1250E-4	-0,035	1,992	92,1
	978,600	172,74	99,77	72,97	1,412	9,009	-27,096	0,0337	0,215	-0,647	92,1
	978,700	106,98	99,77	7,22	1,806	-6,872	-58,316	0,0431	-0,164	-1,392	92,1
	978,800	174,92	99,77	75,15	0,038	-2,655	80,700	9,0000E-4	-0,063	1,927	92,1
	978,900	197,57	99,77	97,80	1,275	9,268	-16,022	0,0305	0,221	-0,383	92,1
	979,000	106,57	99,77	6,81	1,891	-5,859	-65,502	0,0452	-0,140	-1,564	92,1
	979,100	149,57	99,77	49,80	0,104	-3,833	75,241	0,0025	-0,091	1,796	92,1
	979,200	192,65	99,77	92,87	1,125	9,189	-4,516	0,0269	0,219	-0,108	92,2
	979,300	112,26	99,77	12,49	1,942	-4,736	-69,704	0,0464	-0,113	-1,664	92,2
	979,400	155,41	99,77	55,64	0,178	-4,752	68,722	0,0042	-0,113	1,641	92,2
	979,500	208,45	99,77	108,68	0,991	9,009	5,773	0,0237	0,215	0,138	92,2
	979,600	110,12	99,76	10,36	1,979	-3,597	-73,435	0,0473	-0,086	-1,753	92,2
	979,700	133,17	99,77	33,40	0,272	-5,678	61,222	0,0065	-0,136	1,462	92,2
	979,800	206,30	99,77	106,53	0,844	8,647	17,593	0,0201	0,206	0,420	92,2
	979,900	123,78	99,76	24,01	2,001	-2,160	-76,223	0,0478	-0,052	-1,820	92,2
	980,000	136,69	99,77	36,92	0,412	-6,597	50,580	0,0098	-0,158	1,208	92,2
	980,100	210,36	99,77	110,59	0,682	7,956	29,963	0,0163	0,190	0,715	92,2
	980,200	120,55	99,77	20,78	2,003	-0,605	-76,616	0,0478	-0,014	-1,829	92,2
	980,300	118,96	99,77	19,19	0,561	-7,367	38,681	0,0134	-0,176	0,923	92,2
	980,400	210,97	99,77	111,20	0,529	7,131	41,940	0,0126	0,170	1,001	92,2
	980,500	118,01	99,77	18,24	1,987	1,021	-75,634	0,0474	0,024	-1,806	92,2
	980,600	121,50	99,77	21,74	0,734	-7,995	25,525	0,0175	-0,191	0,609	92,2
	980,700	210,91	99,77	111,14	0,388	6,126	52,582	0,0093	0,146	1,255	92,2
	980,800	136,88	99,77	37,11	1,959	2,521	-72,767	0,0468	0,060	-1,737	92,2
	980,900	124,80	99,77	25,03	0,892	-8,427	12,998	0,0213	-0,201	0,310	92,2
	981,000	204,45	99,77	104,68	0,273	5,121	61,340	0,0065	0,122	1,464	92,2
	981,100	131,79	99,77	32,02	1,916	3,841	-69,076	0,0458	0,092	-1,649	92,2
	981,200	112,08	99,77	12,31	1,041	-8,694	1,296	0,0249	-0,208	0,031	92,2
	981,300	207,26	99,78	107,48	0,178	4,100	69,233	0,0042	0,098	1,653	92,2
	981,400	156,21	99,77	56,44	1,861	5,152	-64,638	0,0444	0,123	-1,543	92,2
	981,500	114,16	99,77	14,39	1,208	-8,828	-11,231	0,0288	-0,211	-0,268	92,2
	981,600	189,72	99,77	89,94	0,096	2,906	76,027	0,0023	0,069	1,815	92,2
	981,700	151,10	99,77	51,33	1,789	6,377	-58,434	0,0427	0,152	-1,395	92,2
	981,800	107,03	99,77	7,26	1,371	-8,781	-23,758	0,0327	-0,210	-0,567	92,2
	981,900	193,55	99,77	93,77	0,033	1,626	81,210	7,8750E-4	0,039	1,939	92,2
	982,000	178,65	99,77	78,88	1,696	7,461	-50,540	0,0405	0,178	-1,207	92,2
	982,100	107,75	99,77	7,98	1,525	-8,482	-35,696	0,0364	-0,202	-0,852	92,2
	982,200	169,33	99,78	69,56	3,997E-15	0,322	83,566	1,7347E-16	0,008	1,995	92,2
	982,300	173,16	99,77	73,39	1,590	8,231	-41,391	0,0380	0,196	-0,988	92,2
	982,400	107,01	99,77	7,25	1,646	-7,956	-45,200	0,0393	-0,190	-1,079	92,2
	982,500	175,24	99,78	75,46	-0,002	-0,809	83,331	-3,7500E-5	-0,019	1,989	92,2
	982,600	166,53	99,77	66,76	1,484	8,710	-32,712	0,0354	0,208	-0,781	92,2
	982,700	106,47	99,77	6,71	1,740	-7,351	-53,014	0,0416	-0,175	-1,266	92,2
	982,800	180,40	99,77	80,62	0,014	-1,893	82,428	3,3750E-4	-0,045	1,968	92,2
	982,900	192,72	99,77	92,94	1,362	9,134	-23,051	0,0325	0,218	-0,550	92,2
	983,000	106,43	99,77	6,66	1,841	-6,503	-61,300	0,0440	-0,155	-1,463	92,2
	983,100	155,06	99,77	55,29	0,061	-3,126	78,775	0,0015	-0,075	1,881	92,2
	983,200	188,18	99,77	88,41	1,216	9,252	-11,506	0,0290	0,221	-0,275	92,2
	983,300	110,38	99,76	10,62	1,912	-5,427	-67,387	0,0456	-0,130	-1,609	92,2
	983,400	159,95	99,77	60,18	0,130	-4,225	73,042	0,0031	-0,101	1,744	92,2
	983,500	206,89	99,78	107,11	1,067	9,181	0,353	0,0255	0,219	0,008	92,2
	983,600	109,14	99,77	9,37	1,967	-4,155	-72,610	0,0470	-0,099	-1,733	92,2
	983,700	136,02	99,77	36,24	0,236	-5,341	64,756	0,0056	-0,127	1,546	92,2
	983,800	204,27	99,77	104,49	0,898	8,796	13,077	0,0215	0,210	0,312	92,2
	983,900	121,01	99,77	21,24	1,995	-2,725	-75,084	0,0476	-0,065	-1,793	92,2
	984,000	140,23	99,77	40,46	0,353	-6,220	54,899	0,0084	-0,149	1,311	92,2
	984,100	211,07	99,78	111,29	0,751	8,255	24,230	0,0179	0,197	0,578	92,2
	984,200	117,50	99,77	17,73	2,004	-1,374	-76,105	0,0479	-0,033	-1,817	92,2
	984,300	121,86	99,77	22,09	0,476	-6,966	44,925	0,0114	-0,166	1,073	92,2
	984,400	210,98	99,78	111,20	0,611	7,611	35,382	0,0146	0,182	0,845	92,2
	984,500	114,94	99,77	15,18	1,998	0,110	-76,380	0,0477	0,003	-1,823	92,2
	984,600	124,82	99,77	25,05	0,633	-7,665	33,026	0,0151	-0,183	0,788	92,2
	984,700	210,26	99,77	110,49	0,465	6,715	46,653	0,0111	0,160	1,114	92,2
	984,800	132,51	99,77	32,74	1,976	1,665	-74,574	0,0472	0,040	-1,780	92,2
	984,900	128,17	99,77	28,39	0,798	-8,200	20,224	0,0191	-0,196	0,483	92,2
	985,000	206,78	99,78	107,00	0,336	5,710	56,941	0,0080	0,136	1,359	92,2
	985,100	128,54	99,77	28,77	1,940	3,189	-71,511	0,0463	0,076	-1,707	92,2
	985,200	113,84	99,77	14,07	0,974	-8,592	6,951	0,0233	-0,205	0,166	92,2
	985,300	208,93	99,77	109,16	0,221	4,579	65,777	0,0053	0,109	1,570	92,3
	985,400	151,66	99,77	51,89	1,890	4,563	-66,837	0,0451	0,109	-1,596	92,3
	985,500	116,17	99,77	16,41	1,134	-8,789	-5,498	0,0271	-0,210	-0,131	92,3
	985,600	193,64	99,78	93,87	0,132	3,464	72,610	0,0032	0,083	1,733	92,3
	985,700	145,75	99,77	45,98	1,827	5,733	-61,340	0,0436	0,137	-1,464	92,3
	985,800	107,93	99,77	8,16	1,279	-8,804	-16,847	0,0305	-0,210	-0,402	92,3
	985,900	197,83	99,77	98,05	0,066	2,364	78,226	0,0016	0,056	1,868	92,3
	986,000	172,81	99,77	73,04	1,751	6,841	-55,214	0,0418	0,163	-1,318	92,3
	986,100	108,89	99,77	9,13	1,434	-8,679	-28,667	0,0342	-0,207	-0,684	92,3
	986,200	174,95	99,77	75,18	0,016	1,107	82,310	3,7500E-4	0,026	1,965	92,3
	986,300	167,55	99,77	67,78	1,656	7,783	-47,006	0,0395	0,186	-1,122	92,3
	986,400	106,57	99,77	6,81	1,572	-8,294	-39,584	0,0375	-0,198	-0,945	92,3
	986,500	179,80	99,77	80,02	-0,003	-0,134	83,998	-7,5000E-5	-0,003	2,005	92,3
	986,600	162,55	99,77	62,79	1,546	8,506	-37,935	0,0369	0,203	-0,906	92,3
	986,700	106,40	99,77	6,63	1,698	-7,720	-49,323	0,0405	-0,184	-1,177	92,3
	986,800	184,73	99,78	84,96	0,002	-1,359	83,488	3,7500E-5	-0,032	1,993	92,3
	986,900	188,62	99,77	88,84	1,426	8,977	-28,039	0,0341	0,214	-0,669	92,3
	987,000	106,59	99,77	6,82	1,797	-6,966	-57,256	0,0429	-0,166	-1,367	92,3
	987,100	160,39	99,78	60,62	0,033	-2,474	80,543	7,8750E-4	-0,059	1,923	92,3
	987,200	181,85	99,77	82,08	1,302	9,142	-18,300	0,0311	0,218	-0,437	92,3
	987,300	108,53	99,77	8,76	1,861	-6,134	-62,714	0,0444	-0,146	-1,497	92,3
	987,400	166,69	99,77	66,91	0,075	-3,401	76,930	0,0018	-0,081	1,837	92,3
	987,500	203,15	99,77	103,38	1,181	9,252	-8,718	0,0282	0,221	-0,208	92,3
	987,600	107,49	99,77	7,72	1,926	-5,144	-68,683	0,0460	-0,123	-1,640	92,3
	987,700	141,88	99,77	42,10	0,152	-4,485	71,236	0,0036	-0,107	1,701	92,3
	987,800	200,14	99,78	100,36	1,029	9,103	3,063	0,0246	0,217	0,073	92,3
	987,900	116,83	99,77	17,06	1,973	-3,872	-73,003	0,0471	-0,092	-1,743	92,3
	988,000	146,14	99,77	46,37	0,254	-5,498	62,989	0,0061	-0,131	1,504	92,3
	988,100	210,86	99,78	111,08	0,873	8,726	15,197	0,0209	0,208	0,363	92,3
	988,200	114,38	99,76	14,62	2,000	-2,458	-75,634	0,0477	-0,059	-1,806	92,3
	988,300	125,76	99,77	25,99	0,382	-6,401	52,818	0,0091	-0,153	1,261	92,3
	988,400	209,84	99,78	110,06	0,719	8,105	27,018	0,0172	0,194	0,645	92,3
	988,500	131,40	99,77	31,63	2,003	-0,997	-76,301	0,0478	-0,024	-1,822	92,3
	988,600	129,29	99,77	29,52	0,520	-7,155	41,862	0,0124	-0,171	0,999	92,3
	988,700	208,16	99,78	108,38	0,572	7,375	37,935	0,0137	0,176	0,906	92,3
	988,800	126,59	99,77	26,82	1,995	0,432	-75,516	0,0476	0,010	-1,803	92,3
	988,900	133,98	99,77	34,21	0,658	-7,728	30,748	0,0157	-0,185	0,734	92,3
	989,000	209,71	99,78	109,94	0,449	6,582	47,674	0,0107	0,157	1,138	92,3
	989,100	122,51	99,77	22,74	1,974	1,806	-74,142	0,0471	0,043	-1,770	92,3
	989,200	117,41	99,77	17,64	0,811	-8,247	19,164	0,0194	-0,197	0,457	92,3
	989,300	210,78	99,78	111,00	0,325	5,639	57,530	0,0078	0,135	1,373	92,3
	989,400	143,79	99,77	44,02	1,938	3,259	-71,275	0,0463	0,078	-1,702	92,3
	989,500	120,10	99,77	20,33	0,977	-8,616	6,322	0,0233	-0,206	0,151	92,3
	989,600	199,05	99,78	99,27	0,215	4,524	66,641	0,0051	0,108	1,591	92,3
	989,700	139,91	99,77	40,13	1,882	4,712	-66,641	0,0449	0,112	-1,591	92,3
	989,800	109,29	99,77	9,52	1,158	-8,804	-7,069	0,0276	-0,210	-0,169	92,3
	989,900	202,60	99,78	102,82	0,121	3,299	73,827	0,0029	0,079	1,763	92,3
	990,000	165,64	99,77	65,86	1,817	5,961	-60,594	0,0434	0,142	-1,447	92,3
	990,100	110,86	99,77	11,09	1,313	-8,820	-19,242	0,0314	-0,211	-0,459	92,3
	990,200	181,72	99,78	81,94	0,053	2,113	79,011	0,0013	0,050	1,886	92,3
	990,300	159,57	99,77	59,79	1,736	6,982	-53,643	0,0414	0,167	-1,281	92,3
	990,400	106,47	99,77	6,70	1,450	-8,616	-30,081	0,0346	-0,206	-0,718	92,3
	990,500	186,91	99,78	87,14	0,013	0,966	82,506	3,0000E-4	0,023	1,970	92,3
	990,600	154,32	99,77	54,55	1,643	7,885	-46,024	0,0392	0,188	-1,099	92,3
	990,700	106,74	99,77	6,97	1,590	-8,239	-40,959	0,0380	-0,197	-0,978	92,3
	990,800	191,14	99,78	91,37	-0,005	-0,306	84,077	-1,1250E-4	-0,007	2,007	92,3
	990,900	181,42	99,77	81,65	1,528	8,577	-36,560	0,0365	0,205	-0,873	92,3
	991,000	107,31	99,77	7,54	1,711	-7,618	-50,619	0,0408	-0,182	-1,208	92,3
	991,100	166,57	99,78	66,79	0,005	-1,547	83,370	1,1250E-4	-0,037	1,990	92,3
	991,200	176,86	99,77	77,08	1,401	9,056	-26,272	0,0335	0,216	-0,627	92,3
	991,300	107,56	99,77	7,79	1,816	-6,802	-59,062	0,0434	-0,162	-1,410	92,3
	991,400	171,47	99,77	71,70	0,041	-2,757	80,307	9,7500E-4	-0,066	1,917	92,3
	991,500	200,09	99,77	100,32	1,264	9,260	-15,158	0,0302	0,221	-0,362	92,3
	991,600	106,88	99,77	7,11	1,893	-5,788	-65,816	0,0452	-0,138	-1,571	92,3
	991,700	146,00	99,77	46,23	0,107	-3,903	74,927	0,0026	-0,093	1,789	92,3
	991,800	196,10	99,78	96,32	1,112	9,197	-3,574	0,0266	0,220	-0,085	92,3
	991,900	114,10	99,77	14,33	1,946	-4,618	-70,411	0,0465	-0,110	-1,681	92,3
	992,000	151,19	99,77	51,42	0,188	-4,885	67,976	0,0045	-0,117	1,623	92,3
	992,100	209,81	99,78	110,03	0,969	8,977	7,658	0,0231	0,214	0,183	92,3
	992,200	111,88	99,77	12,11	1,984	-3,354	-74,220	0,0474	-0,080	-1,772	92,3
	992,300	129,32	99,77	29,55	0,298	-5,867	59,376	0,0071	-0,140	1,417	92,3
	992,400	208,47	99,77	108,70	0,811	8,522	19,910	0,0194	0,203	0,475	92,3
	992,500	127,18	99,77	27,41	2,003	-1,885	-76,301	0,0478	-0,045	-1,822	92,3
	992,600	133,20	99,77	33,43	0,434	-6,739	48,577	0,0104	-0,161	1,160	92,3
	992,700	206,54	99,77	106,76	0,655	7,830	32,280	0,0156	0,187	0,771	92,3
	992,800	123,93	99,76	24,17	2,000	-0,283	-76,616	0,0477	-0,007	-1,829	92,3
	992,900	136,63	99,77	36,85	0,598	-7,493	36,050	0,0143	-0,179	0,861	92,3
	993,000	210,35	99,78	110,57	0,501	6,927	44,022	0,0120	0,165	1,051	92,3
	993,100	120,76	99,77	20,99	1,984	1,312	-75,084	0,0474	0,031	-1,792	92,3
	993,200	118,98	99,77	19,21	0,763	-8,090	23,169	0,0182	-0,193	0,553	92,3
	993,300	211,07	99,78	111,29	0,366	5,945	54,035	0,0087	0,142	1,290	92,3
	993,400	140,53	99,77	40,76	1,953	2,717	-72,021	0,0466	0,065	-1,719	92,3
	993,500	122,26	99,77	22,48	0,909	-8,459	11,428	0,0217	-0,202	0,273	92,3
	993,600	201,80	99,78	102,02	0,261	5,003	62,478	0,0062	0,119	1,492	92,3
	993,700	135,68	99,77	35,91	1,910	4,037	-68,762	0,0456	0,096	-1,642	92,3
	993,800	110,50	99,77	10,73	1,068	-8,749	-0,668	0,0255	-0,209	-0,016	92,3
	993,900	204,81	99,78	105,03	0,160	3,903	70,686	0,0038	0,093	1,688	92,3
	994,000	161,18	99,77	61,41	1,849	5,388	-63,696	0,0441	0,129	-1,521	92,3
	994,100	112,19	99,77	12,42	1,238	-8,836	-13,627	0,0296	-0,211	-0,325	92,3
	994,200	185,27	99,78	85,50	0,082	2,663	77,283	0,0020	0,064	1,845	92,3
	994,300	156,52	99,77	56,75	1,770	6,621	-57,020	0,0423	0,158	-1,361	92,3
	994,400	106,61	99,77	6,84	1,406	-8,741	-26,350	0,0336	-0,209	-0,629	92,3
	994,500	189,53	99,77	89,75	0,022	1,351	81,956	5,2500E-4	0,032	1,957	92,3
	994,600	183,43	99,77	83,66	1,676	7,650	-48,695	0,0400	0,183	-1,162	92,3
	994,700	107,08	99,77	7,30	1,552	-8,388	-37,817	0,0371	-0,200	-0,903	92,3
	994,800	193,79	99,78	94,01	-0,002	0,086	83,606	-3,7500E-5	0,002	1,996	92,3
	994,900	177,65	99,77	77,87	1,569	8,333	-39,702	0,0375	0,199	-0,948	92,3
	995,000	108,01	99,77	8,24	1,665	-7,854	-46,653	0,0398	-0,188	-1,114	92,3
	995,100	170,91	99,78	71,13	-0,002	-0,997	83,331	-3,7500E-5	-0,024	1,989	92,3
	995,200	171,50	99,77	71,72	1,466	8,812	-31,141	0,0350	0,210	-0,743	92,3
	995,300	106,88	99,77	7,11	1,761	-7,226	-54,624	0,0420	-0,172	-1,304	92,3
	995,400	176,05	99,78	76,28	0,020	-2,113	81,917	4,8750E-4	-0,050	1,956	92,3
	995,500	196,60	99,78	96,82	1,338	9,158	-21,245	0,0320	0,219	-0,507	92,3
	995,600	106,45	99,77	6,68	1,852	-6,362	-62,164	0,0442	-0,152	-1,484	92,3
	995,700	150,78	99,78	51,00	0,066	-3,275	78,226	0,0016	-0,078	1,867	92,3
	995,800	192,58	99,78	92,80	1,197	9,283	-9,935	0,0286	0,222	-0,237	92,3
	995,900	112,13	99,77	12,36	1,923	-5,262	-68,408	0,0459	-0,126	-1,633	92,4
	996,000	155,45	99,77	55,67	0,145	-4,398	71,982	0,0035	-0,105	1,718	92,4
	996,100	208,60	99,78	108,82	1,043	9,134	2,121	0,0249	0,218	0,051	92,4
	996,200	110,40	99,77	10,63	1,971	-3,974	-72,806	0,0471	-0,095	-1,738	92,4
	996,300	132,78	99,77	33,00	0,248	-5,427	63,578	0,0059	-0,130	1,518	92,4
	996,400	206,42	99,78	106,64	0,886	8,741	13,862	0,0212	0,209	0,331	92,4
	996,500	123,36	99,77	23,59	1,996	-2,655	-74,809	0,0477	-0,063	-1,786	92,4
	996,600	137,56	99,77	37,78	0,355	-6,220	54,467	0,0085	-0,148	1,300	92,4
	996,700	203,05	99,78	103,27	0,752	8,239	24,072	0,0180	0,197	0,575	92,4
	996,800	119,30	99,77	19,53	2,003	-1,406	-75,870	0,0478	-0,034	-1,811	92,4
	996,900	142,49	99,77	42,71	0,471	-6,935	45,200	0,0113	-0,166	1,079	92,4
	997,000	211,19	99,78	111,41	0,616	7,634	34,872	0,0147	0,182	0,833	92,4
	997,100	116,51	99,77	16,74	1,998	0,039	-76,262	0,0477	9,375E-4	-1,821	92,4
	997,200	122,98	99,77	23,21	0,624	-7,618	33,654	0,0149	-0,182	0,803	92,4
	997,300	210,90	99,78	111,12	0,474	6,770	46,142	0,0113	0,162	1,102	92,4
	997,400	135,37	99,77	35,61	1,978	1,610	-74,691	0,0472	0,038	-1,783	92,4
	997,500	126,24	99,77	26,47	0,796	-8,168	20,656	0,0190	-0,195	0,493	92,4
	997,600	205,62	99,78	105,84	0,344	5,741	56,077	0,0082	0,137	1,339	92,4
	997,700	130,54	99,77	30,77	1,945	3,047	-71,432	0,0464	0,073	-1,705	92,4
	997,800	112,78	99,77	13,01	0,953	-8,545	8,404	0,0228	-0,204	0,201	92,4
	997,900	208,21	99,78	108,44	0,236	4,728	64,363	0,0056	0,113	1,537	92,4
	998,000	153,66	99,77	53,89	1,899	4,328	-67,348	0,0453	0,103	-1,608	92,4
	998,100	115,41	99,77	15,64	1,101	-8,741	-3,102	0,0263	-0,209	-0,074	92,4
	998,200	192,27	99,78	92,50	0,151	3,707	71,039	0,0036	0,088	1,696	92,4
	998,300	147,37	99,77	47,60	1,843	5,466	-62,636	0,0440	0,130	-1,495	92,4
	998,400	107,62	99,77	7,85	1,244	-8,820	-14,176	0,0297	-0,211	-0,338	92,4
	998,500	196,60	99,77	96,82	0,079	2,631	77,205	0,0019	0,063	1,843	92,4
	998,600	174,59	99,77	74,82	1,770	6,621	-56,784	0,0423	0,158	-1,356	92,4
	998,700	108,50	99,77	8,73	1,403	-8,726	-26,193	0,0335	-0,208	-0,625	92,4
	998,800	200,19	99,78	100,41	0,025	1,382	81,681	6,0000E-4	0,033	1,950	92,4
	998,900	169,60	99,77	69,83	1,679	7,611	-48,970	0,0401	0,182	-1,169	92,4
	999,000	109,66	99,77	9,89	1,547	-8,412	-37,503	0,0369	-0,201	-0,895	92,4
	999,100	177,95	99,77	78,17	-0,003	0,110	84,038	-7,5000E-5	0,003	2,006	92,4
	999,200	164,51	99,77	64,73	1,569	8,396	-39,780	0,0375	0,200	-0,950	92,4
	999,300	106,42	99,77	6,65	1,676	-7,846	-47,517	0,0400	-0,187	-1,134	92,4
	999,400	183,12	99,78	83,34	4,219E-15	-1,107	83,370	1,8735E-16	-0,026	1,990	92,4
	999,500	189,52	99,78	89,74	1,455	8,828	-30,277	0,0347	0,211	-0,723	92,4
	999,600	106,49	99,77	6,72	1,766	-7,163	-54,899	0,0422	-0,171	-1,311	92,4
	999,700	158,89	99,77	59,12	0,022	-2,152	81,446	5,2500E-4	-0,051	1,944	92,4
	999,800	183,87	99,77	84,10	1,335	9,126	-21,009	0,0319	0,218	-0,502	92,4
	999,900	109,06	99,77	9,29	1,847	-6,354	-61,615	0,0441	-0,152	-1,471	92,4
	1000,000	164,78	99,77	65,00	0,064	-3,197	77,990	0,0015	-0,076	1,862	92,4
	1000,100	204,31	99,78	104,53	1,208	9,244	-10,878	0,0288	0,221	-0,260	92,4
	1000,200	107,83	99,77	8,06	1,913	-5,372	-67,466	0,0457	-0,128	-1,611	92,4
	1000,300	140,54	99,77	40,77	0,134	-4,249	72,610	0,0032	-0,101	1,733	92,4
	1000,400	201,11	99,77	101,34	1,063	9,150	0,393	0,0254	0,218	0,009	92,4
	1000,500	117,72	99,77	17,96	1,963	-4,170	-72,139	0,0469	-0,100	-1,722	92,4
	1000,600	144,78	99,77	45,01	0,229	-5,278	64,992	0,0055	-0,126	1,552	92,4
	1000,700	197,71	99,77	97,94	0,908	8,828	12,409	0,0217	0,211	0,296	92,4
	1000,800	115,15	99,77	15,38	1,995	-2,796	-75,006	0,0476	-0,067	-1,791	92,4
	1000,900	149,59	99,77	49,81	0,349	-6,173	55,371	0,0083	-0,147	1,322	92,4
	1001,000	210,13	99,77	110,36	0,760	8,278	23,523	0,0182	0,198	0,562	92,4
	1001,100	112,25	99,77	12,48	2,004	-1,469	-75,870	0,0479	-0,035	-1,811	92,4
	1001,200	128,99	99,77	29,22	0,467	-6,896	45,671	0,0111	-0,165	1,090	92,4
	1001,300	208,39	99,78	108,61	0,625	7,665	33,811	0,0149	0,183	0,807	92,4
	1001,400	126,92	99,77	27,15	2,000	-0,134	-75,909	0,0477	-0,003	-1,812	92,4
	1001,500	133,52	99,77	33,75	0,598	-7,516	35,304	0,0143	-0,179	0,843	92,4
	1001,600	209,60	99,78	109,82	0,496	6,927	44,061	0,0119	0,165	1,052	92,5
