	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)
	422,600	105,12	99,78	5,34	1,576	-8,302	-40,369	0,0376	-0,198	-0,964	64,1
	422,700	176,93	99,78	77,14	-0,003	-0,306	84,587	-7,5000E-5	-0,007	2,019	64,2
	422,800	186,49	99,78	86,71	1,514	8,616	-36,011	0,0362	0,206	-0,860	64,2
	422,900	105,11	99,78	5,33	1,720	-7,508	-52,347	0,0411	-0,179	-1,250	64,2
	423,000	151,11	99,78	51,33	0,013	-1,854	83,449	3,0000E-4	-0,044	1,992	64,2
	423,100	184,80	99,78	85,02	1,349	9,181	-22,698	0,0322	0,219	-0,542	64,2
	423,200	109,55	99,78	9,77	1,849	-6,393	-63,146	0,0441	-0,153	-1,507	64,2
	423,300	153,34	99,78	53,55	0,071	-3,448	78,618	0,0017	-0,082	1,877	64,2
	423,400	202,52	99,78	102,74	1,159	9,331	-7,383	0,0277	0,223	-0,176	64,3
	423,500	108,77	99,77	9,00	1,937	-4,924	-70,961	0,0462	-0,118	-1,694	64,3
	423,600	155,73	99,78	55,95	0,174	-4,862	69,979	0,0042	-0,116	1,671	64,3
	423,700	201,68	99,78	101,90	0,964	9,071	8,207	0,0230	0,217	0,196	64,3
	423,800	108,11	99,77	8,33	1,989	-3,220	-76,027	0,0475	-0,077	-1,815	64,3
	423,900	131,74	99,78	31,95	0,320	-6,134	58,198	0,0077	-0,146	1,389	64,4
	424,000	200,45	99,78	100,67	0,762	8,419	23,758	0,0182	0,201	0,567	64,4
	424,100	121,25	99,77	21,48	2,004	-1,382	-77,754	0,0479	-0,033	-1,856	64,4
	424,200	134,04	99,78	34,26	0,485	-7,131	44,689	0,0116	-0,170	1,067	64,4
	424,300	204,41	99,79	104,62	0,578	7,556	38,053	0,0138	0,180	0,908	64,4
	424,400	119,16	99,78	19,39	1,996	0,479	-77,440	0,0477	0,011	-1,849	64,4
	424,500	116,48	99,77	16,70	0,674	-7,933	29,806	0,0161	-0,189	0,712	64,4
	424,600	204,88	99,78	105,09	0,410	6,440	51,522	0,0098	0,154	1,230	64,4
	424,700	141,18	99,78	41,40	1,962	2,372	-74,809	0,0468	0,057	-1,786	64,5
	424,800	117,75	99,78	17,97	0,884	-8,522	13,587	0,0211	-0,203	0,324	64,5
	424,900	192,38	99,78	92,60	0,258	5,089	63,735	0,0062	0,122	1,522	64,5
	425,000	139,07	99,78	39,30	1,902	4,225	-69,665	0,0454	0,101	-1,663	64,5
	425,100	107,30	99,78	7,52	1,103	-8,844	-3,299	0,0263	-0,211	-0,079	64,5
	425,200	194,05	99,78	94,27	0,134	3,566	73,906	0,0032	0,085	1,764	64,5
	425,300	167,14	99,78	67,36	1,816	5,938	-62,125	0,0434	0,142	-1,483	64,5
	425,400	107,78	99,77	8,01	1,321	-8,859	-19,988	0,0315	-0,212	-0,477	64,6
	425,500	195,76	99,78	95,98	0,044	1,940	80,778	0,0011	0,046	1,928	64,6
	425,600	164,37	99,78	64,59	1,709	7,296	-52,425	0,0408	0,174	-1,252	64,6
	425,700	108,50	99,77	8,73	1,503	-8,545	-34,636	0,0359	-0,204	-0,827	64,6
	425,800	173,40	99,78	73,62	-5,773E-15	0,369	84,195	4,8572E-17	0,009	2,010	64,6
	425,900	160,97	99,78	61,19	1,577	8,294	-41,273	0,0377	0,198	-0,985	64,6
	426,000	105,15	99,77	5,38	1,659	-7,885	-47,202	0,0396	-0,188	-1,127	64,6
	426,100	176,42	99,78	76,64	-5,773E-15	-1,147	84,273	4,1633E-17	-0,027	2,012	64,7
	426,200	187,59	99,78	87,81	1,429	8,969	-29,060	0,0341	0,214	-0,694	64,7
	426,300	105,15	99,77	5,38	1,794	-6,959	-58,316	0,0428	-0,166	-1,392	64,7
	426,400	150,47	99,78	50,69	0,038	-2,694	81,328	9,0000E-4	-0,064	1,942	64,7
	426,500	185,36	99,78	85,58	1,255	9,307	-15,001	0,0300	0,222	-0,358	64,7
	426,600	109,76	99,77	9,99	1,899	-5,694	-67,309	0,0453	-0,136	-1,607	64,7
	426,700	153,20	99,78	53,42	0,116	-4,155	74,691	0,0028	-0,099	1,783	64,7
	426,800	202,70	99,78	102,92	1,068	9,244	-0,039	0,0255	0,221	-9,375E-4	64,7
	426,900	108,81	99,77	9,04	1,965	-4,163	-73,474	0,0469	-0,099	-1,754	64,8
	427,000	130,16	99,77	30,39	0,236	-5,451	64,913	0,0056	-0,130	1,550	64,8
	427,100	201,59	99,78	101,81	0,875	8,820	15,080	0,0209	0,211	0,360	64,8
	427,200	122,95	99,77	23,18	2,000	-2,435	-76,969	0,0477	-0,058	-1,837	64,8
	427,300	132,22	99,78	32,44	0,388	-6,574	52,582	0,0093	-0,157	1,255	64,8
	427,400	203,98	99,78	104,20	0,685	8,082	29,688	0,0164	0,193	0,709	64,8
	427,500	120,67	99,78	20,90	2,004	-0,636	-77,676	0,0479	-0,015	-1,854	64,8
	427,600	134,93	99,78	35,15	0,558	-7,453	38,877	0,0133	-0,178	0,928	64,8
	427,700	204,64	99,78	104,85	0,514	7,139	43,315	0,0123	0,170	1,034	64,9
	427,800	118,78	99,77	19,00	1,985	1,210	-76,655	0,0474	0,029	-1,830	64,9
	427,900	116,82	99,77	17,04	0,756	-8,192	23,641	0,0180	-0,196	0,564	64,9
	428,000	205,02	99,78	105,24	0,347	5,938	56,588	0,0083	0,142	1,351	64,9
	428,100	140,66	99,78	40,88	1,943	3,126	-73,121	0,0464	0,075	-1,746	64,9
	428,200	118,13	99,77	18,36	0,972	-8,687	6,912	0,0232	-0,207	0,165	64,9
	428,300	193,00	99,78	93,22	0,206	4,508	67,898	0,0049	0,108	1,621	64,9
	428,400	138,40	99,78	38,63	1,874	4,893	-66,995	0,0447	0,117	-1,599	64,9
	428,500	107,48	99,77	7,71	1,184	-8,891	-9,543	0,0283	-0,212	-0,228	65,0
	428,600	194,91	99,78	95,13	0,096	2,985	76,812	0,0023	0,071	1,834	65,0
	428,700	166,07	99,77	66,29	1,781	6,472	-58,866	0,0425	0,155	-1,405	65,0
	428,800	108,06	99,77	8,29	1,390	-8,789	-25,525	0,0332	-0,210	-0,609	65,0
	428,900	171,82	99,78	72,05	0,024	1,367	82,310	5,6250E-4	0,033	1,965	65,0
	429,000	162,75	99,78	62,97	1,663	7,673	-48,498	0,0397	0,183	-1,158	65,0
	429,100	105,26	99,77	5,49	1,558	-8,333	-39,074	0,0372	-0,199	-0,933	65,1
	429,200	174,93	99,78	75,15	-0,003	-0,141	84,470	-7,5000E-5	-0,003	2,017	65,1
	429,300	188,98	99,78	89,20	1,530	8,561	-37,346	0,0365	0,204	-0,892	65,1
	429,400	105,15	99,77	5,38	1,709	-7,611	-51,287	0,0408	-0,182	-1,224	65,1
	429,500	177,57	99,78	77,80	0,008	-1,696	83,684	1,8750E-4	-0,041	1,998	65,1
	429,600	186,57	99,78	86,80	1,370	9,126	-24,269	0,0327	0,218	-0,579	65,1
	429,700	105,17	99,77	5,39	1,833	-6,550	-61,811	0,0438	-0,156	-1,476	65,1
	429,800	151,69	99,78	51,91	0,060	-3,236	79,443	0,0014	-0,077	1,897	65,2
	429,900	184,51	99,78	84,73	1,186	9,338	-9,503	0,0283	0,223	-0,227	65,2
	430,000	109,40	99,77	9,63	1,927	-5,137	-69,940	0,0460	-0,123	-1,670	65,2
	430,100	154,35	99,78	54,57	0,159	-4,650	71,236	0,0038	-0,111	1,701	65,2
	430,200	202,36	99,78	102,58	0,997	9,111	5,655	0,0238	0,218	0,135	65,2
	430,300	108,60	99,77	8,83	1,981	-3,519	-75,084	0,0473	-0,084	-1,793	65,2
	430,400	130,82	99,78	31,05	0,294	-5,906	60,358	0,0070	-0,141	1,441	65,2
	430,500	200,99	99,78	101,21	0,800	8,553	20,656	0,0191	0,204	0,493	65,2
	430,600	121,90	99,77	22,12	2,004	-1,775	-77,323	0,0479	-0,042	-1,846	65,3
	430,700	133,41	99,78	33,63	0,445	-6,912	47,713	0,0106	-0,165	1,139	65,3
	430,800	204,37	99,78	104,58	0,622	7,768	34,754	0,0149	0,185	0,830	65,3
	430,900	119,92	99,77	20,15	1,998	0,039	-77,754	0,0477	9,375E-4	-1,856	65,3
	431,000	115,86	99,78	16,08	0,630	-7,783	33,301	0,0150	-0,186	0,795	65,3
	431,100	204,84	99,78	105,06	0,441	6,699	48,930	0,0105	0,160	1,168	65,3
	431,200	142,47	99,77	42,70	1,970	2,003	-75,555	0,0470	0,048	-1,804	65,3
	431,300	117,34	99,77	17,56	0,842	-8,412	16,847	0,0201	-0,201	0,402	65,4
	431,400	191,86	99,78	92,08	0,287	5,372	61,300	0,0069	0,128	1,463	65,4
	431,500	140,12	99,77	40,35	1,916	3,848	-70,804	0,0458	0,092	-1,690	65,4
	431,600	118,60	99,77	18,82	1,057	-8,789	0,275	0,0252	-0,210	0,007	65,4
	431,700	193,61	99,78	93,83	0,159	3,903	71,825	0,0038	0,093	1,715	65,4
	431,800	138,05	99,78	38,28	1,838	5,576	-63,971	0,0439	0,133	-1,527	65,4
	431,900	107,59	99,77	7,82	1,274	-8,891	-16,376	0,0304	-0,212	-0,391	65,4
	432,000	195,38	99,78	95,60	0,060	2,301	79,325	0,0014	0,055	1,894	65,4
	432,100	164,96	99,77	65,19	1,734	6,974	-54,664	0,0414	0,166	-1,305	65,5
	432,200	108,37	99,77	8,60	1,455	-8,632	-30,866	0,0347	-0,206	-0,737	65,5
	432,300	173,05	99,78	73,28	0,008	0,801	83,449	1,8750E-4	0,019	1,992	65,5
	432,400	161,62	99,77	61,84	1,615	8,058	-44,414	0,0386	0,192	-1,060	65,5
	432,500	105,17	99,77	5,40	1,619	-8,082	-44,100	0,0387	-0,193	-1,053	65,5
	432,600	175,66	99,78	75,88	-0,002	-0,762	84,548	-3,7500E-5	-0,018	2,018	65,5
	432,700	188,39	99,78	88,61	1,467	8,828	-32,280	0,0350	0,211	-0,771	65,6
	432,800	105,14	99,77	5,37	1,764	-7,218	-55,724	0,0421	-0,172	-1,330	65,6
	432,900	150,02	99,77	50,25	0,024	-2,317	82,349	5,6250E-4	-0,055	1,966	65,6
	433,000	186,09	99,78	86,31	1,301	9,252	-18,614	0,0311	0,221	-0,444	65,6
	433,100	110,03	99,77	10,26	1,874	-6,040	-65,188	0,0447	-0,144	-1,556	65,6
	433,200	152,71	99,78	52,93	0,093	-3,786	76,655	0,0022	-0,090	1,830	65,6
	433,300	203,08	99,78	103,30	1,117	9,291	-3,809	0,0267	0,222	-0,091	65,6
	433,400	109,23	99,77	9,46	1,951	-4,547	-72,335	0,0466	-0,109	-1,727	65,7
	433,500	129,29	99,77	29,52	0,207	-5,176	67,348	0,0050	-0,124	1,608	65,7
	433,600	201,98	99,78	102,19	0,916	8,922	11,506	0,0219	0,213	0,275	65,7
	433,700	108,13	99,77	8,36	1,992	-2,875	-75,948	0,0476	-0,069	-1,813	65,7
	433,800	132,07	99,78	32,30	0,341	-6,267	55,960	0,0081	-0,150	1,336	65,7
	433,900	200,55	99,78	100,77	0,738	8,317	25,525	0,0176	0,199	0,609	65,7
	434,000	121,02	99,77	21,25	2,004	-1,162	-77,872	0,0479	-0,028	-1,859	65,7
	434,100	134,16	99,77	34,39	0,506	-7,257	42,961	0,0121	-0,173	1,026	65,7
	434,200	204,66	99,78	104,87	0,553	7,430	40,369	0,0132	0,177	0,964	65,8
	434,300	119,66	99,77	19,89	1,992	0,817	-77,480	0,0476	0,020	-1,850	65,8
	434,400	116,17	99,78	16,39	0,716	-8,066	26,782	0,0171	-0,193	0,639	65,8
	434,500	205,08	99,78	105,30	0,379	6,173	54,193	0,0090	0,147	1,294	65,8
	434,600	142,08	99,77	42,31	1,951	2,772	-73,906	0,0466	0,066	-1,764	65,8
	434,700	117,55	99,77	17,77	0,933	-8,608	9,975	0,0223	-0,206	0,238	65,8
	434,800	192,30	99,78	92,52	0,229	4,767	66,091	0,0055	0,114	1,578	65,8
	434,900	139,89	99,77	40,11	1,887	4,610	-68,212	0,0450	0,110	-1,628	65,9
	435,000	107,15	99,77	7,38	1,151	-8,875	-6,872	0,0275	-0,212	-0,164	65,9
	435,100	194,14	99,78	94,36	0,112	3,236	75,163	0,0027	0,077	1,794	65,9
	435,200	167,05	99,77	67,28	1,799	6,158	-60,240	0,0429	0,147	-1,438	65,9
	435,300	107,90	99,77	8,13	1,343	-8,812	-22,070	0,0321	-0,210	-0,527	65,9
	435,400	171,13	99,78	71,35	0,036	1,744	81,250	8,6250E-4	0,042	1,940	65,9
	435,500	164,05	99,78	64,28	1,692	7,438	-51,051	0,0404	0,178	-1,219	65,9
	435,600	108,63	99,78	8,86	1,524	-8,467	-36,364	0,0364	-0,202	-0,868	66,0
	435,700	173,82	99,78	74,04	-0,002	0,165	84,509	-3,7500E-5	0,004	2,017	66,0
	435,800	161,47	99,78	61,69	1,557	8,435	-39,623	0,0372	0,201	-0,946	66,0
	435,900	105,21	99,77	5,43	1,685	-7,760	-49,402	0,0402	-0,185	-1,179	66,0
	436,000	176,09	99,78	76,30	0,005	-1,445	84,155	1,1250E-4	-0,035	2,009	66,0
	436,100	188,45	99,78	88,68	1,396	9,071	-26,429	0,0333	0,217	-0,631	66,0
	436,200	105,23	99,77	5,46	1,819	-6,731	-60,436	0,0434	-0,161	-1,443	66,0
	436,300	150,11	99,78	50,33	0,050	-3,016	80,307	0,0012	-0,072	1,917	66,1
	436,400	186,42	99,78	86,64	1,216	9,331	-11,702	0,0290	0,223	-0,279	66,1
	436,500	110,24	99,77	10,46	1,916	-5,356	-69,115	0,0458	-0,128	-1,650	66,1
	436,600	152,31	99,78	52,53	0,145	-4,492	72,532	0,0035	-0,107	1,732	66,1
	436,700	203,19	99,78	103,41	1,018	9,150	3,731	0,0243	0,218	0,089	66,1
	436,800	109,19	99,77	9,42	1,974	-3,746	-74,495	0,0471	-0,089	-1,778	66,1
	436,900	129,37	99,78	29,60	0,269	-5,749	62,086	0,0064	-0,137	1,482	66,1
	437,000	202,33	99,78	102,55	0,825	8,671	18,928	0,0197	0,207	0,452	66,2
	437,100	123,86	99,77	24,08	2,003	-1,963	-77,597	0,0478	-0,047	-1,852	66,2
	437,200	131,37	99,78	31,59	0,432	-6,849	49,009	0,0103	-0,164	1,170	66,2
	437,300	203,87	99,78	104,08	0,633	7,838	34,008	0,0151	0,187	0,812	66,2
	437,400	121,99	99,77	22,22	2,000	-0,047	-77,951	0,0477	-0,001	-1,861	66,2
	437,500	114,50	99,78	14,72	0,624	-7,752	33,929	0,0149	-0,185	0,810	66,2
	437,600	204,48	99,78	104,70	0,449	6,739	48,577	0,0107	0,161	1,160	66,2
	437,700	120,55	99,78	20,77	1,971	1,963	-75,830	0,0471	0,047	-1,810	66,2
	437,800	115,62	99,78	15,84	0,842	-8,427	17,043	0,0201	-0,201	0,407	66,3
	437,900	204,91	99,78	105,12	0,286	5,372	61,654	0,0068	0,128	1,472	66,3
	438,000	143,57	99,78	43,80	1,916	3,903	-70,882	0,0458	0,093	-1,692	66,3
	438,100	116,90	99,78	17,13	1,067	-8,804	-0,236	0,0255	-0,210	-0,006	66,3
	438,200	191,58	99,78	91,80	0,156	3,856	71,707	0,0037	0,092	1,712	66,3
	438,300	140,54	99,77	40,76	1,838	5,537	-63,657	0,0439	0,132	-1,520	66,3
	438,400	107,07	99,77	7,30	1,263	-8,875	-15,787	0,0302	-0,212	-0,377	66,3
	438,500	193,57	99,78	93,79	0,063	2,380	78,972	0,0015	0,057	1,885	66,3
	438,600	167,87	99,78	68,10	1,739	6,919	-55,135	0,0415	0,165	-1,316	66,4
	438,700	107,72	99,78	7,95	1,447	-8,647	-30,277	0,0345	-0,206	-0,723	66,4
	438,800	170,51	99,78	70,72	0,009	0,864	83,409	2,2500E-4	0,021	1,991	66,4
	438,900	165,04	99,78	65,26	1,619	8,035	-44,886	0,0387	0,192	-1,072	66,4
	439,000	105,46	99,78	5,69	1,616	-8,113	-43,865	0,0386	-0,194	-1,047	66,4
	439,100	172,90	99,78	73,12	-0,003	-0,738	84,745	-7,5000E-5	-0,018	2,023	66,4
	439,200	191,31	99,78	91,53	1,469	8,836	-32,398	0,0351	0,211	-0,773	66,5
	439,300	105,34	99,78	5,57	1,764	-7,218	-55,763	0,0421	-0,172	-1,331	66,5
	439,400	147,05	99,78	47,27	0,025	-2,317	82,310	6,0000E-4	-0,055	1,965	66,5
	439,500	189,09	99,78	89,31	1,301	9,244	-18,653	0,0311	0,221	-0,445	66,5
	439,600	105,21	99,77	5,44	1,874	-6,048	-65,110	0,0447	-0,144	-1,554	66,5
	439,700	149,68	99,78	49,90	0,091	-3,778	76,616	0,0022	-0,090	1,829	66,5
	439,800	186,19	99,78	86,42	1,118	9,276	-4,202	0,0267	0,221	-0,100	66,5
	439,900	110,10	99,78	10,32	1,946	-4,618	-71,550	0,0465	-0,110	-1,708	66,5
	440,000	152,97	99,78	53,19	0,195	-5,034	67,937	0,0046	-0,120	1,622	66,6
	440,100	203,15	99,78	103,37	0,939	8,969	9,817	0,0224	0,214	0,234	66,6
	440,200	108,91	99,77	9,14	1,989	-3,071	-75,712	0,0475	-0,073	-1,807	66,6
	440,300	130,11	99,78	30,33	0,325	-6,173	57,334	0,0078	-0,147	1,369	66,6
	440,400	201,98	99,78	102,19	0,754	8,396	24,465	0,0180	0,200	0,584	66,6
	440,500	123,22	99,78	23,45	2,004	-1,280	-77,990	0,0478	-0,031	-1,862	66,6
	440,600	132,12	99,78	32,34	0,498	-7,202	43,747	0,0119	-0,172	1,044	66,6
	440,700	204,12	99,78	104,34	0,564	7,469	39,584	0,0135	0,178	0,945	66,7
	440,800	121,55	99,77	21,78	1,992	0,715	-77,519	0,0475	0,017	-1,851	66,7
	440,900	114,93	99,78	15,15	0,707	-8,035	27,567	0,0169	-0,192	0,658	66,7
	441,000	204,76	99,78	104,98	0,385	6,228	53,761	0,0092	0,149	1,283	66,7
	441,100	144,98	99,78	45,20	1,953	2,717	-74,142	0,0466	0,065	-1,770	66,7
	441,200	116,09	99,78	16,32	0,928	-8,600	10,485	0,0222	-0,205	0,250	66,7
	441,300	190,50	99,78	90,72	0,232	4,814	65,424	0,0055	0,115	1,562	66,7
	441,400	141,91	99,78	42,13	1,891	4,485	-68,290	0,0451	0,107	-1,630	66,7
	441,500	106,88	99,77	7,10	1,129	-8,844	-5,301	0,0270	-0,211	-0,127	66,7
	441,600	193,03	99,78	93,25	0,123	3,424	74,024	0,0029	0,082	1,767	66,8
	441,700	138,66	99,78	38,88	1,814	5,961	-61,379	0,0433	0,142	-1,465	66,8
	441,800	107,56	99,77	7,79	1,315	-8,851	-20,028	0,0314	-0,211	-0,478	66,8
	441,900	195,04	99,79	95,25	0,044	1,956	80,700	0,0010	0,047	1,927	66,8
	442,000	166,26	99,78	66,48	1,706	7,289	-52,386	0,0407	0,174	-1,251	66,8
	442,100	108,18	99,78	8,41	1,502	-8,522	-34,558	0,0358	-0,203	-0,825	66,8
	442,200	172,04	99,78	72,25	0,002	0,377	84,234	3,7500E-5	0,009	2,011	66,9
	442,300	163,61	99,78	63,83	1,577	8,325	-41,273	0,0376	0,199	-0,985	66,9
	442,400	105,38	99,78	5,61	1,667	-7,878	-47,831	0,0398	-0,188	-1,142	66,9
	442,500	174,57	99,78	74,79	0,002	-1,241	84,430	3,7500E-5	-0,030	2,016	66,9
	442,600	190,13	99,78	90,35	1,418	9,009	-28,235	0,0339	0,215	-0,674	66,9
	442,700	105,28	99,77	5,51	1,803	-6,888	-58,944	0,0430	-0,164	-1,407	66,9
	442,800	148,70	99,78	48,92	0,041	-2,780	80,896	9,7500E-4	-0,066	1,931	66,9
	442,900	187,40	99,78	87,62	1,247	9,291	-14,334	0,0298	0,222	-0,342	66,9
	443,000	110,63	99,77	10,85	1,899	-5,647	-67,230	0,0453	-0,135	-1,605	67,0
	443,100	151,76	99,78	51,98	0,118	-4,155	74,338	0,0028	-0,099	1,775	67,0
	443,200	203,68	99,78	103,90	1,068	9,221	-0,196	0,0255	0,220	-0,005	67,0
	443,300	109,33	99,77	9,56	1,962	-4,194	-73,003	0,0468	-0,100	-1,743	67,0
	443,400	129,28	99,78	29,50	0,229	-5,380	65,188	0,0055	-0,128	1,556	67,0
	443,500	202,47	99,78	102,69	0,886	8,844	14,176	0,0211	0,211	0,338	67,0
	443,600	123,98	99,77	24,21	1,998	-2,545	-76,851	0,0477	-0,061	-1,835	67,0
	443,700	131,42	99,78	31,64	0,377	-6,527	53,368	0,0090	-0,156	1,274	67,0
	443,800	201,40	99,78	101,61	0,693	8,129	29,295	0,0165	0,194	0,699	67,0
	443,900	122,16	99,78	22,39	2,003	-0,668	-77,951	0,0478	-0,016	-1,861	67,1
	444,000	133,62	99,78	33,84	0,559	-7,461	38,956	0,0133	-0,178	0,930	67,1
	444,100	204,77	99,78	104,98	0,511	7,124	43,668	0,0122	0,170	1,042	67,1
	444,200	120,33	99,77	20,56	1,984	1,272	-76,616	0,0474	0,030	-1,829	67,1
	444,300	116,03	99,77	16,26	0,765	-8,200	23,051	0,0183	-0,196	0,550	67,1
	444,400	205,36	99,78	105,58	0,344	5,883	56,667	0,0082	0,140	1,353	67,1
	444,500	142,47	99,77	42,70	1,942	3,134	-72,806	0,0463	0,075	-1,738	67,1
	444,600	117,47	99,77	17,70	0,971	-8,679	6,951	0,0232	-0,207	0,166	67,1
	444,700	192,51	99,78	92,73	0,206	4,524	67,466	0,0049	0,108	1,611	67,2
	444,800	139,36	99,77	39,59	1,876	4,814	-66,955	0,0448	0,115	-1,598	67,2
	444,900	107,35	99,77	7,58	1,169	-8,867	-8,561	0,0279	-0,212	-0,204	67,2
	445,000	194,78	99,78	95,01	0,102	3,102	75,909	0,0024	0,074	1,812	67,2
	445,100	166,79	99,77	67,02	1,789	6,315	-59,533	0,0427	0,151	-1,421	67,2
	445,200	108,04	99,77	8,27	1,365	-8,804	-23,915	0,0326	-0,210	-0,571	67,2
	445,300	171,38	99,78	71,60	0,028	1,532	82,231	6,7500E-4	0,037	1,963	67,2
	445,400	164,63	99,77	64,86	1,671	7,642	-49,519	0,0399	0,182	-1,182	67,3
	445,500	105,46	99,77	5,68	1,557	-8,372	-38,877	0,0372	-0,200	-0,928	67,3
	445,600	173,62	99,78	73,84	-0,003	-0,134	84,784	-7,5000E-5	-0,003	2,024	67,3
	445,700	162,03	99,78	62,25	1,530	8,584	-37,385	0,0365	0,205	-0,892	67,3
	445,800	105,30	99,77	5,53	1,714	-7,611	-51,404	0,0409	-0,182	-1,227	67,3
	445,900	176,59	99,78	76,81	0,008	-1,696	83,684	1,8750E-4	-0,041	1,998	67,3
	446,000	188,40	99,78	88,62	1,374	9,126	-24,426	0,0328	0,218	-0,583	67,3
	446,100	105,25	99,77	5,48	1,833	-6,582	-61,497	0,0438	-0,157	-1,468	67,3
	446,200	150,75	99,77	50,98	0,058	-3,173	79,365	0,0014	-0,076	1,895	67,4
	446,300	185,23	99,78	85,45	1,199	9,291	-10,524	0,0286	0,222	-0,251	67,4
	446,400	109,66	99,77	9,89	1,916	-5,278	-68,762	0,0457	-0,126	-1,642	67,4
	446,500	154,25	99,78	54,47	0,143	-4,461	72,178	0,0034	-0,107	1,723	67,4
	446,600	202,91	99,78	103,14	1,024	9,158	3,377	0,0244	0,219	0,081	67,4
	446,700	108,72	99,77	8,96	1,974	-3,786	-74,495	0,0471	-0,090	-1,778	67,4
	446,800	130,61	99,78	30,84	0,267	-5,741	62,361	0,0064	-0,137	1,489	67,4
	446,900	201,96	99,78	102,18	0,826	8,687	18,850	0,0197	0,207	0,450	67,5
	447,000	122,84	99,77	23,06	2,004	-1,971	-77,676	0,0478	-0,047	-1,854	67,5
	447,100	132,71	99,78	32,93	0,432	-6,849	49,048	0,0103	-0,163	1,171	67,5
	447,200	204,51	99,78	104,73	0,635	7,838	34,008	0,0151	0,187	0,812	67,5
	447,300	121,09	99,77	21,32	2,000	-0,047	-77,872	0,0477	-0,001	-1,859	67,5
	447,400	115,34	99,77	15,57	0,625	-7,736	33,929	0,0149	-0,185	0,810	67,5
	447,500	205,13	99,78	105,36	0,452	6,739	48,223	0,0108	0,161	1,151	67,5
	447,600	143,97	99,77	44,20	1,973	1,909	-75,595	0,0471	0,046	-1,805	67,5
	447,700	116,88	99,77	17,11	0,834	-8,380	17,711	0,0199	-0,200	0,423	67,6
	447,800	205,61	99,78	105,83	0,297	5,451	60,201	0,0071	0,130	1,437	67,6
	447,900	140,62	99,77	40,85	1,924	3,660	-71,039	0,0459	0,087	-1,696	67,6
	448,000	118,52	99,78	18,75	1,029	-8,757	2,317	0,0246	-0,209	0,055	67,6
	448,100	193,86	99,78	94,08	0,173	4,123	70,332	0,0041	0,098	1,679	67,6
	448,200	138,08	99,77	38,31	1,854	5,309	-65,110	0,0442	0,127	-1,554	67,6
	448,300	107,72	99,77	7,95	1,235	-8,899	-13,509	0,0295	-0,212	-0,323	67,6
	448,400	195,63	99,78	95,85	0,074	2,608	78,422	0,0018	0,062	1,872	67,6
	448,500	165,46	99,77	65,69	1,756	6,786	-56,588	0,0419	0,162	-1,351	67,6
	448,600	108,45	99,77	8,67	1,431	-8,710	-28,942	0,0342	-0,208	-0,691	67,7
	448,700	172,80	99,78	73,02	0,014	0,997	83,409	3,3750E-4	0,024	1,991	67,7
	448,800	163,13	99,78	63,35	1,630	7,972	-45,828	0,0389	0,190	-1,094	67,7
	448,900	105,33	99,77	5,56	1,608	-8,168	-42,844	0,0384	-0,195	-1,023	67,7
	449,000	175,71	99,78	75,93	-0,003	-0,597	84,666	-7,5000E-5	-0,014	2,021	67,7
	449,100	189,24	99,78	89,46	1,489	8,765	-33,811	0,0356	0,209	-0,807	67,7
	449,200	105,29	99,77	5,52	1,750	-7,359	-54,428	0,0418	-0,176	-1,299	67,7
	449,300	149,88	99,78	50,10	0,017	-2,121	82,742	4,1250E-4	-0,051	1,975	67,8
	449,400	186,15	99,78	86,38	1,326	9,189	-20,617	0,0317	0,219	-0,492	67,8
	449,500	110,05	99,77	10,27	1,855	-6,244	-63,382	0,0443	-0,149	-1,513	67,8
	449,600	153,33	99,78	53,55	0,077	-3,487	77,715	0,0018	-0,083	1,855	67,8
	449,700	183,29	99,78	83,52	1,158	9,299	-7,147	0,0276	0,222	-0,171	67,8
	449,800	109,01	99,77	9,24	1,937	-4,917	-70,804	0,0462	-0,117	-1,690	67,8
	449,900	155,95	99,77	56,18	0,174	-4,862	69,900	0,0042	-0,116	1,669	67,8
	450,000	202,40	99,78	102,62	0,964	9,064	8,050	0,0230	0,216	0,192	67,8
	450,100	108,23	99,77	8,45	1,987	-3,252	-75,673	0,0474	-0,078	-1,807	67,8
	450,200	132,27	99,78	32,49	0,314	-6,071	58,551	0,0075	-0,145	1,398	67,9
	450,300	201,20	99,78	101,42	0,773	8,459	23,130	0,0185	0,202	0,552	67,9
	450,400	121,57	99,77	21,80	2,006	-1,445	-77,872	0,0479	-0,035	-1,859	67,9
	450,500	134,34	99,77	34,57	0,484	-7,116	45,043	0,0116	-0,170	1,075	67,9
	450,600	205,14	99,78	105,36	0,583	7,563	38,131	0,0139	0,181	0,910	67,9
	450,700	119,89	99,77	20,11	1,996	0,511	-77,480	0,0477	0,012	-1,850	67,9
	450,800	116,48	99,77	16,71	0,685	-7,933	29,492	0,0164	-0,189	0,704	67,9
	450,900	205,63	99,78	105,85	0,410	6,409	51,129	0,0098	0,153	1,221	67,9
