FFT-Momentaufnahme #1	FFT-Momentaufnahme #2	FFT-Momentaufnahme #1	FFT-Momentaufnahme #2	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3
Frequenzwerte für Winkel (Hz)	Frequenzwerte für Winkel (Hz)	Winkel-Werte (rad)	Winkel-Werte (rad)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)
1,87	1,87	0,00	0,00	1,260				-0,027	1,728	-22,580	-6,3750E-4	0,041	-0,539		1,260				-0,833	-19,792	-32,398	-0,0199	-0,472	-0,773		7,600	96,36	99,76	-3,40	-0,424	-8,200	-39,663	-0,0101	-0,196	-0,947	23,6
1,89	1,89	8,40E-4	0,00	1,280				0,003	1,296	-22,580	7,5000E-5	0,031	-0,539		1,280				-1,235	-18,810	119,773	-0,0295	-0,449	2,859		7,700	145,29	99,77	45,52	-1,953	-0,448	84,509	-0,0466	-0,011	2,017	23,5
1,92	1,92	0,00	0,00	1,300	99,71	99,75	-0,04	0,025	0,825	-23,562	6,0000E-4	0,020	-0,562	24,5	1,300	98,30	99,76	-1,46	-1,585	-15,001	244,455	-0,0378	-0,358	5,836	24,6	7,800	142,75	99,77	42,99	-0,514	8,702	-33,026	-0,0123	0,208	-0,788	23,5
1,94	1,94	0,00	0,00	1,320				0,036	0,353	-23,562	8,6250E-4	0,008	-0,562		1,320				-1,835	-9,032	322,013	-0,0438	-0,216	7,687		7,900	96,37	99,76	-3,39	-0,212	-7,053	-56,863	-0,0051	-0,168	-1,358	23,5
1,97	1,97	0,00	0,00	1,340				0,039	-0,118	-25,525	9,3750E-4	-0,003	-0,609		1,340				-1,946	-2,121	352,448	-0,0465	-0,051	8,414		8,000	144,80	99,77	45,03	-1,924	-2,670	81,878	-0,0459	-0,064	1,955	23,5
1,99	1,99	0,00	0,00	1,350	99,66	99,75	-0,09								1,350	99,29	99,77	-0,48								8,100	162,97	99,77	63,20	-0,746	9,323	-13,627	-0,0178	0,223	-0,325	23,5
2,01	2,01	0,00	0,00	1,360				0,031	-0,668	-25,525	7,5000E-4	-0,016	-0,609		1,360				-1,920	5,066	348,521	-0,0458	0,121	8,320		8,200	96,47	99,76	-3,29	-0,060	-5,396	-69,940	-0,0014	-0,129	-1,670	23,5
2,04	2,04	0,00	0,00	1,380				0,013	-1,139	-24,544	3,0000E-4	-0,027	-0,586		1,380				-1,744	11,820	295,506	-0,0416	0,282	7,055		8,300	123,20	99,77	23,43	-1,825	-4,665	73,356	-0,0436	-0,111	1,751	23,4
2,06	2,06	0,00	0,00	1,400	99,62	99,75	-0,13	-0,014	-1,649	-25,525	-3,3750E-4	-0,039	-0,609	24,5	1,400	100,07	99,76	0,31	-1,447	16,886	192,423	-0,0345	0,403	4,594	24,6	8,400	163,20	99,77	63,43	-0,993	9,276	6,519	-0,0237	0,221	0,156	23,4
2,09	2,09	0,00	0,00	1,420				-0,053	-2,160	-23,562	-0,0013	-0,052	-0,563		1,420				-1,068	19,517	55,960	-0,0255	0,466	1,336		8,500	103,59	99,76	3,83	0,030	-3,362	-78,147	7,1250E-4	-0,080	-1,866	23,4
2,11	2,11	0,00	0,00	1,440				-0,101	-2,592	-21,598	-0,0024	-0,062	-0,516		1,440				-0,666	19,124	-99,157	-0,0159	0,457	-2,367		8,600	122,76	99,77	22,99	-1,665	-6,354	59,887	-0,0398	-0,152	1,430	23,4
2,14	2,14	0,00	0,00	1,450	99,58	99,75	-0,17								1,450	101,26	99,76	1,50								8,700	170,68	99,77	70,91	-1,241	8,616	26,546	-0,0296	0,206	0,634	23,4
2,16	2,16	0,00	0,00	1,460				-0,157	-3,024	-20,617	-0,0037	-0,072	-0,492		1,460				-0,303	15,551	-245,437	-0,0072	0,371	-5,859		8,800	103,76	99,76	4,00	0,058	-1,045	-81,603	0,0014	-0,025	-1,948	23,4
2,19	2,19	0,00	0,00	1,480				-0,221	-3,416	-17,671	-0,0053	-0,082	-0,422		1,480				-0,044	9,307	-348,521	-0,0011	0,222	-8,320		8,900	106,25	99,76	6,49	-1,450	-7,705	42,254	-0,0346	-0,184	1,009	23,3
2,21	2,21	0,00	0,00	1,500	99,55	99,75	-0,20	-0,294	-3,731	-14,726	-0,0070	-0,089	-0,352	24,5	1,500	100,18	99,76	0,42	0,069	1,610	-394,663	0,0016	0,038	-9,422	24,6	9,000	170,72	99,77	70,95	-1,483	7,406	45,828	-0,0354	0,177	1,094	23,3
2,23	2,23	0,00	0,00	1,520				-0,371	-4,006	-14,726	-0,0088	-0,096	-0,352		1,520				0,020	-6,480	-379,937	4,8750E-4	-0,155	-9,070		9,100	121,18	99,76	21,42	0,031	1,461	-79,954	7,5000E-4	0,035	-1,909	23,3
2,26	2,26	0,00	0,00	1,540				-0,454	-4,320	-11,781	-0,0108	-0,103	-0,281		1,540				-0,190	-13,587	-294,525	-0,0045	-0,324	-7,031		9,200	105,95	99,76	6,19	-1,191	-8,584	21,245	-0,0284	-0,205	0,507	23,3
2,28	2,28	0,00	0,00	1,550	99,51	99,75	-0,24								1,550	98,97	99,76	-0,79								9,300	162,12	99,77	62,34	-1,685	5,710	62,478	-0,0402	0,136	1,492	23,3
2,31	2,31	0,00	0,00	1,560				-0,543	-4,477	-6,872	-0,0130	-0,107	-0,164		1,560				-0,523	-18,261	-156,098	-0,0125	-0,436	-3,727		9,400	121,89	99,76	22,12	-0,049	3,911	-73,238	-0,0012	0,093	-1,748	23,2
2,33	2,33	0,00	0,00	1,580				-0,633	-4,595	-6,872	-0,0151	-0,110	-0,164		1,580				-0,920	-19,831	0,982	-0,0220	-0,473	0,023		9,500	97,44	99,76	-2,32	-0,903	-8,938	-1,335	-0,0216	-0,213	-0,032	23,2
2,36	2,36	0,00	0,00	1,600	99,49	99,75	-0,26	-0,727	-4,752	-4,909	-0,0174	-0,113	-0,117	24,5	1,600	98,28	99,77	-1,48	-1,316	-18,221	151,189	-0,0314	-0,435	3,609	24,6	9,600	161,86	99,77	62,09	-1,836	3,644	74,966	-0,0438	0,087	1,790	23,2
2,38	2,38	0,00	0,00	1,620				-0,823	-4,791	-0,982	-0,0196	-0,114	-0,023		1,620				-1,649	-13,784	266,054	-0,0394	-0,329	6,352		9,700	145,77	99,77	46,00	-0,174	6,055	-62,086	-0,0042	0,145	-1,482	23,2
2,40	2,40	0,00	0,00	1,640				-0,919	-4,791	-6,661E-13	-0,0219	-0,114	-1,596E-14		1,640				-1,868	-7,579	327,904	-0,0446	-0,181	7,828		9,800	97,25	99,76	-2,52	-0,625	-8,773	-23,209	-0,0149	-0,209	-0,554	23,2
2,43	2,43	0,00	0,00	1,650	99,45	99,75	-0,30								1,650	98,89	99,76	-0,87								9,900	161,52	99,77	61,76	-1,929	1,414	82,624	-0,0461	0,034	1,973	23,2
2,45	2,45	0,00	0,00	1,660				-1,015	-4,791	1,963	-0,0242	-0,114	0,047		1,660				-1,953	-0,668	350,484	-0,0466	-0,016	8,367		10,000	146,23	99,76	46,46	-0,342	7,752	-47,320	-0,0082	0,185	-1,130	23,1
2,48	2,48	0,00	0,00	1,680				-1,111	-4,712	4,909	-0,0265	-0,113	0,117		1,680				-1,894	6,440	340,667	-0,0452	0,154	8,133		10,100	97,19	99,76	-2,57	-0,379	-8,050	-43,158	-0,0090	-0,192	-1,030	23,1
2,50	2,50	0,00	0,00	1,700	99,44	99,75	-0,31	-1,203	-4,595	5,890	-0,0287	-0,110	0,141	24,5	1,700	99,68	99,76	-0,08	-1,695	12,959	279,798	-0,0405	0,309	6,680	24,6	10,200	141,41	99,77	41,64	-1,953	-0,880	84,548	-0,0466	-0,021	2,018	23,1
2,53	2,53	0,00	0,00	1,720				-1,294	-4,477	7,854	-0,0309	-0,107	0,187		1,720				-1,376	17,632	167,879	-0,0329	0,421	4,008		10,300	146,70	99,76	46,94	-0,554	8,859	-29,452	-0,0132	0,212	-0,703	23,1
2,55	2,55	0,00	0,00	1,740				-1,382	-4,280	10,799	-0,0330	-0,102	0,258		1,740				-0,990	19,674	25,525	-0,0236	0,470	0,609		10,400	96,96	99,76	-2,81	-0,181	-6,770	-59,690	-0,0043	-0,162	-1,425	23,1
2,58	2,58	0,00	0,00	1,750	99,43	99,75	-0,32								1,750	101,19	99,76	1,43								10,500	140,78	99,77	41,01	-1,909	-3,079	80,621	-0,0456	-0,073	1,925	23,0
2,60	2,60	0,00	0,00	1,760				-1,466	-4,045	11,781	-0,0350	-0,097	0,281		1,760				-0,589	18,653	-128,609	-0,0141	0,445	-3,070		10,600	165,36	99,76	65,60	-0,796	9,354	-9,582	-0,0190	0,223	-0,229	23,0
2,62	2,62	0,00	0,00	1,780				-1,544	-3,809	12,763	-0,0369	-0,091	0,305		1,780				-0,243	14,530	-268,017	-0,0058	0,347	-6,398		10,700	97,14	99,76	-2,62	-0,038	-4,995	-72,257	-9,0000E-4	-0,119	-1,725	23,0
2,65	2,65	0,00	0,00	1,800	99,43	99,75	-0,32	-1,618	-3,534	14,726	-0,0386	-0,084	0,352	24,5	1,800	100,75	99,76	0,99	-0,008	7,933	-365,210	-1,8750E-4	0,189	-8,719	24,6	10,800	119,26	99,76	19,50	-1,795	-5,097	70,922	-0,0429	-0,122	1,693	23,0
2,67	2,67	0,00	0,00	1,820				-1,685	-3,220	16,690	-0,0402	-0,077	0,398		1,820				0,074	-0,079	-401,535	0,0018	-0,002	-9,586		10,900	165,96	99,77	66,19	-1,057	9,189	11,467	-0,0252	0,219	0,274	23,0
2,70	2,70	0,01	0,00	1,840				-1,747	-2,867	16,690	-0,0417	-0,068	0,398		1,840				-0,011	-8,129	-370,119	-2,6250E-4	-0,194	-8,836		11,000	106,24	99,76	6,48	0,042	-2,804	-79,639	0,0010	-0,067	-1,901	22,9
2,72	2,72	0,01	0,01	1,850	99,43	99,75	-0,32								1,850	99,36	99,76	-0,41								11,100	118,87	99,76	19,10	-1,618	-6,739	55,842	-0,0386	-0,161	1,333	22,9
2,75	2,75	0,01	0,01	1,860				-1,800	-2,553	15,708	-0,0430	-0,061	0,375		1,860				-0,251	-14,883	-269,981	-0,0060	-0,355	-6,445		11,200	170,27	99,77	70,50	-1,305	8,364	31,809	-0,0312	0,200	0,759	22,9
2,77	2,77	0,01	0,01	1,880				-1,849	-2,238	16,690	-0,0441	-0,053	0,398		1,880				-0,606	-18,928	-122,719	-0,0145	-0,452	-2,930		11,300	106,73	99,76	6,96	0,055	-0,377	-81,603	0,0013	-0,009	-1,948	22,9
2,80	2,80	0,01	0,01	1,900	99,45	99,75	-0,30	-1,890	-1,885	18,653	-0,0451	-0,045	0,445	24,5	1,900	98,47	99,76	-1,29	-1,008	-19,792	37,306	-0,0241	-0,472	0,891	24,6	11,400	103,89	99,76	4,13	-1,381	-7,956	36,796	-0,0330	-0,190	0,878	22,9
2,82	2,82	0,01	0,01	1,920				-1,924	-1,492	19,635	-0,0459	-0,036	0,469		1,920				-1,398	-17,436	180,642	-0,0334	-0,416	4,312		11,500	170,17	99,77	70,40	-1,536	6,982	50,344	-0,0367	0,167	1,202	22,8
2,84	2,84	0,01	0,01	1,940				-1,949	-1,100	18,653	-0,0465	-0,026	0,445		1,940				-1,706	-12,566	281,762	-0,0407	-0,300	6,727		11,600	126,05	99,76	26,29	0,016	2,113	-78,501	3,7500E-4	0,050	-1,874	22,8
2,87	2,87	0,01	0,01	1,950	99,47	99,75	-0,29								1,950	98,57	99,76	-1,19								11,700	103,56	99,76	3,80	-1,114	-8,718	15,551	-0,0266	-0,208	0,371	22,8
2,89	2,89	0,01	0,01	1,960				-1,968	-0,746	17,671	-0,0470	-0,018	0,422		1,960				-1,901	-6,165	338,703	-0,0454	-0,147	8,086		11,800	159,02	99,76	59,26	-1,728	5,223	65,659	-0,0413	0,125	1,568	22,8
2,92	2,92	0,01	0,01	1,980				-1,979	-0,393	17,671	-0,0472	-0,009	0,422		1,980				-1,953	0,982	354,411	-0,0466	0,023	8,461		11,900	126,08	99,76	26,32	-0,069	4,414	-71,039	-0,0017	0,105	-1,696	22,8
2,94	2,94	0,01	0,01	2,000	99,49	99,75	-0,26	-1,984	-0,039	18,653	-0,0474	-9,375E-4	0,445	24,5	2,000	99,65	99,76	-0,11	-1,861	8,011	327,904	-0,0444	0,191	7,828	24,6	12,000	103,43	99,76	3,66	-0,845	-8,985	-6,244	-0,0202	-0,214	-0,149	22,7
2,97	2,97	0,02	0,01	2,020				-1,981	0,353	20,617	-0,0473	0,008	0,492		2,020				-1,632	14,098	255,255	-0,0390	0,337	6,094		12,100	158,44	99,77	58,67	-1,866	3,165	77,401	-0,0446	0,076	1,848	22,7
2,99	2,99	0,02	0,01	2,040				-1,970	0,785	21,598	-0,0470	0,019	0,516		2,040				-1,297	18,221	139,408	-0,0310	0,435	3,328		12,200	126,86	99,76	27,10	-0,212	6,495	-59,101	-0,0051	0,155	-1,411	22,7
3,02	3,02	0,02	0,02	2,050	99,52	99,75	-0,23								2,050	100,73	99,76	0,97								12,300	96,60	99,76	-3,16	-0,567	-8,655	-28,235	-0,0135	-0,207	-0,674	22,7
3,04	3,04	0,03	0,02	2,060				-1,949	1,217	20,617	-0,0465	0,029	0,492		2,060				-0,903	19,674	-5,890	-0,0216	0,470	-0,141		12,400	157,91	99,76	58,14	-1,943	0,848	83,724	-0,0464	0,020	1,999	22,7
3,06	3,06	0,04	0,02	2,080				-1,921	1,610	19,635	-0,0459	0,038	0,469		2,080				-0,511	17,986	-159,043	-0,0122	0,429	-3,797		12,500	150,73	99,76	50,96	-0,397	8,090	-43,001	-0,0095	0,193	-1,027	22,6
3,09	3,09	0,06	0,04	2,100	99,55	99,75	-0,20	-1,885	2,003	19,635	-0,0450	0,048	0,469	24,5	2,100	100,86	99,76	1,10	-0,184	13,313	-290,598	-0,0044	0,318	-6,937	24,6	12,600	96,58	99,77	-3,18	-0,325	-7,752	-47,556	-0,0078	-0,185	-1,135	22,6
3,11	3,11	0,10	0,05	2,120				-1,841	2,395	17,671	-0,0439	0,057	0,422		2,120				0,022	6,362	-376,991	5,2500E-4	0,152	-9,000		12,700	137,04	99,77	37,27	-1,948	-1,422	84,038	-0,0465	-0,034	2,006	22,6
3,14	3,14	0,99	0,07	2,140				-1,789	2,710	16,690	-0,0427	0,065	0,398		2,140				0,071	-1,767	-402,517	0,0017	-0,042	-9,609		12,800	151,30	99,76	51,54	-0,609	9,056	-24,858	-0,0146	0,216	-0,593	22,6
3,16	3,16	0,13	1,00	2,150	99,58	99,75	-0,17								2,150	99,61	99,76	-0,15								12,900	97,95	99,76	-1,81	-0,137	-6,393	-63,185	-0,0033	-0,153	-1,508	22,6
3,19	3,19	0,07	0,06	2,160				-1,733	3,063	17,671	-0,0414	0,073	0,422		2,160				-0,049	-9,739	-355,393	-0,0012	-0,232	-8,484		13,000	136,63	99,76	36,86	-1,888	-3,581	78,854	-0,0451	-0,085	1,882	22,5
3,21	3,21	0,04	0,05	2,180				-1,667	3,416	14,726	-0,0398	0,082	0,352		2,180				-0,319	-15,983	-242,492	-0,0076	-0,382	-5,789		13,100	167,56	99,76	67,79	-0,853	9,378	-4,752	-0,0204	0,224	-0,113	22,5
3,23	3,23	0,03	0,03	2,200	99,61	99,75	-0,14	-1,596	3,652	11,781	-0,0381	0,087	0,281	24,6	2,200	98,50	99,76	-1,26	-0,688	-19,439	-91,303	-0,0164	-0,464	-2,180	24,6	13,200	98,11	99,76	-1,65	-0,013	-4,532	-74,299	-3,0000E-4	-0,108	-1,774	22,5
3,26	3,26	0,02	0,02	2,220				-1,521	3,888	11,781	-0,0363	0,093	0,281		2,220				-1,096	-19,635	70,686	-0,0262	-0,469	1,687		13,300	115,99	99,76	16,23	-1,759	-5,482	67,898	-0,0420	-0,131	1,621	22,5
3,28	3,28	0,02	0,02	2,240				-1,440	4,123	10,799	-0,0344	0,098	0,258		2,240				-1,473	-16,611	209,112	-0,0352	-0,397	4,992		13,400	167,74	99,77	67,97	-1,109	9,048	15,983	-0,0265	0,216	0,382	22,5
3,31	3,31	0,02	0,02	2,250	99,64	99,75	-0,11								2,250	98,35	99,76	-1,41								13,500	109,12	99,76	9,36	0,050	-2,286	-80,700	0,0012	-0,055	-1,927	22,4
3,33	3,33	0,02	0,01	2,260				-1,356	4,320	9,817	-0,0324	0,103	0,234		2,260				-1,761	-11,270	300,415	-0,0420	-0,269	7,172		13,600	115,37	99,76	15,60	-1,566	-7,092	51,876	-0,0374	-0,169	1,238	22,4
3,36	3,36	0,01	0,01	2,280				-1,268	4,516	6,872	-0,0303	0,108	0,164		2,280				-1,924	-4,595	346,557	-0,0459	-0,110	8,273		13,700	169,33	99,77	69,56	-1,368	8,090	36,443	-0,0327	0,193	0,870	22,4
3,38	3,38	0,01	0,01	2,300	99,68	99,75	-0,07	-1,175	4,595	3,927	-0,0280	0,110	0,094	24,5	2,300	99,41	99,77	-0,36	-1,945	2,592	352,448	-0,0464	0,062	8,414	24,6	13,800	109,40	99,76	9,64	0,052	0,196	-81,446	0,0012	0,005	-1,944	22,4
3,41	3,41	0,01	0,01	2,320				-1,084	4,673	3,927	-0,0259	0,112	0,094		2,320				-1,821	9,503	316,123	-0,0435	0,227	7,547		13,900	102,05	99,76	2,29	-1,329	-8,200	32,162	-0,0317	-0,196	0,768	22,4
3,43	3,43	0,01	0,01	2,340				-0,988	4,752	0,982	-0,0236	0,113	0,023		2,340				-1,565	15,237	231,693	-0,0374	0,364	5,531		14,000	169,12	99,77	69,36	-1,588	6,629	54,507	-0,0379	0,158	1,301	22,3
3,45	3,45	0,01	0,01	2,350	99,72	99,75	-0,03								2,350	100,23	99,76	0,47								14,100	109,98	99,76	10,22	-0,003	2,702	-77,283	-7,5000E-5	0,064	-1,845	22,3
3,48	3,48	0,01	0,01	2,360				-0,894	4,712	-0,982	-0,0213	0,113	-0,023		2,360				-1,211	18,771	107,011	-0,0289	0,448	2,555		14,200	101,79	99,76	2,03	-1,048	-8,828	10,014	-0,0250	-0,211	0,239	22,3
3,50	3,50	0,01	0,01	2,380				-0,800	4,712	-0,982	-0,0191	0,113	-0,023		2,380				-0,814	19,517	-38,288	-0,0194	0,466	-0,914		14,300	168,87	99,77	69,10	-1,769	4,705	69,429	-0,0422	0,112	1,658	22,3
3,53	3,53	0,01	0,01	2,400	99,75	99,75	8,99E-4	-0,705	4,673	-4,909	-0,0168	0,112	-0,117	24,5	2,400	101,20	99,76	1,44	-0,430	17,240	-190,459	-0,0103	0,412	-4,547	24,6	14,400	131,18	99,76	31,42	-0,107	5,058	-68,212	-0,0026	0,121	-1,628	22,3
3,55	3,55	0,01	0,01	2,420				-0,613	4,516	-8,836	-0,0146	0,108	-0,211		2,420				-0,124	11,899	-317,105	-0,0030	0,284	-7,570		14,500	101,43	99,76	1,67	-0,757	-8,938	-12,881	-0,0181	-0,213	-0,308	22,2
3,58	3,58	0,01	0,01	2,440				-0,525	4,320	-9,817	-0,0125	0,103	-0,234		2,440				0,046	4,555	-384,845	0,0011	0,109	-9,187		14,600	154,65	99,77	54,88	-1,894	2,482	79,914	-0,0452	0,059	1,908	22,2
3,60	3,60	0,01	0,00	2,450	99,78	99,75	0,03								2,450	100,01	99,76	0,25								14,700	132,01	99,77	32,24	-0,261	7,045	-54,703	-0,0062	0,168	-1,306	22,2
3,63	3,63	0,01	0,00	2,460				-0,440	4,123	-10,799	-0,0105	0,098	-0,258		2,460				0,058	-3,495	-394,663	0,0014	-0,083	-9,422		14,800	96,18	99,76	-3,58	-0,485	-8,459	-34,361	-0,0116	-0,202	-0,820	22,2
3,65	3,65	0,01	0,00	2,480				-0,360	3,888	-12,763	-0,0086	0,093	-0,305		2,480				-0,094	-11,231	-336,740	-0,0023	-0,268	-8,039		14,900	154,35	99,77	54,58	-1,953	0,173	84,430	-0,0466	0,004	2,016	22,2
3,67	3,67	0,01	0,00	2,500	99,78	99,76	0,02	-0,284	3,613	-14,726	-0,0068	0,086	-0,352	24,5	2,500	98,85	99,76	-0,92	-0,391	-16,965	-211,076	-0,0093	-0,405	-5,039	24,6	15,000	154,81	99,77	55,05	-0,451	8,427	-38,013	-0,0108	0,201	-0,907	22,1
3,70	3,70	0,01	0,00	2,520				-0,215	3,299	-17,671	-0,0051	0,079	-0,422		2,520				-0,773	-19,674	-55,960	-0,0185	-0,470	-1,336		15,100	96,18	99,76	-3,58	-0,267	-7,430	-52,582	-0,0064	-0,177	-1,255	22,1
3,72	3,72	0,01	0,00	2,540				-0,152	2,906	-20,617	-0,0036	0,069	-0,492		2,540				-1,178	-19,203	100,138	-0,0281	-0,458	2,391		15,200	132,33	99,76	32,57	-1,937	-2,089	83,292	-0,0462	-0,050	1,988	22,1
3,75	3,75	0,01	0,00	2,550	99,77	99,75	0,02								2,550	98,30	99,76	-1,47								15,300	155,44	99,76	55,68	-0,685	9,228	-18,771	-0,0164	0,220	-0,448	22,1
3,77	3,77	0,01	0,00	2,560				-0,099	2,474	-20,617	-0,0024	0,059	-0,492		2,560				-1,541	-15,669	230,711	-0,0368	-0,374	5,508		15,400	99,42	99,76	-0,34	-0,091	-5,843	-67,505	-0,0022	-0,140	-1,612	22,1
3,80	3,80	0,01	0,00	2,580				-0,053	2,081	-21,598	-0,0013	0,050	-0,516		2,580				-1,805	-9,975	312,196	-0,0431	-0,238	7,453		15,500	131,39	99,77	31,63	-1,854	-4,273	75,987	-0,0443	-0,102	1,814	22,0
3,82	3,82	0,01	0,00	2,600	99,73	99,75	-0,02	-0,016	1,610	-23,562	-3,7500E-4	0,038	-0,562	24,6	2,600	99,02	99,76	-0,74	-1,940	-3,181	351,466	-0,0463	-0,076	8,391	24,6	15,600	169,29	99,77	69,52	-0,946	9,354	2,435	-0,0226	0,223	0,058	22,0
3,85	3,85	0,01	0,00	2,620				0,011	1,139	-23,562	2,6250E-4	0,027	-0,562		2,620				-1,932	4,084	353,429	-0,0461	0,097	8,437		15,700	99,61	99,76	-0,15	0,017	-3,786	-77,205	4,1250E-4	-0,090	-1,843	22,0
3,87	3,87	0,01	0,00	2,640				0,030	0,668	-23,562	7,1250E-4	0,016	-0,562		2,640				-1,777	10,956	305,324	-0,0424	0,262	7,289		15,800	112,28	99,76	12,51	-1,703	-6,087	62,910	-0,0407	-0,145	1,502	22,0
3,89	3,89	0,01	0,00	2,650	99,70	99,75	-0,06								2,650	99,79	99,76	0,02								15,900	169,47	99,77	69,70	-1,200	8,796	23,248	-0,0287	0,210	0,555	22,0
3,92	3,92	0,01	0,00	2,660				0,038	0,196	-24,544	9,0000E-4	0,005	-0,586		2,660				-1,494	16,297	208,131	-0,0357	0,389	4,969		16,000	113,11	99,76	13,35	0,057	-1,437	-81,407	0,0013	-0,034	-1,943	21,9
3,94	3,94	0,00	0,00	2,680				0,038	-0,314	-26,507	9,0000E-4	-0,007	-0,633		2,680				-1,125	19,282	76,576	-0,0269	0,460	1,828		16,100	111,86	99,76	12,10	-1,488	-7,485	45,357	-0,0355	-0,179	1,083	21,9
3,97	3,97	0,01	0,00	2,700	99,64	99,75	-0,11	0,025	-0,864	-26,507	6,0000E-4	-0,021	-0,633	24,5	2,700	101,21	99,75	1,46	-0,723	19,360	-76,576	-0,0173	0,462	-1,828	24,6	16,200	169,61	99,77	69,84	-1,440	7,634	42,686	-0,0344	0,182	1,019	21,9
3,99	3,99	0,00	0,00	2,720				0,003	-1,374	-24,544	7,5000E-5	-0,033	-0,586		2,720				-0,350	16,218	-225,802	-0,0084	0,387	-5,391		16,300	113,53	99,76	13,76	0,039	1,052	-80,503	9,3750E-4	0,025	-1,922	21,9
4,02	4,02	0,00	0,00	2,740				-0,030	-1,846	-24,544	-7,1250E-4	-0,044	-0,586		2,740				-0,074	10,328	-334,776	-0,0018	0,247	-7,992		16,400	111,32	99,76	11,55	-1,230	-8,467	24,779	-0,0294	-0,202	0,592	21,9
4,04	4,04	0,00	0,00	2,750	99,60	99,75	-0,15								2,750	100,57	99,76	0,81								16,500	167,22	99,77	67,45	-1,654	6,008	59,847	-0,0395	0,143	1,429	21,8
4,06	4,06	0,00	0,00	2,760				-0,071	-2,356	-23,562	-0,0017	-0,056	-0,562		2,760				0,063	2,827	-392,699	0,0015	0,067	-9,375		16,600	113,86	99,76	14,10	-0,028	3,503	-74,770	-6,7500E-4	0,084	-1,785	21,8
4,09	4,09	0,00	0,00	2,780				-0,124	-2,788	-19,635	-0,0030	-0,067	-0,469		2,780				0,039	-5,380	-390,736	9,3750E-4	-0,128	-9,328		16,700	99,78	99,76	0,02	-0,953	-8,946	2,513	-0,0228	-0,214	0,060	21,8
4,11	4,11	0,00	0,00	2,800	99,57	99,76	-0,19	-0,182	-3,142	-18,653	-0,0043	-0,075	-0,445	24,5	2,800	99,24	99,76	-0,52	-0,152	-12,802	-311,214	-0,0036	-0,306	-7,430	24,6	16,800	166,90	99,76	67,14	-1,817	4,006	73,435	-0,0434	0,096	1,753	21,8
4,14	4,14	0,00	0,00	2,820				-0,250	-3,534	-16,690	-0,0060	-0,084	-0,398		2,820				-0,473	-17,829	-174,751	-0,0113	-0,426	-4,172		16,900	136,30	99,76	36,54	-0,152	5,741	-64,246	-0,0036	0,137	-1,534	21,7
4,16	4,16	0,00	0,00	2,840				-0,324	-3,809	-13,744	-0,0077	-0,091	-0,328		2,840				-0,866	-19,792	-18,653	-0,0207	-0,473	-0,445		17,000	99,54	99,76	-0,22	-0,669	-8,844	-20,028	-0,0160	-0,211	-0,478	21,7
4,19	4,19	0,00	0,00	2,850	99,54	99,75	-0,21								2,850	98,43	99,75	-1,33								17,100	150,06	99,76	50,30	-1,921	1,736	82,035	-0,0459	0,041	1,958	21,7
4,21	4,21	0,00	0,00	2,860				-0,402	-4,084	-12,763	-0,0096	-0,098	-0,305		2,860				-1,264	-18,575	129,591	-0,0302	-0,443	3,094		17,200	137,14	99,76	37,38	-0,322	7,563	-49,441	-0,0077	0,181	-1,180	21,7
4,24	4,24	0,00	0,00	2,880				-0,487	-4,320	-9,817	-0,0116	-0,103	-0,234		2,880				-1,608	-14,608	251,328	-0,0384	-0,349	6,000		17,300	96,16	99,76	-3,60	-0,408	-8,152	-40,801	-0,0097	-0,195	-0,974	21,7
4,26	4,26	0,00	0,00	2,900	99,50	99,75	-0,25	-0,575	-4,477	-7,854	-0,0137	-0,107	-0,187	24,5	2,900	98,67	99,76	-1,09	-1,849	-8,522	326,922	-0,0441	-0,203	7,805	24,6	17,400	149,67	99,77	49,90	-1,953	-0,597	84,627	-0,0466	-0,014	2,020	21,6
